,name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989,09/30/1988,09/30/1987,09/30/1986,09/30/1985,ttm
70,			CommonStock,"419,000","416,000","410,000","368,000","334,000","331,000","328,000","324,000","319,000","317,000","315,000","314,000","312,000","305,000","299,000","158,000","150,000","147,000","145,000","14,771,000","14,715,000","13,700,000",,,,,,,,,,,,,,,
71,		AdditionalPaidInCapital,"3,423,935,000","3,412,972,000","3,392,937,000","2,791,129,000","2,521,332,000","2,493,100,000","2,452,261,000","2,392,585,000","2,337,244,000","2,287,743,000","2,255,787,000","2,239,323,000","1,705,907,000","1,710,036,000","1,637,204,000","1,591,125,000","1,358,374,000","1,270,362,000","1,233,598,000","1,091,536,000","1,145,847,000","958,700,000",,,,,,,,,,,,,,,
72,		RetainedEarnings,"-946,100,000","-104,775,000","650,842,000","1,423,154,000","2,033,427,000","3,131,134,000","3,573,172,000","4,213,212,000","4,120,398,000","3,956,364,000","3,707,881,000","3,613,186,000","3,910,253,000","3,359,080,000","2,473,373,000","1,989,526,000","1,422,640,000","1,120,183,000","927,955,000","1,001,079,000","643,629,000","506,300,000","478,600,000","312,300,000","200,200,000","138,100,000","86,800,000","93,900,000","59,600,000","35,500,000","15,800,000","5,400,000","1,900,000","-77,500,000","8,100,000","-48,100,000",
73,		TreasuryStock,"1,315,751,000","1,314,020,000","1,314,020,000","1,314,020,000","1,295,949,000","1,294,262,000","1,194,664,000","944,627,000","944,627,000","977,873,000","977,873,000","977,873,000","977,873,000","877,935,000","775,484,000",,,,,"252,780,000","4,817,000","4,800,000",,,,,,,,,,,,,,,
74,		GainsLossesNotAffectingRetainedEarnings,"-11,124,000","-11,788,000","-29,325,000","11,185,000","-12,119,000","-47,593,000","77,522,000","307,592,000","431,595,000","321,264,000","342,052,000","292,706,000","53,520,000","322,635,000","201,261,000","177,331,000","148,229,000","99,583,000","-3,243,000","3,260,000","7,094,000","-3,800,000",,,,,,,,,,,,,,,
75,			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,"324,647,000","171,160,000",,,,,"-9,150,000",,,,,,,,,,,,,,,,,
76,			OtherEquityAdjustments,,,,,,,,,,,,,,"-2,012,000","30,101,000",,,,,"12,410,000",,,,,,,,,,,,,,,,,
77,		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,"388,900,000","415,500,000","257,600,000","230,700,000","190,000,000","173,800,000","125,200,000","105,000,000","87,400,000","39,200,000","33,000,000","50,600,000","49,800,000","42,500,000",
78,	MinorityInterest,"105,424,000","67,354,000","49,476,000","26,957,000","7,770,000","11,158,000","10,170,000","12,091,000","12,188,000","13,402,000","14,701,000","14,323,000",,,,,,,,,,,,,,,,,,,,,,,,,
79,TotalCapitalization,"4,120,085,000","5,316,031,000","6,286,734,000","6,939,582,000","6,825,360,000","7,937,910,000","9,257,478,000","9,873,203,000","10,324,265,000","9,936,305,000","8,392,288,000","9,108,261,000","8,579,830,000","7,820,554,000","7,540,727,000","5,009,891,000","4,131,079,000","4,475,828,000","3,773,111,000","3,425,482,000","2,661,245,000","1,952,700,000","1,084,500,000","957,300,000","687,300,000","420,300,000","334,300,000","336,600,000","231,600,000","192,400,000","141,000,000","50,500,000","36,500,000","-12,100,000","99,900,000","7,300,000",
80,PreferredStockEquity,"5,000","6,000","6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,CommonStockEquity,"1,151,379,000","1,982,805,000","2,700,844,000","2,911,816,000","3,247,025,000","4,282,710,000","4,908,619,000","5,969,086,000","5,944,929,000","5,587,815,000","5,328,162,000","5,167,656,000","4,692,119,000","4,514,121,000","3,536,653,000","3,758,140,000","2,929,393,000","2,490,275,000","2,158,455,000","1,857,866,000","1,806,468,000","1,470,100,000","867,500,000","727,800,000","457,800,000","368,800,000","276,800,000","267,700,000","184,800,000","140,500,000","103,200,000","44,600,000","34,900,000","-26,900,000","57,900,000","-5,600,000",
82,CapitalLeaseObligations,"8,305,000","13,479,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,NetTangibleAssets,"1,151,384,000","1,954,431,000","2,516,936,000","2,738,590,000","3,080,108,000","4,116,051,000","4,734,691,000","5,456,122,000","5,472,603,000","5,086,557,000","4,833,790,000","5,003,391,000","4,516,370,000","4,145,689,000","3,174,384,000","3,416,201,000","2,602,168,000","2,154,248,000","1,851,693,000","1,658,818,000","1,614,287,000","1,301,000,000","867,500,000","727,800,000","457,800,000","368,800,000","276,800,000","267,700,000","184,800,000","140,500,000","103,200,000","44,600,000","34,900,000","-26,900,000","57,900,000","-5,600,000",
84,WorkingCapital,"615,996,000","592,118,000","761,486,000","527,860,000","333,905,000","469,398,000","1,174,399,000","1,442,406,000","2,000,475,000","1,285,752,000","458,550,000","1,568,042,000","1,037,734,000","710,980,000","1,650,496,000","1,264,852,000","381,658,000","917,274,000","618,454,000","700,816,000","739,139,000","195,800,000","21,100,000","70,800,000","172,100,000","32,800,000","84,000,000","107,900,000","35,900,000","15,300,000","31,100,000","8,400,000","9,300,000","4,900,000","8,100,000","51,700,000",
85,InvestedCapital,"4,120,080,000","5,316,025,000","6,287,289,000","6,939,763,000","6,825,657,000","7,944,418,000","9,263,668,000","9,883,388,000","10,324,629,000","10,211,631,000","9,771,306,000","9,108,424,000","8,804,860,000","8,520,554,000","7,540,727,000","5,777,803,000","4,935,629,000","4,775,213,000","4,266,096,000","3,427,992,000","2,664,799,000","1,956,300,000","1,170,400,000","1,000,300,000","705,300,000","462,100,000","345,400,000","348,400,000","254,800,000","201,100,000","146,900,000","55,200,000","43,100,000","-11,700,000","100,200,000","7,500,000",
86,TangibleBookValue,"1,151,379,000","1,954,425,000","2,516,930,000","2,738,590,000","3,080,108,000","4,116,051,000","4,734,691,000","5,456,122,000","5,472,603,000","5,086,557,000","4,833,790,000","5,003,391,000","4,516,370,000","4,145,689,000","3,174,384,000","3,416,201,000","2,602,168,000","2,154,248,000","1,851,693,000","1,658,818,000","1,614,287,000","1,301,000,000","867,500,000","727,800,000","457,800,000","368,800,000","276,800,000","267,700,000","184,800,000","140,500,000","103,200,000","44,600,000","34,900,000","-26,900,000","57,900,000","-5,600,000",
87,TotalDebt,"2,977,006,000","3,346,699,000","3,586,445,000","4,027,947,000","3,578,632,000","3,661,708,000","4,355,049,000","3,914,302,000","4,379,700,000","4,623,816,000","4,443,144,000","3,940,768,000","4,112,741,000","4,006,433,000","4,004,074,000","2,019,663,000","2,006,236,000","2,284,938,000","2,107,641,000","1,570,126,000","858,331,000","486,200,000","302,900,000","272,500,000","247,500,000","93,300,000","68,600,000","80,700,000","70,000,000","60,600,000","43,700,000","10,600,000","8,200,000","15,200,000","42,300,000","13,100,000",
88,NetDebt,"2,496,455,000","2,897,230,000","3,138,679,000","3,690,950,000","3,314,539,000","3,407,178,000","3,853,900,000","3,524,387,000","3,854,778,000","4,225,241,000","3,801,442,000","3,012,953,000","3,670,654,000","3,475,127,000","3,303,525,000","1,454,662,000","1,621,527,000","1,705,201,000","1,693,590,000","1,371,683,000","661,019,000","405,600,000","286,200,000","268,600,000","151,600,000","81,300,000","46,200,000","17,600,000","55,200,000","45,600,000","22,900,000","3,900,000",,"8,900,000","37,100,000",,
89,ShareIssued,"8,383,000","8,323,960","8,193,040","7,350,200","6,671,960","6,610,520","6,563,920","6,474,220","6,376,260","6,340,840","6,300,680","6,278,300","6,250,800","5,586,720","5,539,860","6,307,880","5,994,440","5,866,240","5,798,600","5,635,560","5,886,200","5,473,280","4,055,280","4,030,040","3,479,240","3,370,480","2,852,000","2,790,360","2,343,680","2,234,160","2,149,520","1,752,080","1,674,880","400,280","400,000","412,760",
90,OrdinarySharesNumber,"7,293,000","7,267,960","7,137,040","6,294,200","5,678,500","5,623,680","5,788,160","5,905,940","5,807,980","5,752,560","5,712,400","5,690,020","5,662,520","5,586,720","5,539,860","6,307,880","5,994,440","5,866,240","5,798,600","5,635,560","5,886,200","5,473,280","4,055,280","4,030,040","3,479,240","3,370,480","2,852,000","2,790,360","2,343,680","2,234,160","2,149,520","1,752,080","1,674,880","400,280","400,000","412,760",
91,PreferredSharesNumber,"4,870,000","5,613,000","5,750,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,TreasurySharesNumber,"1,090,000","1,056,000","1,056,000","1,056,000","993,460","986,840","775,760","568,280","568,280","588,280","588,280","588,280","588,280",,,,,,,,,,,,,,,,,,,,,,,,
0,TotalRevenue,"2,134,043,000","3,043,383,000","3,057,619,000","2,564,285,000","2,227,839,000","3,864,437,000","6,804,197,000","6,152,015,000","6,989,573,000","6,060,351,000","4,215,540,000","3,503,431,000","5,303,788,000","4,940,681,000","4,942,714,000","3,551,009,000","2,448,152,000","1,922,846,000","1,519,012,000","2,121,157,000","1,327,124,000","642,300,000","968,200,000","1,029,300,000","719,700,000","572,800,000","422,600,000","352,000,000","286,300,000","240,100,000","139,000,000","74,500,000","56,100,000","28,600,000","69,200,000","91,600,000","1,876,190,000"
1,	OperatingRevenue,"2,134,043,000","3,043,383,000","3,057,619,000","2,564,285,000","2,227,839,000","3,864,437,000","6,804,197,000","6,152,015,000","6,989,573,000","6,060,351,000","4,215,540,000","3,503,431,000","5,303,788,000","4,938,848,000","4,820,162,000","3,459,908,000","2,394,031,000","1,880,003,000","1,466,443,000","2,121,157,000","1,327,124,000","642,300,000","968,200,000","1,029,300,000","719,700,000","572,800,000","422,600,000","352,000,000","286,300,000","240,100,000","139,000,000","74,500,000","56,100,000","28,600,000","69,200,000","91,600,000","1,876,190,000"
2,CostOfRevenue,"2,186,771,000","2,805,422,000","2,843,844,000","2,561,012,000","2,215,929,000","3,341,895,000","5,650,164,000","5,068,505,000","5,538,837,000","3,775,964,000","2,423,602,000","2,012,352,000","3,110,316,000","2,764,559,000","2,569,800,000","1,997,267,000","1,572,649,000","1,276,953,000","973,910,000","1,296,941,000","888,322,000","418,700,000","623,800,000","737,800,000","539,700,000","434,100,000","325,100,000","261,200,000","195,100,000","170,400,000","99,700,000","56,600,000","46,000,000","26,700,000","51,200,000","70,200,000","1,965,798,000"
3,GrossProfit,"-52,728,000","237,961,000","213,775,000","3,273,000","11,910,000","522,542,000","1,154,033,000","1,083,510,000","1,450,736,000","2,284,387,000","1,791,938,000","1,491,079,000","2,193,472,000","2,176,122,000","2,372,914,000","1,553,742,000","875,503,000","645,893,000","545,102,000","824,216,000","438,802,000","223,600,000","344,400,000","291,500,000","180,000,000","138,700,000","97,500,000","90,800,000","91,200,000","69,700,000","39,300,000","17,900,000","10,100,000","1,900,000","18,000,000","21,400,000","-89,608,000"
4,OperatingExpense,"237,079,000","385,515,000","336,586,000","302,253,000","343,172,000","479,493,000","943,696,000","584,374,000","671,234,000","1,413,986,000","1,175,917,000","1,122,118,000","1,138,029,000","976,194,000","830,561,000","588,505,000","495,787,000","400,530,000","337,260,000","325,392,000","258,917,000","165,100,000","161,900,000","136,800,000","103,000,000","80,100,000","91,100,000","59,200,000","57,100,000","42,900,000","26,600,000","14,600,000","11,100,000","11,600,000","17,500,000","22,900,000","230,413,000"
5,	SellingGeneralAndAdministration,"203,515,000","258,731,000","265,822,000","251,184,000","240,518,000","324,328,000","549,734,000","570,330,000","532,568,000","489,892,000","346,661,000","429,663,000","479,984,000","436,282,000","420,854,000","249,973,000","195,388,000","165,403,000","141,895,000","135,496,000","106,504,000","65,300,000","77,000,000","70,400,000","56,900,000","49,100,000","71,200,000","40,500,000","42,700,000","34,400,000","22,100,000","11,300,000","7,900,000","5,900,000","7,600,000","10,300,000","200,791,000"
6,		GeneralAndAdministrativeExpense,"203,515,000","258,731,000","265,822,000","251,184,000","240,518,000","324,328,000","549,734,000","570,330,000","532,568,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,791,000"
7,			SalariesAndWages,,,,,,0,0,"45,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,			OtherGandA,"203,515,000","258,731,000","265,822,000","251,184,000","240,518,000","324,328,000","549,734,000","525,330,000","532,568,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,791,000"
9,	ResearchAndDevelopment,"33,564,000","50,359,000","56,147,000","51,069,000","33,582,000","41,253,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,622,000"
10,	DepreciationAmortizationDepletionIncomeStatement,,"876,091,000","866,870,000","842,943,000","871,631,000","970,459,000","1,145,100,000","1,086,677,000","1,055,517,000","924,094,000","782,196,000","679,493,000","658,045,000","539,912,000","409,707,000","338,532,000","300,399,000","235,127,000","195,365,000","189,896,000","152,413,000","99,800,000","84,900,000","66,400,000","46,100,000","31,000,000","19,900,000","18,700,000","14,400,000","8,500,000","4,500,000","3,300,000","3,200,000","5,700,000","9,900,000","12,600,000","885,564,000"
11,		DepreciationAndAmortizationInIncomeStatement,,"876,091,000","866,870,000","842,943,000","871,631,000","970,459,000","1,145,100,000","1,086,677,000","1,055,517,000","924,094,000","764,253,000","668,415,000","658,045,000","539,912,000","409,707,000","338,532,000","300,399,000","235,127,000","195,365,000","189,896,000","152,413,000","99,800,000","84,900,000","66,400,000","46,100,000","31,000,000","19,900,000","18,700,000","14,400,000","8,500,000","4,500,000","3,300,000","3,200,000","5,700,000","9,900,000","12,600,000","885,564,000"
12,		DepletionIncomeStatement,,,,,,,,,,,"17,943,000","11,078,000",,,,,,,,,,,,,,,,,,,,,,,,,
13,	OtherOperatingExpenses,,"76,425,000","14,617,000",,"69,072,000","113,912,000","393,962,000","14,044,000","138,666,000",,"47,060,000","12,962,000",,,,,,,,,,,,,,,,,,,,,,,,,
14,OperatingIncome,"-289,807,000","-147,554,000","-122,811,000","-298,980,000","-331,262,000","43,049,000","210,337,000","499,136,000","779,502,000","870,401,000","616,021,000","368,961,000","1,055,443,000","1,199,928,000","1,542,353,000","965,237,000","379,716,000","245,363,000","207,842,000","498,824,000","179,885,000","58,500,000","182,500,000","154,700,000","77,000,000","58,600,000","6,400,000","31,600,000","34,100,000","26,800,000","12,700,000","3,300,000","-1,000,000","-9,700,000","500,000","-1,500,000","-320,021,000"
15,NetNonOperatingInterestIncomeExpense,"-201,569,000","-195,887,000","-222,167,000","-222,889,000","-185,360,000","-181,928,000","-177,948,000","-223,418,000","-251,552,000","-256,633,000","-273,044,000","-264,948,000",,,,,,,,,,,,,,,,,,,,,,,,,"-190,902,000"
16,	InterestIncomeNonOperating,"4,705,000","8,424,000","4,957,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,625,000"
17,	InterestExpenseNonOperating,"206,274,000","204,311,000","227,124,000","222,889,000","185,360,000","181,928,000","177,948,000","223,418,000","251,552,000","256,633,000","273,044,000","264,948,000",,,,,,,,,,,,,,,,,,,,,,,,,"194,527,000"
18,OtherIncomeExpense,"-214,191,000","-245,481,000","-173,816,000","-58,215,000","-681,453,000","-288,656,000","-637,004,000","-169,558,000","-253,267,000","-125,999,000","-260,931,000","-339,129,000","-162,199,000","-53,794,000","43,073,000","3,246,000","8,686,000","15,091,000","18,483,000","50,207,000","61,611,000","8,900,000","33,100,000","44,100,000","16,400,000","7,700,000","5,100,000","12,800,000","6,900,000","7,300,000","7,700,000","3,000,000","4,100,000","-69,100,000","-5,800,000","-15,100,000","43,328,000"
19,	GainOnSaleOfSecurity,"-15,392,000","-19,135,000","-18,612,000","-409,000","-4,486,000","1,916,000","10,812,000","90,358,000","59,631,000","19,940,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,875,000"
20,	EarningsFromEquityInterest,0,"-5,000","1,000","7,000","-221,914,000","-75,081,000","-6,301,000","39,000","-301,320,000","56,647,000",,,,"17,724,000","20,545,000","5,671,000","4,057,000","10,183,000","14,775,000","36,887,000",,,,,,,,,,,,,,,,,
21,	SpecialIncomeCharges,"-198,969,000","-226,413,000","-151,557,000","-64,835,000","-448,193,000","-213,882,000","-639,087,000","-253,505,000","-9,488,000","-202,586,000","-260,931,000","-339,129,000","-162,199,000","-71,518,000","22,528,000","-2,425,000","4,629,000","4,908,000","3,708,000","13,320,000","61,611,000","8,900,000","33,100,000","44,100,000","16,400,000","7,700,000","5,100,000","12,800,000","6,900,000","7,300,000","7,700,000","3,000,000","4,100,000","-69,100,000","-5,800,000","-15,100,000","59,377,000"
22,		RestructuringAndMergernAcquisition,"19,070,000","11,447,000","14,323,000","21,628,000",0,"-47,074,000","22,313,000",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,490,000"
23,		ImpairmentOfCapitalAssets,"371,971,000","214,067,000","45,570,000","6,895,000","216,355,000","74,464,000","604,174,000","20,000,000","151,594,000","198,072,000","260,931,000","339,129,000",,,,,,,,,,,,,,,,,,,,,,,,,"113,217,000"
24,		WriteOff,"19,590,000","290,471,000","144,446,000",0,"219,737,000","180,591,000","6,974,000","287,241,000","290,260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,973,000"
25,		OtherSpecialCharges,"-224,025,000","-6,242,000","15,207,000","17,286,000","-2,729,000","8,194,000","14,456,000","219,881,000","5,382,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-215,551,000"
26,		GainOnSaleOfPPE,"-12,363,000","-7,141,000","-76,457,000","-19,026,000","-14,830,000","2,293,000","8,830,000","-13,624,000","147,488,000","-4,514,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"-19,494,000"
27,	OtherNonOperatingIncomeExpenses,"170,000","72,000","-3,648,000","7,022,000","-6,860,000","-1,609,000","-2,428,000","-6,450,000","-2,090,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,174,000"
28,PretaxIncome,"-705,567,000","-588,922,000","-518,794,000","-580,084,000","-1,198,075,000","-427,535,000","-604,615,000","106,160,000","274,683,000","487,769,000","82,046,000","-235,116,000","801,624,000","1,135,331,000","1,470,919,000","873,950,000","335,838,000","174,623,000","140,774,000","542,282,000","226,707,000","45,600,000","200,000,000","182,400,000","81,600,000","58,600,000","4,300,000","36,500,000","35,600,000","29,900,000","17,000,000",,"-5,100,000","-92,700,000","-9,800,000","-17,800,000","-467,595,000"
29,TaxProvision,"57,286,000","91,576,000","79,269,000","-82,970,000","-186,831,000","-98,038,000","62,666,000","-55,181,000","32,628,000","142,605,000","-24,814,000","-149,228,000","250,451,000","239,664,000","450,183,000","225,255,000","33,381,000","-17,605,000","19,285,000","194,490,000","91,233,000","17,900,000","75,000,000","67,600,000","11,100,000","7,500,000","3,600,000","2,200,000","1,800,000","2,800,000","2,400,000",,"-800,000","-7,100,000","-200,000","-1,200,000","49,318,000"
30,EarningsFromEquityInterestNetOfTax,,,,,,,,,,"-3,000,000","-750,000",,,,,,,,,,,,,,,,,,,,,,,,,,
31,NetIncomeCommonStockholders,"-820,252,000","-720,129,000","-666,170,000","-546,811,000","-1,029,742,000","-372,675,000","-670,659,000","139,982,000","164,034,000","243,679,000","94,695,000","-85,546,000","551,173,000","930,691,000","1,020,736,000","648,695,000","302,457,000","192,228,000","121,489,000","357,450,000","137,356,000","27,700,000","125,000,000","114,800,000","70,500,000","51,100,000","700,000","34,300,000","33,800,000","27,100,000","14,600,000","5,500,000","-4,300,000","-85,600,000","-9,600,000","-22,800,000","-563,469,000"
32,	NetIncome,"-805,641,000","-702,885,000","-640,948,000","-546,811,000","-1,029,742,000","-372,675,000","-668,675,000","142,982,000","167,034,000","243,679,000","94,695,000","-85,546,000","551,173,000","930,691,000","1,020,736,000","648,695,000","302,457,000","192,228,000","121,489,000","357,450,000","137,356,000","27,700,000","125,000,000","114,800,000","70,500,000","51,100,000","700,000","34,300,000","33,800,000","27,100,000","14,600,000","5,500,000","-4,300,000","-85,600,000","-9,600,000","-22,800,000","-551,012,000"
33,		NetIncomeIncludingNoncontrollingInterests,"-762,846,000","-680,510,000","-612,726,000","-540,633,000","-1,029,607,000","-372,294,000","-667,260,000","150,162,000","167,655,000","244,724,000","94,780,000","-85,888,000","551,173,000","930,691,000","1,020,736,000","648,695,000","302,457,000","192,228,000","121,489,000","357,450,000","137,356,000","27,700,000","125,000,000","114,800,000","70,500,000","51,100,000","700,000","34,300,000","33,800,000","27,100,000","14,600,000","5,500,000","-4,300,000","-85,600,000","-9,600,000","-22,800,000","-516,906,000"
34,			NetIncomeContinuousOperations,"-762,853,000","-680,498,000","-598,063,000","-497,114,000","-1,011,244,000","-329,497,000","-667,281,000","161,341,000","242,055,000","342,164,000","106,110,000","-85,888,000","551,173,000","895,667,000","1,020,736,000","648,695,000","302,457,000","192,228,000","121,489,000","347,792,000","135,474,000","27,700,000","125,000,000","114,800,000","70,500,000","51,100,000","700,000","34,300,000","33,800,000","27,100,000","14,600,000","5,500,000","-4,300,000","-85,600,000","-9,600,000","-16,600,000","-516,913,000"
35,			NetIncomeDiscontinuousOperations,"7,000","-12,000","-14,663,000","-43,519,000","-18,363,000","-42,797,000","21,000","-11,179,000","-74,400,000","-97,440,000","-11,330,000",0,,"35,024,000",,,,,,,,,,,,,,,,,,,,,,"-6,200,000",
36,			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,"9,658,000","1,882,000",,,,,,,,,,,,,,,,
37,		MinorityInterests,"-42,795,000","-22,375,000","-28,222,000","-6,178,000","-135,000","-381,000","-1,415,000","-7,180,000","-621,000","-1,045,000","-85,000","342,000",,,,,,,,,,,,,,,,,,,,,,,,,"-34,106,000"
38,	PreferredStockDividends,"14,611,000","17,244,000","12,305,000",,,,"1,984,000","3,000,000","3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,612,000"
39,	OtherunderPreferredStockDividend,,,"12,917,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,DilutedNIAvailtoComStockholders,"-820,252,000","-720,129,000","-666,170,000","-546,811,000","-1,029,742,000","-372,675,000","-670,659,000","139,982,000","164,034,000","243,679,000","94,695,000","-85,546,000","551,173,000","930,691,000","1,020,736,000","648,695,000","302,457,000","192,228,000","121,489,000","357,450,000","137,356,000","27,700,000","125,000,000","114,800,000","70,500,000","51,100,000","700,000","34,300,000","33,800,000","27,100,000","14,600,000","5,500,000","-4,300,000","-85,600,000","-9,600,000","-22,800,000","-563,469,000"
41,BasicEPS,-118.69,-105.5,-99.5,-95,-182,-64.5,-114,23.5,28.5,42.5,16.5,-15,99,167,176,104,50.75,32.75,21.25,62,23.75,6.25,31,28,19,14.5,0.25,12.5,13,11,6.75,3,-4.75,-213.75,-75.25,-69.75,
42,DilutedEPS,-118.69,-105.5,-99.5,-95,-182,-64.5,-114,23.5,28,41.5,16.5,-15,96.5,162.5,170,100,48,31.25,20.25,56,22.5,5.75,29,26.5,18.75,14.25,0.25,12.5,13,11,6.75,3,-4.75,-213.75,-75.25,-69.75,
43,BasicAverageShares,"7,059,000","7,032,340","6,687,940","5,613,060","5,529,500","5,659,640","5,813,880","5,883,640","5,799,300","5,742,360","5,702,900","5,666,520","5,563,320","5,580,520","5,804,820","6,242,680","5,957,440","5,859,800","5,746,200","5,777,200","5,773,760","4,432,000","4,032,258","4,100,000","3,710,526","3,524,138","2,800,000","2,744,000","2,600,000","2,463,636","2,162,963","1,833,333","1,674,880","400,468","400,000","326,882",
44,DilutedAverageShares,"7,059,000","7,032,340","6,687,940","5,613,060","5,529,500","5,659,640","5,813,880","5,931,840","5,846,460","5,849,680","5,799,920","5,666,520","5,705,700","5,732,120","5,996,540","6,487,560","6,561,200","6,275,880","5,999,880","6,751,600","6,096,680","4,817,391","4,310,345","4,332,075","3,760,000","3,585,965","2,800,000","2,744,000","2,600,000","2,463,636","2,162,963","1,833,333","1,674,880","400,468","400,000","326,882",
45,TotalExpenses,"2,423,850,000","3,190,937,000","3,180,430,000","2,863,265,000","2,559,101,000","3,821,388,000","6,593,860,000","5,652,879,000","6,210,071,000","5,189,950,000","3,599,519,000","3,134,470,000","4,248,345,000","3,740,753,000","3,400,361,000","2,585,772,000","2,068,436,000","1,677,483,000","1,311,170,000","1,622,333,000","1,147,239,000","583,800,000","785,700,000","874,600,000","642,700,000","514,200,000","416,200,000","320,400,000","252,200,000","213,300,000","126,300,000","71,200,000","57,100,000","38,300,000","68,700,000","93,100,000","2,196,211,000"
46,NetIncomeFromContinuingAndDiscontinuedOperation,"-805,641,000","-702,885,000","-640,948,000","-546,811,000","-1,029,742,000","-372,675,000","-668,675,000","142,982,000","167,034,000","243,679,000","94,695,000","-85,546,000","551,173,000","930,691,000","1,020,736,000","648,695,000","302,457,000","192,228,000","121,489,000","347,792,000","135,474,000","27,700,000","125,000,000","114,800,000","70,500,000","51,100,000","700,000","34,300,000","33,800,000","27,100,000","14,600,000","5,500,000","-4,300,000","-85,600,000","-9,600,000","-22,800,000","-551,012,000"
47,NormalizedIncome,"-649,164,470","-523,622,960","-502,061,630","-447,377,892","-629,317,924","-166,452,214","-105,761,600","260,206,550","197,258,017","470,366,295.224","275,630,150","134,887,850","662,696,244.597","952,087,825.738","1,005,102,820.601","650,494,971.823","298,288,104.72","189,283,200","118,288,968.659","339,249,231.772","98,507,400","22,293,640.351","104,312,500","87,044,078.947","56,330,882.353","44,385,494.881","-2,360,000","22,271,506.849","27,248,876.404","20,483,612.04","7,987,058.824","3,700,000","-7,756,862.745","-21,792,448.759","-3,918,367.347","-2,517,977.528","-578,920,200"
48,InterestIncome,"4,705,000","8,424,000","4,957,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,625,000"
49,InterestExpense,"206,274,000","204,311,000","227,124,000","222,889,000","185,360,000","181,928,000","177,948,000","223,418,000","251,552,000","256,633,000","273,044,000","264,948,000",,,,,,,,,,,,,,,,,,,,,,,,,"194,527,000"
50,NetInterestIncome,"-201,569,000","-195,887,000","-222,167,000","-222,889,000","-185,360,000","-181,928,000","-177,948,000","-223,418,000","-251,552,000","-256,633,000","-273,044,000","-264,948,000",,,,,,,,,,,,,,,,,,,,,,,,,"-190,902,000"
51,EBIT,"-499,293,000","-384,611,000","-291,670,000","-357,195,000","-1,012,715,000","-245,607,000","-426,667,000","329,578,000","526,235,000","744,402,000","355,090,000","29,832,000","1,055,443,000","1,199,928,000","1,542,353,000","965,237,000","379,716,000","245,363,000","207,842,000","498,824,000","179,885,000","58,500,000","182,500,000","154,700,000","77,000,000","58,600,000","6,400,000","31,600,000","34,100,000","26,800,000","12,700,000","3,300,000","-1,000,000","-9,700,000","500,000","-1,500,000","-273,068,000"
52,EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"530,843,000"
53,ReconciledCostOfRevenue,"2,186,771,000","2,805,422,000","2,843,844,000","2,561,012,000","2,215,929,000","3,341,895,000","5,650,164,000","5,068,505,000","5,538,837,000","3,728,047,000","2,411,613,000","2,011,508,000","3,100,123,000","2,749,074,000","2,558,722,000","1,966,220,000","1,546,340,000","1,245,816,000","943,070,000","1,265,289,000","888,322,000","418,700,000","623,800,000","737,800,000","539,700,000","434,100,000","325,100,000","261,200,000","195,100,000","170,400,000","99,700,000","56,600,000","46,000,000","26,700,000","51,200,000","70,200,000","1,965,798,000"
