id,CurrentRatio,DERatio,NetMargin,OperatingMargin,QuickRatio,ROA1,ROC1,ROE1,asset,current_asset,current_liability,debt,entity.cik,entity.name,eps,equity,inventory,location,net_income,operating_income,period.end,period.fiscal-year,period.start,revenue
11,20.46317405,,-26.63649123,-27.17824561,20.46317405,-0.38908707,,-0.689575612,97554000,93353000,4562000,,1121702,"METABOLIX, INC.",-1.62,55044000,0,MA,-37957000,-38729000,31/12/09,2009,1/1/09,1425000
12,19.92212581,,-23.15434084,-25.01093248,19.92212581,-0.371392321,,-0.609314447,96946000,91841000,4610000,,1121702,"METABOLIX, INC.",-1.58,59091000,0,MA,-36005000,-38892000,31/12/08,2008,1/1/08,1555000
13,23.94204765,,-16.56268568,-20.09269162,23.94204765,-234.235824,,-0.312492993,119004,111546000,4659000,,1121702,,-1.27,89202000,0,MA,-27875000,-33816000,31/12/07,2007,1/1/07,1683000
14,38.31108351,,-3.499346405,-3.817864924,38.31108351,-0.125881689,,-0.146567142,127596000,123400000,3221000,,1121702,,-2.96,109588000,0,MA,-16062000,-17524000,31/12/06,2006,1/1/06,4590000
15,1.264379415,,-2.741819489,-2.525710176,1.264379415,-1.040955631,,0.163774217,7325000,3759000,2973000,,1121702,,-2.56,-46558000,0,MA,-7625000,-7024000,31/12/05,2005,1/1/05,2781000
0,1.438198204,0.843854249,-0.228092646,-0.241159946,0.400562094,-0.126565283,0.287883832,-0.257697865,151470976,87867936,61095846,62777012,1477246,S&W Seed Co,-0.55,74393193,63395256,CO,-19170967,-20269261,30/6/21,2021,1/7/20,84049036
1,1.680671923,0.198059279,-0.247220163,-0.23577822,0.466173771,-0.12615334,-0.022858931,-0.241889564,155955633,88403807,52600276,16109345,1477246,S&W Seed Co,-0.59,81335977,63882938,CO,-19674324,-18763749,30/6/20,2020,1/7/19,79582198
2,2.7012062,0.132718343,-0.084807046,-0.045512402,0.599800551,-0.063575913,0.027099203,-0.093054084,146364269,91645276,33927538,13271597,1477246,S&W Seed Co,-0.31,99998212,71295520,CO,-9305242,-4993735,30/6/19,2019,1/7/18,109722511
3,1.88417509,0.164910065,-0.07373102,-0.046712463,0.459065015,-0.034297639,0.063549295,-0.057804835,137767208,79881896,42396217,13480099,1477246,S&W Seed Co,-0.21,81742124,60419276,CO,-4725090,-2993592,30/6/18,2018,1/7/17,64085510
4,1.105456089,0.18630367,-0.156845488,-0.031953486,0.491771694,-0.100956558,-0.003554415,-0.193102294,117100288,56724192,51312931,11405819,1477246,S&W Seed Co,-0.67,61221655,31489945,CO,-11822042,-2408456,30/6/17,2017,1/7/16,75373810
5,1.391090764,0.269032564,0.003802695,0.021275755,0.863382195,0.00287569,0.146413639,0.005389894,127004985,57588509,41398096,18230035,1477246,S&W Seed Co,0.02,67761444,21846130,CO,365227,2043414,30/6/16,2016,1/7/15,96044254
6,1.338607476,0.42739677,-0.038950495,0.029379513,0.737872294,-0.025854567,0.155369155,-0.060975231,122343067,56869653,42484189,22171466,1477246,S&W Seed Co,-0.25,51875605,25521747,CO,-3163127,2385878,30/6/15,2015,1/7/14,81208903
7,1.677178023,0.091632827,0.007239931,0.020606636,0.815432429,0.004178032,0.057037757,0.007242658,89300409,55440255,33055677,4720395,1477246,S&W Seed Co,0.03,51514235,28485584,CO,373100,1061935,30/6/14,2014,1/7/13,51533643
8,1.712193913,0.108191445,-0.067384692,-0.090209565,0.858124829,-0.029398602,0.033881864,-0.050263177,85583219,51767558,30234635,5415746,1477246,S&W Seed Co,-0.29,50057063,25822467,CO,-2516027,-3368268,30/6/13,2013,1/7/12,37338258
9,9.154378034,0,0.026494568,0.043796351,5.940536857,0.017011899,0.017011899,0.018620316,22033695,17423189,1903263,0,1477246,S&W Seed Co,0.06,20130432,6116785,CO,374835,619614,30/6/12,2012,1/7/11,14147617
10,19.52516735,0,-0.30456833,-0.562369757,10.00559162,-0.053535266,-0.053535266,-0.055722654,15157261,11617416,594997,0,1477246,S&W Seed Co,-0.14,14562264,5664119,CO,-811448,-1498297,30/6/11,2011,1/7/10,2664256
11,39.4373655,0,0.062799367,0.064729527,31.15249064,0.024678907,0.024678907,0.025209017,15579134,12919957,327607,0,1477247,S&W Seed Co,0.11,15251527,2714183,CO,384476,396293,30/6/10,2010,1/1/00,6122291
0,0.003185347,-0.714880493,56.28787879,-97.37878788,0.003185347,0.121029484,0.423098224,-0.286430224,30695000,64000,20092000,9272000,1302946,TWO RIVERS WATER & FARMING Co,0.08,-12970000,0,CO,3715000,-6427000,31/12/18,2018,1/1/18,66000
1,0.002825201,-0.951159827,-18.34971098,-13.10693642,0.002825201,-0.332826588,0.156191025,0.647361713,38152000,70000,24777000,18657000,1302946,TWO RIVERS WATER & FARMING Co,-0.4,-19615000,0,CO,-12698000,-9070000,31/12/17,2017,1/1/17,692000
2,0.168111652,-1.71293132,-29.84926471,-13.25367647,0.168111652,-0.1699709,0.155316432,0.89505016,47767000,3180000,18916000,15538000,1302946,TWO RIVERS WATER & FARMING Co,-0.38,-9071000,0,CO,-8119000,-3605000,31/12/16,2016,1/1/16,272000
3,0.416195976,0.472240072,-1.089586969,-0.64921466,0.416195976,-0.078222556,0.228695525,-0.120357281,47889000,6558000,15757000,14698000,1302946,TWO RIVERS WATER & FARMING Co,-0.22,31124000,0,CO,-3746000,-2232000,31/12/15,2015,1/1/15,3438000
4,0.500823723,0.465934832,-1.91543514,-1.408456486,0.500823723,-0.108435975,0.202277481,-0.162606726,43030000,2128000,4249000,13370000,1302946,TWO RIVERS WATER & FARMING Co,-0.24,28695000,0,CO,-4666000,-3431000,31/12/14,2014,1/1/14,2436000
5,0.723663144,0.613631041,-2.415112386,-1.483978957,0.723663144,-0.121097309,0.255863028,-0.19712702,41702000,2260000,3123000,15720000,1302946,TWO RIVERS WATER & FARMING Co,-0.2,25618000,0,CO,-5050000,-3103000,31/12/13,2013,1/1/13,2091000
6,0.136048241,0.548502395,-13.53395349,-7.338604651,0.136048241,-0.32729686,0.017929452,-0.520015727,44452000,1647000,12106000,15346000,1302946,TWO RIVERS WATER & FARMING Co,-0.61,27978000,0,CO,-14549000,-7889000,31/12/12,2012,1/1/12,1075000
7,0.918825561,0.610019823,-58.54285714,-63.23809524,0.918825561,-0.173360032,0.208500197,-0.276941791,35458000,1064000,1158000,13540000,1302946,TWO RIVERS WATER & FARMING Co,-0.27,22196000,0,CO,-6147000,-6640000,31/12/11,2011,1/1/11,105000
8,1.211438475,0.521808723,-48.29591837,-38.81122449,1.211438475,-0.348040297,-0.012427384,-0.541130738,27198000,699000,577000,9128000,1302946,TWO RIVERS WATER Co,-0.67,17493000,0,CO,-9466000,-7607000,31/12/10,2010,1/1/10,196000
9,1.387835703,0.402498712,-281.8181818,-197.1818182,1.387835703,-0.276662204,0.002231147,-0.399278722,11205000,1757000,1266000,3125000,1302946,Two Rivers Water Company,-0.33,7764000,0,CO,-3100000,-2169000,31/12/09,2009,1/1/09,11000
10,1.912206855,0.180954859,0.571230021,-1.291174427,1.912206855,0.087914439,0.236684492,0.106933784,9350000,3180000,1663000,1391000,1302946,TWO RIVERS WATER & FARMING Co,0.02,7687000,0,CO,822000,-1858000,31/12/08,2008,1/1/08,1439000
11,10.36043956,0.031891169,2.726303318,-1.078199052,10.36043956,0.244189748,0.274541017,0.256578947,9423000,4714000,455000,286000,1302946,TWO RIVERS WATER Co,0.26,8968000,0,CO,2301000,-910000,31/12/07,2007,1/1/07,844000
0,5.77079148,0.000555895,0.001527072,-0.019469424,3.347014884,0.001675922,0.002133953,0.002034003,1229174000,519931000,90097000,563000,16160,"CAL-MAINE FOODS, INC.",0.04,1012781000,218375000,MS,2060000,-26264000,29/5/21,2021,1/6/20,1348987000
1,5.604573796,0.000848788,0.013606746,0.000938881,3.59545196,0.015240815,0.01595102,0.018214772,1206694000,522251000,93183000,857000,16160,"CAL-MAINE FOODS, INC.",0.38,1009675000,187216000,MS,18391000,1269000,31/5/20,2020,2/6/19,1351609000
2,7.579438504,0.002368684,0.039839464,0.03363312,5.280093983,0.046899621,0.048920761,0.054964201,1156278000,567753000,74907000,2337000,16160,"CAL-MAINE FOODS, INC.",1.12,986624000,172237000,MS,54229000,45781000,1/6/19,2019,3/6/18,1361188000
3,5.448172258,0.006388114,0.083790883,0.06687395,3.884307943,0.109463539,0.114757134,0.13209655,1150447000,587520000,107838000,6090000,16160,"CAL-MAINE FOODS, INC.",2.6,953333000,168644000,MS,125932000,100507000,2/6/18,2018,4/6/17,1502932000
4,6.74416735,0.012981095,-0.06912713,-0.124843534,4.259713354,-0.071898588,-0.061310007,-0.088144234,1033094000,436206000,64679000,10939000,16160,CAL-MAINE FOODS INC,-1.54,842687000,160692000,MS,-74278000,-134146000,3/6/17,2017,29/5/16,1074513000
5,7.504799223,0.027936959,0.165583528,0.247230765,5.649830439,0.284269607,0.307269072,0.345296222,1111765000,626283000,83451000,25570000,16160,CAL-MAINE FOODS INC,6.56,915275000,154799000,MS,316041000,471877000,28/5/16,2016,31/5/15,1908650000
6,5.012152128,0.072289088,0.102310218,0.148951735,3.571819668,0.1736429,0.228410397,0.229195922,928653000,508964000,101546000,50860000,16160,CAL-MAINE FOODS INC,3.35,703564000,146260000,MS,161254000,234767000,30/5/15,2015,1/6/14,1576128000
7,3.677863932,0.102879092,0.075790457,0.101361157,2.471292557,0.134547551,0.20981666,0.183901871,811661000,445393000,121101000,61093000,16160,CAL-MAINE FOODS INC,2.27,593833000,146117000,MS,109207000,146052000,31/5/14,2014,2/6/13,1440907000
8,3.186612389,0.125586211,0.039145131,0.046264122,2.049909751,0.067624965,0.154826743,0.097392087,745627000,414881000,130195000,65020000,16160,CAL-MAINE FOODS INC,1.05,517732000,147993000,MS,50423000,59593000,1/6/13,2013,3/6/12,1288104000
9,3.14385451,0.159081659,0.080616036,0.079643092,2.310914572,0.123548153,0.228488702,0.18728933,726316000,442202000,140656000,76220000,16160,CAL-MAINE FOODS INC,3.76,479125000,117158000,MS,89735000,88652000,2/6/12,2012,29/5/11,1113116000
10,3.303260081,0.210455329,0.064586228,0.08862493,2.279637521,0.094935889,0.232506246,0.145233059,640843000,355041000,107482000,88161000,16160,CAL MAINE FOODS INC,2.55,418906000,110021000,MS,60839000,83483000,28/5/11,2011,30/5/10,941981000
11,2.86639429,0.357264508,0.074519059,0.112733933,2.069879804,0.10743659,0.320768466,0.179922856,631284000,338160000,117974000,134673000,16160,CAL MAINE FOODS INC,2.85,376956000,93968000,MS,67823000,102604000,29/5/10,2010,31/5/09,910143000
12,2.330931852,0.389746223,0.085593209,0.130784271,1.390255194,0.1363999,0.359081746,0.238732287,582845000,241685000,103686000,129789000,16160,"CAL-MAINE FOODS, INC.",3.34,333009000,97535000,MS,79500000,121474000,30/5/09,2009,1/6/08,928812000
13,2.183371465,0.352401335,0.165798159,0.244161456,1.436002531,0.302973051,0.496793925,0.550859692,501236000,224265000,102715000,97150000,16160,"CAL-MAINE FOODS, INC.",6.41,275680000,76766000,MS,151861000,223637000,31/5/08,2008,3/6/07,915939000
14,2.063280446,0.724622606,0.061284541,0.097353744,1.242139444,0.1005464,0.410096333,0.235368148,364568000,156310000,75758000,112852000,16160,"CAL-MAINE FOODS, INC.",1.56,155739000,62208000,MS,36656000,58230000,2/6/07,2007,4/6/06,598128000
15,1.937143562,0.867560008,-0.002121222,0.009454408,1.045577854,-0.003194395,0.324481739,-0.008457525,317118000,125678000,64878000,103912000,16160,"CAL-MAINE FOODS, INC.",-0.04,119775000,57843000,MS,-1013000,4515000,3/6/06,2006,29/5/05,477555000
16,2.40516336,0.681088179,-0.027601754,-0.03284337,1.53388455,-0.038429289,0.269487337,-0.085002667,269534000,125956000,52369000,82994000,16160,CAL-MAINE FOODS INC,-0.43,121855000,45628000,MS,-10358000,-12325000,28/5/05,2005,30/5/04,375266000
17,2.575673843,0.64232155,0.116090165,0.185770123,1.729835565,0.22032836,0.518880219,0.47402704,301559000,151939000,58990000,90031000,16160,CAL-MAINE FOODS INC,2.78,140165000,49896000,MS,66442000,106322000,29/5/04,2004,1/6/03,572331000
18,1.483179523,1.637951124,0.03151793,0.067784712,0.595054849,0.051879418,0.511725122,0.184792313,235392000,85179000,57430000,108244000,16160,CAL-MAINE FOODS INC,1.04,66085000,51005000,MS,12212000,26264000,31/5/03,2003,2/6/02,387462000
19,1.298458568,2.173374954,-0.032418578,-0.024306269,0.503465637,-0.046043178,0.469349543,-0.194160852,229654000,75308000,57998000,118362000,16160,CAL-MAINE FOODS INC,-0.9,54460000,46108000,MS,-10574000,-7928000,1/6/02,2002,3/6/01,326171000
0,0.008484448,0,-8.884699841,-9.062882947,0.008484448,-2.369057513,-2.369057513,1.156324087,635340,15340,1808014,0,1575858,PureBase Corp,-0.01,-1301674,0,CA,-1505157,-1535343,30/11/20,2020,1/12/19,169410
1,0.031137742,0,-8.657538751,-3.72994778,0.031137742,-13.55357112,-13.55357112,4.202366312,231188,30416,976821,0,1575858,PureBase Corp,-0.02,-745633,0,CA,-3133423,-1349980,30/11/19,2019,1/12/18,361930
2,0.004652375,0,-2.063567702,-1.94141727,0.004652375,-5.12126503,-5.12126503,0.233190571,227378,24290,5220989,0,1575858,PureBase Corp,-0.01,-4993611,0,CA,-1164463,-1095534,30/11/18,2018,1/12/17,564296
3,0.016905456,0,-3.361959621,-4.419518223,0.016905456,-5.695717976,-5.695717976,0.404100916,286103,73009,4318665,0,1575858,PureBase Corp,-0.01,-4032562,0,CA,-1629562,-2142167,30/11/17,2017,1/12/16,484706
4,0.173480323,0,-15.20028137,-14.37643848,0.173480323,-2.850949167,-2.850949167,0.968886695,947462,652727,3762542,0,1575858,PureBase Corp,-0.02,-2787907,0,CA,-2701166,-2554765,30/11/16,2016,1/12/15,177705
5,0.070001707,0,-27.21368839,-25.24507688,0.070001707,-3.496417767,-3.496417767,1.435197257,403938,97163,1388009,0,1575858,PureBase Corp,-0.01,-984071,0,CA,-1412336,-1310169,30/11/15,2015,1/12/14,51898
