Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District Of Columbia,Florida,Georgia (State),Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,USA_Ave_Temp
1984/5,20.863,1.923,21.893,19.58,18.755,12.622,12.834,16.094,16.622,24.22,21.29,22.95,8.933,15.375,15.136,14.311,17.111,16.658,23.119,9.796,16.54,12.278,10.462,11.742,21.521,16.626,10.098,14.47,15.231,10.958,15.126,18.237,11.548,18.779,11.563,14.131,20.173,10.133,13.321,12.817,20.95,12.851,17.637,23.447,14.394,10.648,17.091,9.347,15.015,11.572,9.803,15.267 
1984/6,25.409,10.369,23.667,25.526,20.285,15.988,19.641,22.276,22.94,26.016,25.464,23.614,12.425,23.789,23.869,21.964,23.849,24.415,26.184,15.512,22.674,18.94,18.527,18.456,25.823,24.171,14.621,20.865,17.201,17.649,21.628,20.709,18.901,23.971,17.603,22.578,26.196,12.921,20.244,19.561,25.488,18.959,24.365,26.84,16.582,17.578,23.088,13.353,21.838,19.231,13.798,20.736 
1984/7,25.982,11.332,26.261,26.13,24.953,20.105,21.113,23.182,23.431,26.833,25.706,24.155,18.482,23.281,22.665,22.82,26.195,23.52,27.099,18.896,23.15,20.59,19.602,20.548,26.567,24.572,19.794,23.652,22.981,19.603,22.483,22.929,20.36,24.077,21.442,21.722,27.6,18.67,20.85,21.068,25.767,22.766,24.07,27.91,21.69,19.515,22.935,17.826,21.328,20.11,19.117,22.499 
1984/8,25.602,8.785,25.247,25.769,23.857,19.215,22.136,23.949,23.861,27.438,26.061,24.301,18.463,24.212,23.593,23.651,26.643,24.126,27.065,19.291,23.793,21.318,20.811,21.549,26.083,25.412,20.144,24.245,21.86,20.11,23.22,21.595,21.002,24.649,22.339,22.604,27.835,18.409,21.698,22.099,26.237,23.608,24.257,27.844,20.825,19.998,23.573,17.768,22.244,21.215,18.908,22.755 
1984/9,22.815,5.161,23.143,21.583,22.268,13.98,15.798,18.397,18.204,25.92,22.868,24.477,11.1,18.395,18.215,16.705,19.73,19.386,24.329,12.025,18.407,14.518,14.23,12.259,23.269,19.424,9.752,15.758,17.34,12.762,17.198,18.249,14.307,19.961,11.065,17.213,22.181,13.329,15.774,15.753,22.145,13.695,19.9,23.455,16.129,12.648,18.444,12.419,16.906,13.98,10.76,17.210 
1984/10,20.939,-4.71,13.671,17.778,13.432,5.078,12.708,16.333,16.283,23.984,21.185,24.772,3.711,14.52,15.087,11.622,12.655,17.214,22.057,7.727,16.605,10.954,10.617,8.714,21.034,14.737,3.686,9.525,7.349,8.956,14.818,10.044,11.134,18.891,6.203,14.698,16.127,6.743,13.573,12.613,20.85,8.409,18.191,18.745,6.145,8.937,17.299,6.25,15.735,10.165,3.312,12.884 
1984/11,11.335,-15.347,9.289,9.69,8.905,1.524,6.228,7.43,6.375,18.27,11.767,23.762,-0.781,5.5,5.354,3.576,6.618,6.584,14.129,1.739,6.897,4.389,2.81,-0.979,12.062,6.913,-0.942,3.411,3.394,2.041,6.305,5.982,3.312,8.923,-2.489,4.74,9.776,3.043,4.232,6.23,11.065,1.3,7.859,12.776,2.152,1.775,6.83,2.276,4.91,1.036,-0.681,5.555 
1984/12,12.915,-16.926,5.212,10.214,4.889,-2.919,3.22,6.558,6.035,18.79,13.259,21.795,-8.583,2.273,3.541,-3.071,1.262,7.166,15.803,-4.517,6.727,0.843,-2.085,-10.487,13.67,4.02,-10.881,-3.743,-3.028,-2.281,4.474,2.409,0.279,9.943,-13.725,3.574,6.574,-2.362,2.821,3.153,12.267,-8.648,8.979,11.515,-3.74,-2.395,7.619,-4.227,5.768,-5.71,-7.754,2.362 
1985/1,3.203,-10.056,4.469,0.07,5.288,-6.128,-4.653,-1.886,-2.265,12.286,5.013,20.799,-9.269,-7.191,-6.151,-9.553,-4.632,-3.554,6.253,-12.407,-1.752,-7.16,-8.203,-13.916,3.21,-5.559,-9.429,-7.047,-3.295,-10.534,-3.591,-0.03,-8.072,1.482,-14.07,-5.54,-0.167,-2.557,-5.538,-4.733,4.469,-10.052,-1.758,4.699,-5.21,-10.902,-1.002,-3.521,-3.899,-11.302,-9.598,-3.430 
1985/2,7.745,-20.208,5.82,3.456,7.558,-5.098,-0.934,2.224,1.783,16.244,9.607,21.249,-7.966,-3.828,-3.456,-6.353,-1.886,0.029,9.413,-6.729,2.097,-2.65,-7.012,-11.481,7.233,-2.054,-8.211,-4.754,-0.911,-5.371,0.461,2.077,-4.279,5.456,-11.664,-3.332,2.852,-0.653,-2.196,-0.92,8.635,-7.475,2.566,7.731,-4.096,-5.875,2.744,-2.022,-0.605,-8.956,-8.131,-0.630 
1985/3,15.086,-12.87,10.003,13.347,8.562,2.022,3.918,7.396,7.429,19.911,15.153,20.689,-2.288,7.245,7.083,5.05,8.348,9.578,17.757,-2.878,7.691,2.323,0.881,0.434,15.91,9.303,-0.821,5.007,2.949,-0.523,5.94,7.781,1.249,11.428,-0.259,6.011,12.206,2.387,4.095,3.878,14.104,1.92,11.079,15.466,2.097,-0.947,8.97,2.694,7.044,1.647,-1.201,6.300 
1985/4,18.047,-12.352,15.78,17.17,14.818,7.526,8.857,12.855,14.086,21.106,18.25,20.836,6.409,13.852,13.896,12.429,14.304,15.265,20.29,3.271,13.872,7.763,8.119,8.288,18.581,14.927,7.166,11.582,10.737,5.58,11.644,12.465,8.03,16.397,8.066,13.183,16.954,8.542,11.08,8.741,18.11,10.261,15.723,19.336,9.422,5.501,15.032,7.758,13.223,9.162,6.135,11.923 
1985/5,21.898,1.801,19.636,20.75,16.529,12.25,14.449,17.732,18.368,24.744,22.136,21.859,10.82,18.352,18.249,17.872,18.981,18.963,23.577,10.262,18.148,13.869,13.744,15.04,22.334,18.97,12.761,17.096,14.103,12.355,17.107,16.589,14.136,19.858,15.075,17.182,21.19,11.11,15.889,14.322,21.771,16.687,19.542,23.41,13.755,12.272,18.592,11.771,17.197,15.238,11.456,16.702 
1985/6,25.663,8.224,25.169,24.703,22.421,16.872,16.958,20.457,21.112,27.414,25.877,23.432,14.92,20.818,20.767,19.687,22.086,22.098,26.867,14.352,20.963,16.205,15.604,15.727,26.176,21.579,14.67,19.254,20.525,15.301,19.3,21.14,16.116,23.531,14.932,19.29,24.618,15.484,17.816,16.905,25.669,17.268,23.166,26,19.139,15.08,21.579,14.77,19.609,16.59,14.816,19.779 
1985/7,26.213,11.883,27.332,26.9,25.064,19.778,21.492,23.965,24.253,27.192,26.23,24.328,20.441,23.922,23.643,23.141,26.393,24.565,27.464,18.792,24.02,20.773,19.509,20.09,26.818,25.393,20.896,23.898,23.813,19.765,23.066,23.053,20.277,24.73,21.038,22.623,27.65,20.522,21.302,21.443,26.332,23.368,25.043,27.537,22.416,19.437,23.719,20.319,22.283,20.29,19.637,23.021 
1985/8,26.163,9.431,26.252,26.423,22.828,18.943,20.74,23.179,23.204,27.605,25.919,24.658,15.923,21.92,22.035,20.48,24.021,23.371,28.052,17.037,23.147,19.505,18.615,17.45,26.811,23.301,16.319,21.17,20.911,17.984,22.307,22.581,19.54,23.914,17.405,21.532,27.675,16.766,20.729,20.66,25.525,19.89,24.069,28.823,20.804,17.892,22.771,16.7,21.321,18.408,16.966,21.562 
1985/9,22.98,3.827,20.086,22.368,18.136,12.439,17.75,20.548,20.218,26.143,23.235,24.58,9.298,19.683,19.584,17.546,19.552,20.21,24.996,13.826,20.36,16.232,16.03,13.068,23.605,20.375,9.056,15.816,14.013,14.584,19.511,17.405,16.672,21.25,11.28,18.951,23.187,11.267,17.995,17.64,23.001,14.115,20.509,24.733,13.51,14.58,20.025,11.478,18.571,15.151,9.98,17.666 
1985/10,20.045,-7.291,15.944,17.77,14.879,7.438,11.988,15.103,14.341,25.374,20.932,23.89,4.662,13.644,14.014,10.718,12.911,16.108,21.302,7.475,14.98,10.171,9.469,6.926,20.137,14.664,5.122,9.831,9.555,8.246,13.382,12.179,9.914,17.986,5.989,13.412,16.313,7.583,11.658,11.936,20.275,8.3,17.148,19.183,8.834,8.19,15.648,7.075,14.036,8.584,5.322,12.614 
1985/11,16.604,-14.773,8.817,12.703,7.892,-1.165,7.316,11.48,10.582,22.409,17.841,22.947,-5.65,5.663,7.971,-1.292,2.406,11.772,18.104,0.419,11.481,5,2.029,-6.68,16.506,6.172,-10.172,-3.848,0.812,2.305,9.124,6.662,4.358,15.316,-10.004,8.574,8.707,-1.491,7.366,7.267,17.49,-7.326,13.301,14.447,0.696,2.007,12.575,-3.276,10.557,-1.982,-6.598,5.753 
1985/12,5.593,-11.09,5.955,2.794,6.201,-4.532,-1.325,1.162,0.364,14.398,7.106,21.866,-9.927,-5.908,-4.679,-10.829,-2.743,-0.823,8.632,-8.685,1.068,-3.872,-7.377,-15.389,5.952,-3.64,-7.354,-7.109,-1.491,-7.02,-0.647,1.609,-5.017,4.224,-13.571,-3.79,1.6,-3.325,-3.055,-1.339,6.774,-10.252,1.168,6.73,-3.542,-7.273,1.582,-4.847,-1.382,-12.546,-7.61,-1.710 
1986/1,6.436,-17.155,8.362,5.384,9.21,-0.462,-1.47,0.863,0.042,14.364,7.332,21.428,-4.439,-1.942,-1.827,-4.387,3.347,0.808,10.014,-8.454,0.692,-3.67,-6.502,-10.077,7.28,1.212,-1.973,-0.273,2.749,-6.935,-0.795,4.121,-5.359,3.685,-7.809,-2.317,5.936,1.988,-2.906,-1.437,6.185,-4.451,2.388,9.376,-0.616,-7.55,1.251,0.457,-1.14,-8.633,-3.445,0.370 
1986/2,11.081,-14.205,8.831,8.553,9.62,-0.494,-2.736,0.562,-0.05,17.651,11.992,21.687,-1.374,-1.698,-0.642,-6.141,2.045,4.361,13.879,-9.057,0.965,-4.749,-6.281,-10.97,11.595,1.356,-6.906,-2.981,4.195,-7.785,-1.294,5.198,-5.863,7.306,-11.469,-0.464,6.956,3.179,-2.479,-2.735,11.095,-7.81,6.587,11.825,2.156,-8.373,3.554,0.655,1.703,-8.376,-3.852,1.173 
1986/3,13.234,-15.477,12.541,12.433,12.359,4.869,3.438,6.657,6.816,18.003,13.724,22.646,4.031,6.707,6.256,4.889,10.105,8.475,15.653,-2.665,6.957,2.17,0.567,-0.543,13.674,9.202,4.633,6.698,7.923,-0.299,5.338,9.157,1.653,10.236,2.01,5.17,12.861,6.912,3.869,3.395,12.968,4.198,9.838,15.582,6.571,-0.466,7.936,6.166,5.775,0.598,3.804,6.848 
1986/4,17.268,-9.982,14.855,17.076,12.947,7.006,8.961,10.785,12.022,20.129,17.806,22.293,4.849,13.458,12.749,11.463,14.026,14.584,19.729,6.126,11.897,8.51,8.172,7.419,18.127,14.76,4.993,9.675,8.743,7.669,10.278,12.789,8.63,15.743,5.191,11.946,16.99,6.444,10.026,8.877,17.743,7.177,15.406,20.32,7.627,7.634,13.772,6.518,12.508,9.075,4.578,11.321 
1986/5,22.332,2.194,19.448,21.079,17.022,11.023,14.717,17.89,18.673,24.259,22.481,23.252,9.943,18.053,17.729,16.611,18.226,19.359,23.776,11.101,18.251,14.09,13.73,13.88,22.731,19.098,10.75,15.143,13.844,13.203,17.385,16.114,15.013,19.752,13.331,17.207,20.503,11.046,16.384,14.552,21.999,14.002,19.917,22.654,12.481,13.305,18.309,11.513,16.963,14.475,9.008,16.467 
1986/6,26.534,9.982,24.974,25.567,21.88,17.45,17.887,21.959,22.985,27.139,26.858,23.865,16.786,22.974,22.522,22.361,24.625,23.834,27.086,13.953,22.617,16.703,16.409,18.562,26.682,24.625,17.748,22.242,20.681,15.491,20.707,20.577,17.228,24.734,18.994,21.208,25.584,17.006,19.448,17.756,26.801,20.772,24.511,26.083,19.811,15.465,23.152,16.606,21.095,18.117,17.084,21.093 
1986/7,28.343,11.983,25.55,28.846,22.788,19.206,21.026,24.924,25.696,28.047,28.792,24.795,16.098,25.687,25.273,24.546,27.34,26.456,28.743,17.137,25.436,19.906,20.885,21.233,28.668,27.221,17.261,24.344,21.245,18.612,23.616,22.291,20.513,27.095,20.376,23.921,29.293,16.289,22.296,20.876,29.121,22.813,27.066,28.547,20.522,18.6,25.735,15.684,23.803,21.599,17.482,23.208 
1986/8,26.17,8.553,26.597,25.208,24.436,18.775,19.955,22.572,22.545,27.608,26.218,25.456,19.122,21.346,21.382,20.035,23.867,23.016,27.457,16.616,22.511,18.879,17.924,17.809,26.633,22.716,18.691,21.335,23.212,17.688,21.531,22.41,18.782,23.965,18.651,21.072,26.225,20.075,19.929,19.882,25.973,20.354,23.973,27.526,21.785,17.513,22.504,19.722,21.01,17.909,18.119,21.632 
1986/9,25.014,4.949,20.24,24.388,17.596,13.085,16.22,19.705,20.023,27.234,24.788,25.427,9.643,20.915,20.883,18.709,21.663,22.108,26.868,11.447,20.094,14.544,15.361,13.608,25.85,22.104,9.617,17.222,13.665,12.755,18.282,17.68,14.92,22.003,11.868,19.814,23.707,11.535,17.307,16.117,24.26,14.242,22.749,25.398,13.283,12.708,20.403,12.177,19.25,15.155,10.304,18.017 
1986/10,18.16,-4.699,14.772,16.581,15.032,6.993,11.258,14.494,14.175,23.895,18.976,24.609,6.525,13.034,13.091,11.114,13.229,14.769,19.896,6.362,14.591,9.417,8.968,7.609,18.515,13.994,7.168,10.302,9.695,7.453,12.901,11.233,9.14,16.761,7.279,12.901,15.906,9.618,11.348,11.204,18.781,9.255,15.512,18.182,8.112,7.275,14.873,9.136,13.044,8.625,5.844,12.292 
1986/11,15.093,-13.814,10.023,9.592,11.048,1.007,4.826,7.78,6.322,23.063,16.426,24.043,-0.371,3.559,4.398,0.235,4.355,7.877,16.28,-1.11,7.383,2.714,0.881,-4.171,14.555,4.698,-2.831,1.406,4.522,0.217,5.834,5.364,1.856,12.056,-5.583,4.85,7.664,4.283,3.751,4.836,15.086,-1.529,10.049,12.252,2.905,0.059,8.634,2.965,6.561,-1.402,-1.58,5.469 
1986/12,7.939,-11.969,5.519,5.208,6.615,-3.404,1.287,3.765,2.594,17.833,9.553,22.108,-5.325,0.055,0.274,-2.847,1.232,2.515,9.724,-5.913,3.28,-0.895,-2.163,-6.499,7.92,1.466,-3.878,-1.299,-0.195,-3.827,2.063,1.292,-1.612,6.143,-6.098,0.35,4.477,0.197,0.133,1.271,8.668,-2.627,4.169,7.709,-1.903,-3.953,3.486,-0.783,1.464,-4.712,-5.029,1.478 
1987/1,6.278,-15.48,4.214,3.848,5.176,-4.225,-2.68,0.198,-0.566,14.227,7.313,21.299,-7.01,-2.683,-2.435,-3.816,-0.29,0.554,8.488,-9.957,0.139,-5.188,-4.554,-8.241,6.478,-0.806,-4.369,-1.651,-2.908,-8.218,-1.583,0.283,-5.897,3.748,-6.907,-2.113,2.401,-1.166,-3.389,-2.689,6.484,-3.3,2.27,7.175,-4.557,-8.519,0.813,-1.475,-1.095,-6.314,-6.24,-0.763 
1987/2,9.131,-15.654,6.966,7.748,8.193,-0.996,-2.626,0.123,0.675,16.155,9.031,20.529,-2.048,2.304,1.529,1.406,4.616,3.956,12.222,-9.529,0.975,-4.704,-2.876,-2.357,10.074,4.283,-1.201,1.924,1.624,-8.026,-1.257,3.3,-6.515,4.879,-3.04,0.506,7.462,2.522,-2.456,-2.579,7.718,0.068,5.62,10.402,-0.045,-8.821,2.312,2.451,1.132,-2.179,-2.526,1.812 
1987/3,13.353,-12.462,8.846,11.543,9.749,0.148,3.511,6.699,7.342,18.352,13.331,21.135,1.493,7.126,6.789,5.078,6.803,9.035,14.488,-1.684,7.121,1.924,1.787,0.73,13.592,8.811,0.687,2.814,4.376,0.042,5.67,5.432,1.989,9.462,-2.136,5.869,9.912,4.82,4.382,3.42,12.12,0.419,10.406,12.011,2.361,-0.159,7.801,5.235,6.556,2.18,-0.919,5.870 
1987/4,15.846,-6.961,15.963,15.77,15.41,7.315,8.505,10.464,11.242,18.685,15.894,21.393,8.234,12.009,11.281,12.047,13.052,12.24,18.045,6.253,10.918,7.693,8.237,10.12,16.559,13.555,9.052,11.278,11.505,7.127,10.29,10.9,8.953,13.009,10.205,10.405,15.685,9.761,9.696,8.346,15.41,11.096,13.081,16.876,9.938,7.378,11.307,9.395,9.878,9.449,7.312,11.316 
1987/5,23.343,3.175,18.678,23.161,17.775,11.901,13.841,16.957,18.265,24.407,22.982,21.652,11.615,20.273,19.95,19.023,19.812,21.412,24.519,10.743,17.939,13.414,14.313,15.341,23.96,21.343,12.907,17.709,14.431,12.377,16.23,15.3,14.025,20.631,15.445,18.429,22.097,12.513,15.975,13.732,22.463,16.828,22.032,22.575,13.274,12.23,19.206,12.602,18.28,15.245,11.71,17.216 
1987/6,25.398,9.447,24.774,25.239,21.72,17.261,19.144,22.519,23.502,27.155,25.635,23.54,15.41,23.913,23.432,23.21,24.073,24.053,26.392,15.83,23.11,18.243,19.542,20.13,25.809,24.472,16.873,22.069,19.797,17.36,21.728,20.626,19.204,24.187,19.979,22.388,24.987,16.213,20.889,18.994,25.797,21.174,24.263,25.445,19.068,17.359,23.212,16.018,21.786,20.352,15.819,21.344 
1987/7,27.095,12.294,25.682,26.771,21.768,19.543,22.1,25.376,26.32,28.054,27.279,24.559,16.761,25.536,24.784,25.096,26.029,25.409,27.774,18.485,25.885,21.189,22.011,22.118,27.392,26.169,18.182,24.62,20.768,20.21,24.434,22.636,21.995,26.295,21.294,24.358,26.743,16.608,23.466,21.96,27.652,24.051,25.697,27.344,20.298,20.222,25.65,17.131,24.003,22.505,18.117,23.289 
1987/8,27.761,10.603,25.276,28.047,23.5,17.859,19.999,23.397,24.081,28.475,27.893,25.268,16.275,23.904,23.624,21.691,24.765,25.353,28.804,16.717,24.019,18.872,19.622,18.893,28.169,25.446,15.773,21.416,21.841,17.43,22.052,21.5,19.053,25.867,18.116,22.814,27.72,17.876,20.871,19.927,27.824,20.286,26.098,28.198,19.879,17.346,24.663,17.458,23.126,19.556,16.282,22.182 
1987/9,23.491,3.436,22.048,22.614,21.011,13.836,16.972,20.332,20.169,26.799,23.905,25.469,13.962,19.579,19.84,17.68,20.13,20.95,24.909,13.02,20.434,15.565,16.017,15.118,23.966,20.174,13.891,17.087,17.958,13.885,18.776,17.615,15.574,22.106,14.913,18.891,22.148,15.622,17.199,16.924,23.873,16.375,21.211,23.872,16.201,13.84,20.551,15.478,18.685,15.681,12.904,18.484 
1987/10,14.435,-1.844,18.217,14.275,17.637,8.703,9.89,11.303,10.476,20.83,14.92,24.6,7.775,9.519,9.085,8.317,12.181,10.805,17.557,6.954,10.915,8.488,6.674,5.282,15.324,11.22,6.625,8.805,12.8,6.828,10.054,13.737,7.639,12.458,5.406,8.816,15.152,11.176,8.301,9.901,14.419,7.363,11.625,18.807,11.103,6.626,10.765,9.379,9.013,5.763,6.697,10.839 
1987/11,13.404,-12.961,9.177,11.304,9.905,1.178,6.098,9.214,8.445,19.964,14.345,23.749,0.42,7.938,8.124,5.525,7.429,10.051,15.01,0.116,9.075,3.947,4.045,1.43,13.716,8.63,1.637,4.516,4.023,1.408,7.457,5.671,3.67,11.522,1.346,7.787,10.276,4.195,5.936,6.028,13.757,3.32,10.68,12.969,2.184,1.256,9.536,4.464,7.888,3.106,0.115,6.942 
1987/12,10.309,-17.674,3.802,6.498,5.034,-4.582,1.372,4.083,3.35,17.057,10.923,22.717,-5.267,1.264,1.845,-1.744,0.92,4.278,12.4,-4.958,3.97,-0.586,-1.058,-5.862,10.475,2.249,-4.511,-1.915,-1.96,-3.078,2.474,0.445,-1.043,6.917,-5.31,1.732,4.21,-0.546,0.864,1.34,9.599,-3.319,5.959,8.589,-3.74,-3.262,4.644,-1.481,2.743,-3.226,-6.048,1.782 
1988/1,4.928,-15.896,4.445,1.842,5.89,-7.471,-4.073,-1.925,-2.81,13.562,5.579,21.599,-7.16,-4.602,-3.95,-8.645,-3.49,-0.855,7.291,-9.474,-1.913,-6.097,-7.402,-14.743,4.944,-2.328,-8.262,-7.947,-2.858,-8.684,-3.757,-0.464,-6.51,1.72,-13.594,-3.641,0.725,-1.03,-5.08,-4.046,4.317,-10.275,0.679,5.62,-5.704,-8.631,-0.994,-1.859,-2.645,-11.396,-8.108,-2.651 
1988/2,7.642,-15.013,8.474,5.408,9.401,-2.646,-1.383,1.913,1.321,14.571,8.545,21.859,-2.325,-3.177,-2.467,-6.901,0.24,1.574,10.611,-8.17,1.94,-3.38,-7.687,-12.994,8.125,-0.958,-4.364,-3.625,2.141,-6.352,-0.033,4.236,-5.126,5.324,-10.867,-2.119,4.536,3.092,-2.425,-1.344,7.811,-7.2,3.39,9.166,-0.901,-6.841,2.774,2.056,0.308,-10.122,-4.27,0.270 
1988/3,12.644,-12.142,10.432,10.677,11.256,0.367,2.87,6.493,6.784,17.765,13.267,22.029,0.625,5.219,5.09,3.737,6.4,7.696,14.852,-3.183,6.84,1.448,-0.794,-1.721,12.994,7.026,1.036,3.693,5.079,-1.363,5.098,6.624,0.247,10.033,-1.238,4.19,9.649,4.488,3.316,2.871,12.54,1.503,9.377,13.629,2.377,-1.873,7.893,4.352,5.85,-0.411,-1.251,5.419 
1988/4,17.337,-5.02,14.067,15.814,13.266,6.471,7.384,9.878,10.79,21.102,17.766,21.995,6.578,11.303,10.865,9.617,11.546,12.936,19.217,4.14,10.772,6.673,6.17,6.261,17.943,12.862,6.847,9.138,9.414,5.382,9.165,11.035,6.647,14.166,6.897,9.792,14.6,8.119,8.358,7.307,16.753,8.187,14.235,17.906,8.274,5.347,12.144,8.298,10.649,6.93,5.682,10.569 
1988/5,20.561,4.208,18.86,20.5,16.129,11.484,13.789,16.222,17.418,23.166,20.79,23.227,9.883,18.465,18.021,18.996,19.272,18.253,22.51,11.826,17.016,13.605,14.078,16.501,21.381,19.536,12.851,17.111,13.037,13.051,15.786,15.891,14.19,18.586,15.892,16.774,20.675,10.426,15.316,13.697,20.532,16.687,18.534,22.149,12.39,13.099,17.384,11.095,16.176,15.728,10.71,16.342 
1988/6,25.415,10.031,24.718,25.17,20.4,18.552,18.304,21.185,22.399,26.331,25.048,23.884,16.504,23.442,23.047,23.855,25.418,23.172,26.137,15.122,21.808,17.595,18.84,21.549,25.856,24.48,20.076,24.206,19.621,16.3,20.525,21.136,17.451,22.654,23.641,21.294,25.73,14.898,19.277,18.229,24.381,24.374,23.603,26.075,19.927,16.079,21.627,14.291,20.175,20.495,19.119,21.244 
1988/7,26.485,12.728,27.378,26.703,25.237,20.042,22.51,25.19,26.272,27.353,26.617,24.331,19.232,25.66,25.417,24.783,25.916,25.757,27.706,19.612,25.646,21.951,22.079,22.797,27.16,25.664,20.16,23.948,24.126,21.013,24.714,22.619,22.508,25.351,22.629,24.863,27.512,19.028,23.833,22.383,26.802,24.319,25.543,27.62,22.995,20.939,25,17.749,23.996,22.776,20.316,23.784 
1988/8,27.229,9.817,25.54,27.412,23.635,19.453,22.581,24.814,25.438,27.703,27.161,24.65,17.721,25.995,25.315,24.938,26.606,25.861,27.956,18.678,25.198,21.737,21.379,21.138,27.711,26.455,18.673,23.841,21.972,20.156,24.119,21.769,21.455,26.026,21.01,24.2,28.196,17.956,22.865,22.524,27.325,23.13,26.13,28.127,20.908,19.964,25.158,17.482,23.987,22.113,18.442,23.326 
1988/9,23.96,4.057,21.505,23.214,20.651,13.617,16.465,18.649,18.569,27.12,23.884,24.945,12.2,20.076,19.34,18.711,20.674,20.403,25.567,12.462,18.769,14.998,15.351,14.681,24.675,20.905,12.33,17.618,16.474,13.206,17.634,17.45,14.876,20.919,13.5,18.076,22.886,14.28,16.14,16.417,23.214,15.933,21.277,24.527,15.089,13.116,19.072,13.795,17.807,15.77,12.077,18.018 
1988/10,15.294,-7.361,18.934,14.51,17.834,9.524,9.046,10.674,10.211,21.932,15.95,24.448,10.178,9.472,8.823,8.192,12.283,10.348,18.587,5.484,10.542,7.597,6.329,5.201,16.097,11.151,8.173,9.55,14.121,5.789,9.566,13.862,7.069,12.376,6.081,8.261,15.071,12.57,7.932,9.017,14.946,8.234,11.519,19.149,12.676,5.644,10.401,10.794,8.392,5.623,8.629,10.916 
1988/11,13.84,-16.829,10.025,11.292,10.075,1.239,6.752,8.632,7.711,20.756,14.245,24.153,-0.876,6.158,6.368,3.523,7.192,8.449,16.481,2.29,8.394,5.031,3.744,-1.328,14.472,7.721,-0.698,3.74,3.892,2.523,7.408,6.801,4.514,10.917,-2.428,6.296,10.545,3.427,5.742,6.731,13.483,1.058,9.825,14.691,2.194,2.391,8.502,3.44,6.894,1.768,-1.158,6.510 
1988/12,8.298,-14.846,4.868,6.223,5.855,-3.853,-0.467,2.089,1.593,15.926,8.942,22.658,-6.499,-0.365,-0.398,-3.215,2.424,2.787,11.153,-7.778,2.192,-2.93,-3.952,-9.219,8.795,1.978,-5.179,-0.93,-2.17,-6.406,0.409,0.919,-3.674,5.198,-8.637,-0.565,5.725,-0.349,-1.21,-0.519,7.874,-4.227,4.336,9.127,-3.981,-6.657,2.873,-0.658,0.933,-6.569,-5.711,0.632 
1989/1,10.414,-26.682,3.976,7.143,4.906,-4.207,-0.045,2.914,2.308,18.344,11.354,21.668,-7.066,1.742,1.871,-1.272,2.474,4.75,12.974,-8.215,3.156,-2.21,-3.027,-9.227,10.759,3.543,-6.102,-0.522,-4.086,-5.816,1.117,1.297,-2.972,7.182,-10.451,1.7,5.833,-0.709,-0.214,-0.081,9.981,-4.645,6.169,9.987,-6.507,-5.954,4.518,-0.384,3.006,-5.277,-5.867,1.050 
1989/2,9.05,-11.07,7.705,3.117,6.168,-5.653,-1.807,1.79,1.468,17.042,10.78,21.349,-8.208,-5.046,-2.997,-9.483,-3.987,1.139,10.308,-9.365,2.026,-3.853,-8.102,-15.245,8.363,-3.552,-12.68,-8.142,-1.61,-7.173,0,3.43,-5.504,6.642,-16.025,-2.353,0.742,-3.212,-2.396,-1.812,10.009,-11.73,3.527,7.508,-3.779,-7.64,3.373,-3.936,0.386,-11.502,-10.402,-1.222 
1989/3,14.297,-13.622,13.229,11.087,11.384,3.693,2.184,5.537,5.761,19.834,14.914,21.87,0.818,4.727,5.218,1.379,6.843,8.914,15.279,-4.83,6.181,0.654,-2.594,-5.599,14.111,6.952,-2.799,1.957,6.983,-2.331,4.262,9.711,-0.465,10.664,-6.199,4.906,10.713,4.139,3,2.15,13.407,-2.19,10.704,14.416,5.813,-2.782,8.126,2.947,6.795,-3.235,0.202,5.277 
1989/4,16.356,-3.313,17.87,16.232,15.806,7.945,6.86,10.389,10.839,21.211,17.013,21.184,6.542,10.891,10.354,10.015,14.181,12.735,18.693,2.72,10.784,5.63,4.82,4.818,17.025,13.486,5.226,10.627,11.743,3.691,9.218,13.99,5.155,14.018,5.615,8.703,16.823,9.22,7.454,6.794,16.446,7.991,13.803,19.271,10.521,3.497,11.911,8.943,9.625,5.551,5.457,10.635 
1989/5,20.758,2.623,20.099,20.066,16.68,12.402,14.088,16.069,16.313,24.458,20.844,22.723,9.172,15.609,15.206,15.579,18.087,16.432,23.69,12.496,16.215,14.068,12.052,13.257,21.614,17.295,10.255,15.45,13.422,13.481,15.514,18.005,13.548,17.959,13.609,14.379,20.54,10.279,13.899,14.057,20.122,14.217,17.508,24.262,13.147,13.374,16.406,11.011,14.365,12.792,9.961,15.676 
