Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District Of Columbia,Florida,Georgia (State),Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,USA_Ave_Temp
1989/6,24.884,9.711,24.422,23.623,20.999,15.498,19.163,22.853,22.986,26.865,25.426,23.752,14.568,21.559,21.768,20.356,21.145,22.508,25.737,15.943,22.981,18.35,16.915,17.519,25.262,21.923,15.134,19.32,18.744,17.46,21.716,21.008,18.916,24.333,17.169,20.999,23.136,15.529,20.095,19.052,25.737,18.716,22.765,25.678,17.472,17.499,23.146,15.841,21.105,17.504,14.076,20.370 
1989/7,26.246,12.638,27.844,25.623,24.048,20.479,21.252,23.759,24.252,27.649,26.464,24.31,19.512,24.488,24.243,24.442,25.476,24.735,27.124,18.282,24.12,20.598,20.982,22.47,26.583,25.112,20.576,24.504,23.656,19.667,22.926,23.349,20.996,25.136,23.363,23.55,26.396,17.859,22.077,21.168,26.606,24.736,24.803,27.861,23.203,19.674,24.166,17.284,22.954,21.741,20.431,23.165 
1989/8,26.26,11.488,25.437,25.947,22.34,18.126,21.005,23.343,23.163,27.842,26.236,24.383,16.159,23.112,22.642,22.374,24.306,23.842,27.244,17.442,23.172,19.838,19.289,20.118,26.722,24.256,17.475,22.721,20.397,18.306,22.261,21.721,19.533,24.24,20.817,21.832,26.09,16.481,20.652,20.939,25.85,22.72,24.303,27.239,19.995,18.102,23.014,16.591,21.553,19.955,17.458,21.889 
1989/9,23.027,5.996,23.002,21.073,20.052,14.231,17.55,20.261,19.772,26.914,23.392,24.296,12.798,17.757,17.961,16.431,18.499,19.916,24.171,13.624,20.055,16.188,14.916,14.42,23.204,18.282,12.629,16.638,16.727,14.572,18.973,18.273,15.844,21.651,14.399,17.864,20.599,14.395,17.106,17.503,23.265,16.165,20.589,23.19,16.254,14.469,20.017,14.637,18.282,14.681,12.51,18.020 
1989/10,17.013,-4.417,16.19,16.935,14.874,7.921,11.581,14.304,13.802,22.809,18.159,24.19,5.937,13.4,12.796,11.589,14.352,14.011,19.439,7.426,14.145,10.116,9.454,8.04,17.658,14.775,6.146,11.009,9.831,8.226,12.919,12.472,9.892,15.869,7.281,11.913,17.355,8.446,11.22,11.533,18.028,9.535,14.814,19.494,9.228,8.172,14.103,8.109,12.164,9.334,6.055,12.346 
1989/11,12.569,-17.597,10.639,11.741,10.969,2.434,5.467,7.657,6.965,19.682,13.631,23.245,0.563,5.213,5.242,1.466,6.605,7.894,15.813,-0.483,7.623,3.664,0.566,-3.867,13.541,7.266,0.64,3.163,4.581,0.95,6.182,6.797,2.773,10.764,-2.947,4.936,10.757,4.498,4.168,5.432,13.281,0.517,9.267,14.026,3.444,0.727,8.208,4.148,5.894,-1.252,0.455,5.881 
1989/12,3.628,-14.232,5.601,0.727,7.033,-4.839,-6.521,-3.502,-4.568,12.32,5.015,21.431,-4.125,-7.39,-7.345,-9.656,-3.771,-3.972,5.974,-14.335,-3.654,-9.355,-9.679,-14.555,3.615,-5.052,-6.707,-6.894,0.484,-13.094,-5.477,0.286,-10.836,0.97,-13.949,-7.425,-0.322,1.321,-7.657,-6.532,4.19,-10.117,-1.329,4.294,-1.97,-13.809,-2.48,0.47,-5.559,-12.19,-6.734,-3.574 
1990/1,10.038,-21.258,4.709,7.778,6.215,-3.404,1.774,4.926,4.541,17.632,11.186,21.656,-3.746,2.65,2.862,-0.807,2.445,5.421,12.369,-5.26,5.096,-0.27,-1.787,-6.043,10.368,4.207,-3.677,0.071,-0.405,-3.14,3.109,1.057,-0.478,8.36,-5.634,2.515,6.645,1.286,1.624,1.69,10.769,-1.782,6.654,10.094,-2.437,-3.012,5.907,1.05,3.752,-3.638,-4.237,2.538 
1990/2,12.77,-26.21,6.045,9.852,6.198,-2.508,0.603,5.445,5.335,19.351,13.544,20.469,-4.577,2.167,2.823,-1.858,2.449,6.884,14.676,-8.402,5.905,-1.861,-4.059,-8.162,13.031,4.332,-4.614,-1.095,-0.693,-5.35,3.194,3.077,-2.466,10.005,-7.859,2.537,7.486,0.397,1.388,0.523,12.86,-3.622,8.921,11.851,-1.816,-5.578,7.362,-0.273,4.901,-5.693,-4.876,2.447 
1990/3,14.649,-11.146,11.422,12.209,11.084,2.451,3.672,7.662,8.45,19.871,15.374,20.853,1.896,7.244,7.256,4.691,7.641,9.815,16.227,-2.527,8.535,2.301,1.057,-0.408,14.735,8.578,0.983,4.208,6.34,-0.277,6.224,7.649,1.932,12.254,0.121,6.795,10.948,5.332,4.935,3.599,14.731,2.436,11,14.215,5.018,-0.455,10.023,5.019,7.999,1.257,0.325,6.788 
1990/4,16.549,-2.617,15.629,15.579,14.865,7.171,8.02,11.29,12.17,20.918,17.044,22.067,7.532,10.731,10.59,9.378,11.731,12.398,18.884,4.493,11.987,7.283,7.272,6.017,17.133,12.189,5.913,9.037,11.189,5.985,10.363,12.307,7.98,14.662,5.708,10.214,14.885,9.69,9.671,7.897,16.786,7.531,13.548,18.259,9.713,6.048,12.78,9.169,10.781,7.726,5.373,10.971 
1990/5,21.229,5.629,18.615,19.306,15.985,10.333,12.293,15.791,16.384,25.103,22.036,22.625,8.404,15.259,15.332,14.143,16.09,17.168,23.402,9.525,16.309,11.528,11.018,11.627,21.66,16.432,9.632,13.687,12.527,10.614,14.825,15.851,11.889,19.407,11.827,14.679,19.464,9.733,13.557,12.176,21.769,12.815,18.204,22.888,12.051,10.466,17.401,10.525,15.423,11.512,8.401,14.991 
1990/6,25.816,10.37,25.928,25.817,20.928,18.513,18.742,21.537,22.285,27.16,26.058,23.611,13.863,22.431,21.906,21.829,25.216,22.871,27.884,16.049,21.968,18.21,17.505,18.761,26.639,23.811,15.212,22.064,18.894,17.407,20.765,23.903,18.506,23.61,18.268,20.693,27.261,14.518,19.608,18.657,25.727,20.114,23.716,28.918,19.11,17.263,22.18,14.271,20.402,18.636,15.456,20.997 
1990/7,26.786,13.117,26.578,26.812,24.677,18.923,21.767,24.533,24.836,27.788,27.357,24.208,18.864,23.84,23.354,22.955,25.696,24.564,27.62,18.954,24.664,21.12,19.75,20.144,27.212,25.274,18.832,22.942,23.23,19.968,23.562,22.265,20.984,25.915,20.26,22.614,26.911,19.56,21.799,21.679,27.63,22.123,25.036,26.929,22.181,19.761,24.69,19.309,22.563,20.25,18.341,22.955 
1990/8,27.44,11.144,24.773,26.627,23.208,18.358,21.746,23.498,23.116,28.078,27.37,25.005,17.794,22.981,22.269,22.708,25.38,23.724,28.074,19.151,23.206,20.898,19.22,20.071,27.55,24.517,19.119,23.067,21.231,19.713,22.634,20.867,20.295,25.089,20.999,21.688,27.229,18.393,20.809,21.73,27.004,22.56,24.799,27.238,20.604,19.482,23.456,18.562,21.786,19.814,18.089,22.435 
1990/9,24.894,4.139,23.057,24.475,21.087,16.26,16.96,18.96,19.061,27.052,24.725,25.213,16.031,20.401,19.716,19.614,22.618,21.084,26.178,13.053,19.189,15.63,15.506,15.809,25.478,22.267,15.898,19.989,18.693,14.041,17.96,19.205,15.228,21.645,16.239,18.477,24.671,16.718,16.627,16.923,24.008,18.812,22.164,24.933,18.121,13.788,19.793,16.428,18.416,16.266,15.413,19.194 
1990/10,17.872,-5.282,16.635,15.32,16.455,7.981,13.818,15.899,15.126,23.929,19.178,24.487,5.429,11.866,11.953,10.645,13.57,13.521,18.784,8.346,15.442,11.913,8.429,6.774,17.445,13.134,5.883,10.605,11.041,9.738,14.66,12.423,10.773,16.97,6.496,12.112,15.67,8.065,12.264,13.771,19.106,8.72,14.433,18.197,9.45,9.34,15.094,6.99,12.774,7.81,5.744,12.486 
1990/11,13.858,-17.018,10.159,13.029,10.061,2.454,7.284,9.428,9.161,19.942,14.418,23.779,0.277,8.681,8.648,5.68,9.085,10.156,16.039,1.589,9.572,5.505,4.637,0.608,14.465,10.5,0.666,4.848,3.827,2.92,8.046,6.957,4.755,11.858,-0.769,7.822,12.328,3.935,6.651,7.28,14.014,2.99,11.185,14.772,2.541,2.729,10.059,4.051,8.256,3.458,0.606,7.407 
1990/12,10.537,-19.038,2.825,5.637,3.568,-6.874,3.296,5.717,4.479,17.994,11.441,21.934,-10.593,-0.705,1.083,-6.227,-2.122,4.567,11.854,-3.699,5.388,1.12,-2.779,-10.999,10.516,0.413,-10.741,-6.154,-5.197,-2.09,3.934,-0.021,-0.195,8.878,-12.77,2.304,2.396,-4.363,1.764,3.279,11.086,-9.206,6.137,7.711,-7.148,-2.439,6.14,-4.647,4.004,-7.115,-10.524,0.674 
1991/1,7.801,-18.109,4.616,3.014,6.365,-5.959,-1.939,1.866,0.886,17.249,8.963,21.163,-7.01,-4.547,-2.921,-9.691,-3.2,1.176,8.947,-10.681,1.804,-4.584,-7.435,-13.942,7.385,-3.044,-9.244,-6.635,-1.683,-8.077,-0.376,0.41,-5.601,5.76,-13.96,-1.94,1.266,-0.326,-2.571,-1.984,8.204,-9.716,3.42,6.346,-5.3,-8.411,3.059,-2.3,0.488,-11.076,-8.152,-1.377 
1991/2,10.352,-17.606,9.538,8.317,10.872,0.137,1.034,4.359,4.194,17.007,11.339,21.81,0.606,1.482,1.444,-0.976,5.61,4.267,12.642,-6.543,4.592,-0.86,-3.196,-6.027,10.564,4.385,1.04,2.488,5.025,-4.098,2.648,5.112,-1.893,7.788,-3.694,1.203,8.81,5.421,0.564,1.029,10.58,-0.386,5.988,11.48,1.391,-4.284,5.359,4.421,2.749,-4.853,-0.566,3.386 
1991/3,14.148,-13.198,7.973,12.65,7.606,1.521,4.273,7.395,7.591,19.44,14.829,20.895,0.23,6.928,6.656,4.49,8.44,9.209,16.309,-1.274,7.829,2.926,1.08,-1.102,14.601,9.292,0.096,4.762,3.156,0.532,6.104,6.599,2.063,11.6,-0.956,5.997,12.063,3.162,4.583,4.247,14.147,2.301,10.685,15.346,2.092,0.173,9.069,3.064,6.906,0.539,0.031,6.257 
1991/4,18.991,-4.217,13.278,17.314,11.824,5.367,9.604,12.121,12.929,23.07,19.476,21.733,3.838,13.428,13.057,11.264,13.417,15.128,20.738,4.935,12.909,8.918,8.132,7.818,19.307,14.599,4.989,10.032,6.989,7.364,11.446,11.291,9.054,16.199,7.583,12.233,16.647,5.931,10.495,9.503,18.678,8.774,16.179,19.575,5.917,7.412,14.042,7.104,12.731,8.506,3.191,11.585 
1991/5,23.309,4.807,17.726,22.669,14.668,11.974,16.352,19.721,21.018,25.891,23.706,22.716,7.959,20.495,20.71,18.443,19.797,21.71,24.441,12.053,20.634,15.795,15.54,15.044,23.699,21.084,10.184,16.512,10.71,14.258,19.037,16.659,16.218,21.934,13.969,20.332,22.208,8.855,18.573,16.236,23.504,15.005,21.636,23.947,11.048,14.126,20.946,10.239,20.061,15.837,9.332,17.516 
1991/6,25.358,10.87,22.267,25.699,19.088,17.056,19.644,22.314,23.141,26.776,25.178,23.289,12.499,24.165,23.918,23.404,24.895,24.028,26.934,16.423,22.767,18.825,19.708,20.25,26.301,24.701,14.796,22.437,17.073,17.698,21.751,20.532,19.5,23.76,19.339,22.856,25.69,12.394,20.955,19.503,25.246,21.132,23.873,26.611,17.118,17.653,22.778,12.77,21.678,20.619,15.19,21.028 
1991/7,27.325,11.279,26.548,27.303,24.058,19.253,21.852,24.889,25.903,27.718,27.238,24.167,18.793,24.976,24.911,23.732,26.992,25.777,28.088,18.624,25.575,20.79,20.558,20.414,27.869,26.144,19.245,23.974,23.285,19.557,23.941,21.977,21.243,26.454,20.875,24.263,27.968,19.012,22.906,21.738,27.66,22.883,26.03,27.5,21.972,19.554,25.489,18.109,23.985,20.668,18.816,23.331 
1991/8,26.396,9.109,26.062,26.118,22.897,18.753,21.982,24.485,24.987,27.805,26.207,24.882,19.12,24.137,23.706,22.74,25.411,24.511,27.288,18.738,24.654,20.907,20.507,20.89,26.796,25.168,20.501,23.317,22.023,19.651,23.576,21.623,21.014,24.68,21.899,22.945,26.824,19.036,22.198,21.898,26.156,23.213,24.618,27.192,21.22,19.641,23.918,18.687,22.55,20.65,18.876,22.787 
1991/9,23.904,5.976,22.583,22.299,22.077,14.268,16.594,19.502,19.638,26.812,23.996,24.82,13.515,19.484,19.241,17.554,20.59,20.904,24.697,12.095,19.779,15.018,14.388,13.675,24.133,20.373,13.334,18.045,17.832,13.011,18.28,17.379,14.942,21.646,14.113,18.393,21.729,16.225,16.796,16.524,23.573,16.531,21.565,22.723,16.049,12.853,20.201,15.439,18.496,14.193,12.745,18.246 
1991/10,18.258,-3.928,17.77,17.336,17.702,8.315,12.192,14.011,13.68,23.136,18.485,24.228,6.267,13.363,13.79,10.309,13.968,14.927,20.794,8.134,13.997,10.823,9.284,5.875,18.969,14.572,4.707,9.877,11.796,8.948,12.773,12.979,10.52,15.803,4.449,13.076,17.073,9.79,11.526,12.16,17.923,7.705,15.468,19.605,10.082,8.91,14.177,8.008,12.818,7.914,5.569,12.547 
1991/11,10.542,-14.46,9.416,8.489,10.923,-0.899,6.514,8.443,7.455,17.778,11.735,24.22,-1.707,3.341,4.124,-1.441,2.666,6.75,12.309,1.843,7.967,4.75,1.085,-5.239,10.837,4.202,-2.534,-0.604,4.1,2.586,7.082,4.618,3.445,9.611,-5.3,4.322,7.072,3.947,4.586,6.517,11.361,-2.554,7.759,10.705,1.547,2.181,7.805,2.984,5.522,-2.349,-3.038,4.765 
1991/12,10.085,-18.516,5.211,7.49,6.61,-3.474,1.462,4.564,3.683,17.386,10.99,22.4,-4.335,1.088,1.587,-2.182,2.46,4.594,12.823,-7.542,4.448,-1.168,-2.75,-7.977,10.76,3.102,-2.965,-0.263,-0.483,-4.946,2.75,1.43,-2.103,7.907,-6.359,1.487,6.133,1.145,0.781,1.407,10.357,-2.464,6.311,9.56,-3.156,-5.301,5.37,1.102,3.092,-5.551,-4.85,2.023 
1992/1,6.979,-16.786,4.047,5.133,6.202,-4.181,-1.382,2.012,1.386,14.305,8.219,21.101,-4.224,-0.231,-0.565,-2.188,2.493,2.106,9.264,-9.843,2.066,-3.775,-4.432,-7.788,7.295,2.047,-2.341,-0.28,-1.03,-7.6,0.276,-0.204,-4.885,5.834,-6.444,-1.066,4.994,1.64,-1.732,-1.415,8.029,-2.493,3.815,7.417,-4.222,-8.079,3.182,1.212,0.468,-5.958,-4.738,0.464 
1992/2,10.898,-19.657,8.396,9.427,9.78,-0.246,-0.641,2.899,3.055,16.986,11.576,20.893,0.48,3.093,3.034,0.512,5.501,5.712,13.531,-8.72,3.537,-2.754,-3.296,-4.831,11.594,5.188,0.049,2.699,4.019,-6.085,1.233,4.357,-3.959,7.958,-4.078,1.781,9.037,5.023,-0.34,-0.666,10.711,-0.174,7.378,11.704,1.322,-6.696,5.098,4.01,3.067,-3.202,-0.647,3.128 
1992/3,12.995,-12.512,10.373,11.858,10.922,3.335,1.151,4.844,5.208,18.228,13.289,21.368,4.532,6.188,5.447,4.434,8.94,7.804,15.972,-4.868,5.529,-0.364,-1.249,-0.943,13.758,8.624,3.923,5.691,6.671,-3.249,3.274,7.818,-1.814,9.745,0.932,3.987,12.107,7.272,1.78,1.161,12.336,3.724,9.28,15.072,5.426,-3.905,7.301,7.16,5.11,-0.554,2.779,5.841 
1992/4,16.589,-6.698,16.357,16.085,15.266,8.817,6.474,10.176,11.339,20.165,16.637,21.605,7.398,10.692,10.534,8.228,12.701,13.35,18.6,2.681,11.317,5.78,4.572,4.001,17.353,12.816,6.652,9.343,11.839,4.041,9.029,12.958,5.84,14.348,4.711,9.943,15.811,9.168,8.499,6.405,16.343,7.039,14.144,18.151,11.269,3.998,12.672,8.756,10.921,4.982,6.955,10.523 
1992/5,20.43,0.643,19.595,19.647,19.602,12.597,13.025,14.721,15.585,22.918,20.4,23.074,12.874,16.607,16.066,16.246,17.428,17.115,22.336,10.851,15.315,12.711,12.513,14.339,21.276,17.46,12.251,15.868,16.915,11.91,14.56,15.694,13.153,17.236,14.148,15.138,19.178,14.432,13.947,12.921,19.669,15.42,17.822,21.168,14.705,11.965,15.88,13.528,14.915,13.929,11.703,15.754 
1992/6,24.305,10.332,23.275,23.572,20.762,15.478,17.775,19.906,20.491,26.671,24.447,24.251,15.603,20.776,19.943,20.225,20.743,21.033,26.217,15.623,20.194,17.443,15.753,16.601,24.974,21.544,16.235,18.95,18.617,16.623,19.412,19.826,17.084,21.794,16.66,18.917,23.154,16.671,17.995,17.739,23.94,18.016,21.697,25.738,17.7,16.421,20.396,17.404,18.858,16.879,14.77,19.597 
1992/7,26.994,12.586,25.816,26.617,23.348,18.003,20.038,23.896,24.487,28.217,27.239,24.546,16.575,23.233,23.135,20.81,24.49,24.891,27.986,16.279,24.392,18.998,17.414,16.908,27.474,24.677,15.754,20.478,21.514,17.69,22.621,22.436,18.961,26.261,16.934,22.576,26.848,17.968,21.201,19.926,27.797,18.427,25.324,27.736,20.286,17.495,24.817,17.814,22.907,17.804,16.032,21.895 
1992/8,24.786,9.672,25.527,23.706,24.536,17.5,19.826,22.002,21.79,27.176,25.371,25.026,17.955,20.766,20.66,19.452,22.095,22.078,25.956,17.422,21.858,18.998,17.303,17.333,25.124,21.632,16.566,19.829,22.391,17.853,21.022,21.462,18.598,23.374,17.497,20.139,24.072,18.998,19.331,19.795,25.448,18.862,22.567,25.979,21.063,17.717,21.954,18.3,20.33,17.531,16.848,20.845 
1992/9,23.391,-0.631,23.165,21.828,21.449,14.796,16.831,19.696,19.076,26.648,23.748,25.215,12.031,18.401,18.338,16.653,20.411,19.977,24.984,13.569,19.505,15.586,14.462,13.526,23.725,19.456,12.076,17.438,17.659,14.117,18.408,18.952,15.506,21.734,13.15,17.76,22.433,14.223,16.673,16.772,23.457,15.914,20.748,24.736,16.477,14.049,20.007,12.866,18.295,14.165,12.753,17.965 
1992/10,16.813,-7.273,17.56,16.55,16.929,9.26,9.602,11.838,11.465,22.068,16.97,24.69,7.864,12.236,11.65,10.762,13.729,13.014,19.776,5.637,11.887,7.912,7.884,6.76,17.84,13.714,7.098,10.672,12.203,5.938,10.431,13.687,7.239,14.102,6.644,10.389,16.937,10.172,8.778,9.582,16.264,8.942,13.844,19.742,11.13,5.749,12.327,9.024,10.637,7.811,7.497,11.647 
1992/11,11.752,-12.235,7.584,9.418,9.836,-2.086,5.313,8.375,7.429,20.188,13.282,23.63,-2.607,5.146,5.967,1.232,3.495,8.106,12.841,0.035,8.187,3.191,1.795,-2.302,11.694,5.823,-1.165,0.427,1.978,0.795,6.555,3.309,2.967,11.041,-2.946,5.96,7.993,2.776,4.96,5.259,13.215,-0.971,8.98,11.206,-0.308,0.732,8.647,2.586,6.849,-0.143,-3.113,5.151 
1992/12,8.531,-18.693,3.454,5.731,4.691,-5.802,0.59,3.445,2.168,16.666,9.007,22.724,-7.448,-0.413,0.264,-3.906,-1.142,2.65,11.845,-5.115,2.924,-1.638,-2.352,-9.805,9.184,1.341,-9.389,-4.994,-3.17,-4.049,1.494,0.331,-2.297,5.773,-12.452,0.636,4.285,-1.793,-0.494,0.572,7.93,-7.905,4.085,9.163,-5.133,-4.187,3.352,-2.827,1.221,-5.698,-8.518,0.291 
1993/1,9.432,-18.75,6.212,4.272,5.211,-4.919,-0.666,3.335,2.31,18.029,10.645,20.689,-8.326,-2.086,-0.663,-7.515,-3.745,3.107,10.696,-9.327,3.13,-3.068,-5.246,-12.697,9.022,-1.314,-10.949,-7.418,-3.462,-6.138,1.333,2.479,-3.834,6.807,-14.255,0.197,2.036,-3.199,-0.639,-0.724,9.507,-10.329,4.912,7.444,-3.889,-6.531,4.102,-4.389,2.387,-8.75,-8.331,-0.468 
1993/2,8.046,-14.116,7.011,5.3,6.972,-3.945,-4.508,-0.202,-0.544,15.143,8.587,20.344,-6.301,-2.592,-2.652,-6.776,-1.908,1.157,11.276,-13.323,0.133,-7.125,-7.28,-10.88,8.69,-0.659,-9.174,-6.914,-0.985,-11.105,-2.342,3.631,-8.883,4.776,-12.133,-2.86,3.939,-1.172,-4.416,-4.504,7.626,-9.757,3.524,9.613,-2.496,-11.852,1.841,-1.385,-0.586,-8.017,-8.147,-1.214 
1993/3,11.17,-10.555,11.267,9.654,12.006,2.215,0.829,4.064,3.818,17.318,11.824,21.095,1.331,3.011,3.119,0.09,5.249,5.758,13.871,-3.934,4.233,-0.53,-1.272,-3.192,11.797,5.047,1.456,2.404,6.748,-2.695,2.502,7.629,-1.785,8.338,-1.687,2.37,9.188,5.309,0.781,0.835,10.93,0.614,7.409,13.463,4.481,-3.111,5.599,4.059,3.411,-1.535,0.297,4.437 
1993/4,15.095,-2.241,14.929,13.696,13.203,5.548,8.091,10.673,11.254,19.238,15.426,22.123,4.046,9.755,9.916,7.71,10.245,11.924,16.825,4.396,11.104,7.345,4.753,4.783,15.456,10.867,5.448,7.664,8.688,6.033,10.021,11.598,7.21,13.307,5.318,9.617,13.639,6.502,8.931,8.009,15.062,6.497,12.723,17.319,7.295,5.818,12.003,7.06,10.346,4.715,3.594,9.815 
1993/5,20.869,5.104,19.898,19.755,17.246,11.555,14.686,17.305,18.312,23.553,21.485,22.407,12.024,17.585,17.458,15.741,17.135,18.493,22.093,10.923,17.953,14.058,12.285,12.326,21.191,17.935,12.361,14.931,15.051,12.67,16.751,16.279,13.665,19.982,12.674,16.386,19.357,12.825,15.463,14.605,21.606,13.829,18.959,21.724,13.788,12.456,18.537,14.001,16.727,13.119,10.68,16.231 
1993/6,25.706,10.749,23.649,24.813,20.212,15.742,18.782,21.602,22.098,27.021,26.034,23.81,11.934,21.652,21.426,20.001,22.373,22.7,26.77,15.408,21.937,17.943,16.371,16.231,26.14,22.714,13.479,18.938,16.436,16.83,20.856,21.08,17.768,23.94,15.276,20.634,24.92,13.262,19.432,18.715,25.984,16.918,23.412,26.357,15.977,16.549,22.314,14.11,20.544,16.826,12.597,19.941 
1993/7,28.241,13.864,26.036,28.66,22.427,18.889,22.387,25.646,26.147,28.274,28.706,24.221,13.299,25.113,25.259,22.815,25.753,26.816,28.579,18.576,25.924,21.291,20.725,19.224,28.441,26.19,14.232,21.986,19.985,20.109,24.731,23.555,21.759,27.476,17.355,24.372,28.915,14.416,23.16,22.253,29.268,19.785,27.336,28.739,19.504,20.119,26.198,14.818,24.333,20.384,15.111,22.969 
1993/8,27.166,9.815,25.565,27.708,22.952,17.817,21.665,24.013,24.576,28.168,27.124,24.835,15.116,24.303,23.996,22.76,25.357,25.048,28.882,18.73,24.309,20.799,20.51,19.641,27.967,25.741,15.583,21.975,20.482,19.594,23.217,21.942,20.808,25.097,18.497,23.451,28.238,16.498,21.972,21.591,26.926,20.58,25.525,28.593,19.519,19.468,24.292,16.83,23.02,20.456,15.929,22.444 
1993/9,23.763,3.822,22.287,21.748,20.79,12.987,17.126,20.109,19.93,27.046,24.666,24.85,12.192,16.884,17.173,14.731,17.952,19.653,25.695,13.208,20.193,15.68,12.816,11.343,24.131,17.902,11.09,14.746,16.9,13.894,18.571,17.954,15.014,22.542,11.644,17.398,21.415,14.821,16.587,17.094,24.621,13.357,20.659,24.135,15.581,13.675,20.762,14.241,18.559,12.046,11.101,17.590 
1993/10,17.26,-2.285,16.121,14.948,16.267,6.894,10.148,12.828,12.331,23.396,18.101,24.159,6.727,11.285,11.041,9.945,12.254,12.782,19.392,5.08,12.814,8.467,7.525,5.823,17.696,12.285,6.114,9.593,10.596,6.21,11.286,11.553,8.084,15.247,5.595,10.671,14.474,10.114,9.595,10.094,17.654,8.002,13.92,18.015,8.58,6.177,13.083,9.561,11.155,7.233,5.266,11.395 
1993/11,11.297,-11.192,8.418,8.138,9.414,-1.663,5.915,8.225,7.348,19.423,12.722,22.826,-3.501,4.648,5.368,1.505,3.782,7.258,12.85,0.799,8.053,4.164,1.801,-3.139,11.381,4.983,-3.611,0.212,1.682,1.739,6.592,4.499,3.052,10.614,-4.016,5.501,7.091,0.973,4.737,5.934,12.781,-1.671,8.04,10.734,-0.154,1.461,8.428,0.179,6.443,-0.299,-4.092,4.856 
1993/12,7.476,-13.786,5.246,6.023,6.185,-3.227,0.178,2.221,1.105,14.351,7.973,21.756,-4.679,-0.063,-0.147,-3.05,2.022,2.337,10.582,-5.33,1.814,-1.779,-3.151,-8.548,8.268,1.869,-3.305,-1.156,-0.834,-4.428,0.623,1.853,-3.546,4.747,-8.454,-0.425,5.592,0.619,-1.408,0.232,7.307,-4.449,4.006,9.59,-2.856,-5.028,2.28,-0.002,0.561,-5.216,-4.808,0.924 
1994/1,5.053,-16.682,5.998,2.624,7.542,-3.284,-6.278,-2.484,-4.2,14.611,6.216,20.646,-2.724,-6.55,-6.235,-11.301,-1.602,-2.755,8.594,-15.115,-2.931,-9.183,-11.909,-18.737,5.537,-3.24,-6.373,-5.852,0.887,-13.103,-5.003,1.771,-11.37,2.53,-18.548,-6.679,2.564,2.421,-7.532,-6.243,5.552,-12.117,-0.007,8.055,-0.951,-14.01,-1.214,2.226,-4.352,-14.912,-4.493,-3.042 
1994/2,10.188,-17.546,6.293,6.218,6.78,-3.532,-4.323,0.287,0.088,18.167,11.288,21.4,-4.547,-2.564,-1.989,-7.717,-1.09,3.089,11.887,-11.214,0.933,-6.33,-9.337,-13.832,9.976,0.214,-9.423,-6.008,0.116,-9.588,-2.164,3.051,-7.833,6.552,-15.808,-2.115,3.889,0.703,-3.975,-4.267,9.767,-10.662,5.467,9.455,-1.708,-10.049,3.23,-0.301,0.979,-10.781,-6.431,-0.689 
1994/3,13.422,-15.009,11.872,11.384,11.985,3.443,1.94,5.375,5.106,19.361,14.606,21.169,2.611,5.335,4.739,3.806,8.601,7.295,15.44,-2.499,5.675,0.667,-0.474,-0.682,13.733,7.859,2.339,5.147,7.403,-1.504,3.649,8.145,-0.916,10.89,-0.324,3.576,11.575,6.034,1.52,1.984,14.132,2.507,9.276,14.763,5.631,-2.03,7.72,5.566,4.886,0.204,1.48,5.890 
1994/4,18.406,-5.261,14.721,17.14,13.574,6.307,8.988,13.482,14.606,22.55,18.843,21.663,6.395,11.949,12.019,9.968,12.036,14.577,19.841,3.733,14.369,8.023,6.35,5.601,18.935,13.229,6.058,9.132,9.487,5.684,11.997,11.616,7.653,16.5,5.692,11.416,15.711,8.382,10.633,8.92,18.468,7.534,15.795,18.429,8.374,5.482,15.157,8.949,12.9,6.629,4.994,11.444 
1994/5,20.637,4.317,18.818,19.29,16.621,13.056,12.881,15.049,15.549,24.584,20.955,22.849,11.454,16.156,15.395,16.536,18.542,16.221,22.609,9.527,15.353,12.383,11.787,14.139,21.247,17.363,12.312,17.163,14.361,11.142,14.725,16.63,11.995,17.687,14.429,14.043,19.753,12.149,12.903,12.796,20.248,16.191,17.081,22.212,14.099,11.014,15.833,12.468,13.743,13.547,12.364,15.573 
1994/6,25.864,9.387,26.484,26.215,21.701,19.09,20.063,23.031,24.154,27.098,25.794,23.602,14.573,23.491,23.373,22.233,25.361,24.223,27.168,17.264,23.685,19.613,18.377,19.003,26.602,24.418,15.407,22.116,20.189,18.762,22.294,23.591,19.57,24.587,18.09,22.506,27.179,14.435,21.11,19.998,25.999,20.172,24.503,28.081,20.399,18.602,23.617,14.206,22.203,19.558,16.369,21.675 
