"","mean","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"const",53.0057381560364,0.793379660666828,-0.206990976212561,-0.361948785611345,0.224537518751254,0.169113870640303,-0.149008127869193,-0.155125451739274,-0.0967257866342868,-0.0505977985628688,-0.0654686558149828,-0.0851004481775611,0.219016788601351
"sin1",-8.33580421093695,0.232252877250048,-0.521571651185496,0.307841086143451,-0.179847126501678,0.319300519888058,0.34222599102532,0.376073419237672,0.301764418416278,-0.123190561594216,0.187454919263974,0.0793006688187903,-0.196830387260903
"cos1",-20.0328386656883,0.128769424620489,0.259880995644692,0.166035159759693,-0.0796448209876488,0.110854919218466,-0.409583520787226,-0.176433595890691,0.604670858512223,-0.246609766260846,-0.241509388544987,0.428433333674763,-0.0496781050016613
"sin2",3.42757741773568,0.214351278726881,0.308437803507946,0.371519153305758,-0.226942592851918,-0.152956042289947,0.0579860753705982,0.0702740599235464,0.254718436166235,0.0203803238724081,0.160289838392988,-0.508953897700609,0.536348867849211
"cos2",-0.425957400212333,-0.177308252166573,0.157590527310587,-0.325842377456506,-0.40735836253933,0.638946342653867,-0.213198784928501,0.194735735445257,-0.0870544776962088,0.181774779829981,0.222637109214873,0.104848537581714,0.280719986011232
"sin3",0.339937720838362,0.374046700588354,0.527822377338674,-0.1931825208799,-0.209022693062548,-0.240640139735195,0.372098438153988,0.375724816701292,-0.127072751070311,0.0197884507935796,-0.0171399097754857,0.33609631939065,-0.182085116066122
"cos3",-0.76103872499551,-0.172877495889756,0.241354577792295,-0.135261669497763,0.588224377767163,0.212019359505248,0.353532505288937,-0.0169229345869493,0.169214693163632,-0.391988771316514,0.362235976175404,0.109611413266601,0.227630184659329
"sin4",0.302697302128018,0.0179997687091203,0.224483209942516,-0.288691792616164,0.156182789475472,0.170510636868247,-0.00815963290379641,0.0527356517516192,0.422909291628798,0.291016225563144,0.0147857562530481,-0.513491057216878,-0.531216885228029
"cos4",0.235097123947061,0.0998199740457029,0.290880828162937,0.463745860118908,0.218281327569953,0.399304781995207,-0.207571682946797,0.223616382053455,-0.45485964829366,-0.240694848347905,-0.197799902557148,-0.189359461553893,-0.224431816458138
"sin5",0.208356224365375,0.0222946320077553,-0.0488678836684421,0.175346591249513,0.478534091521577,-0.103976749247718,-0.250888811740559,0.458118720436097,0.102588788946152,0.581508393797119,0.0394289252406027,0.254621000456097,0.196676098117298
"cos5",-0.134871460218308,0.17600439083013,0.152664371730965,0.343048746201631,0.00220869444309311,0.218534255275645,0.224364178935456,-0.594603888328802,-0.109598992755634,0.458851524760966,0.30266791941285,0.208607209041739,-0.136736738963816
"sin6",0.492474121410502,-0.105265784770406,0.0079762889018673,-0.00350469992640472,0.052085301751338,0.274889845099837,0.473522584221436,-0.0533686117981772,0.0918067707938368,0.206451389663601,-0.750315267288059,-0.00571135155269261,0.263510491328456
"cos6",5.72379930437072e-06,2.13731320876743e-06,-1.89963135671663e-06,3.92777667584415e-06,4.91038853699849e-06,-7.70200169038216e-06,2.56994569412873e-06,-2.34738797839624e-06,1.0493740858862e-06,-2.1911537293356e-06,-2.68371736025739e-06,-1.26386765198972e-06,-3.38386130781014e-06
