"","mean","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"const",35.9113234844479,0.396587452875647,0.491340501602587,0.0886401743111356,0.0523782337921458,-0.0158833852179774,-0.194938418579677,-0.680778120099497,-0.219236867861293,0.0813124718826478,-0.0187280524692877,0.0234104178962928,-0.182797472986448
"sin1",-11.0695998411835,0.380843273766502,0.130509490994898,-0.193838394949852,-0.0815416369984363,-0.00721441720822058,0.810174839197142,0.0423889175686584,0.18606764537802,0.128905511998566,0.168472310911546,0.204518971620818,-0.118416402886963
"cos1",-28.911145694041,0.231116148401,0.264935194587796,0.222355655635609,0.276558903155621,-0.290830129029343,0.0986833671663431,0.502180324181305,-0.507579331434474,-0.0110651451562877,-0.367112337029335,0.0439210656237917,0.0974803163023825
"sin2",-0.316832901152499,0.646550512514353,-0.0939616544416323,-0.117400482376781,-0.0972790742261909,-0.0528092073675828,-0.32151670450038,0.206613295297439,0.47390966610055,0.112989374943055,-0.23400185006214,-0.311420564258183,0.109316463166459
"cos2",-0.71147967310815,0.0168481133356074,0.194132862168918,0.509167275762754,0.130831916479409,-0.401149513868037,-0.147369075304674,0.13783779970272,0.410055095464541,-0.183197410433469,0.472185423787639,0.233249407931495,-0.0703675960724664
"sin3",-0.580890269026987,0.217264254763383,-0.25243271955601,0.293439983935211,-0.631203375255843,0.12675452054583,-0.1580346172774,0.0770413672077421,-0.236018043941535,0.176562516751612,0.0158176471047121,0.517520773886959,0.0511412831595881
"cos3",0.348461233038723,-0.27509529481434,0.083837516391669,0.411022359298525,-0.0887856389740482,-0.0993408432475154,0.157534473355306,-0.059185900226968,0.150578221008523,0.756376865480114,-0.156419207652392,-0.288155627262711,-0.00158067878176645
"sin4",-0.290750927998416,0.272575712960292,-0.37386546402927,0.332437134016168,0.0164030207278228,0.0446465225880635,0.183641578879722,-0.0982019644365046,-0.332880396317578,-0.128227520906512,0.433498972104169,-0.541343547226497,0.146821560906899
"cos4",0.116791154523076,0.0106077583228155,-0.0626257259825275,0.499733019493626,0.0757199661222573,0.363284020557718,0.251006485494831,-0.19641820610676,0.274978373537584,-0.407042220496025,-0.502086214324015,0.0607166758093189,0.099326161247906
"sin5",-0.0985314455580483,0.165686881177712,-0.337143892055609,0.0709308873221817,0.640486075825597,0.375170959513763,-0.126638293674418,0.0649311644460062,-0.00329470779284479,0.339417646696216,0.0948396600012481,0.274963157933821,-0.287762390924396
"cos5",-0.30682707983365,-0.0305184561071607,0.504372729969783,0.0889290128751475,-0.171949962137208,0.63662140405997,-0.0872302879630768,0.393860253384868,-0.0134670412756541,-0.0396889333058343,0.220648442402172,-0.222253811913464,-0.198344939879195
"sin6",0.208775078456502,0.0166118820197618,0.205763305124392,-0.0621278325148651,0.188281918157087,0.213213032591632,-0.0248954601487074,-0.062184436750604,0.0441440627470779,0.167737359451793,0.190708007303043,0.178057758945073,0.877479597702133
"cos6",9.56050265971896e-06,-2.03090915103845e-07,-2.34012080945128e-06,-6.13761587939079e-06,-1.57707709496082e-06,4.83554569074182e-06,1.77641969476701e-06,-1.66152757388379e-06,-4.94289555724509e-06,2.20830243560979e-06,-5.69182838895681e-06,-2.81164037430412e-06,8.48226694886159e-07
