"","mean","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"const",45.8965052295137,0.593536050159574,0.505594474785759,-0.0552692769519587,-0.165130532766743,0.155261283713829,-0.383175808333082,0.196836979509952,0.0447224000408875,0.20053292271923,0.0567289524126771,-0.196140908330496,-0.261129966613178
"sin1",-9.94447876572887,0.46416176090014,0.0236385378074337,0.226571790222603,0.524385307898129,0.182796114850714,0.134811107981928,-0.0360162540171242,-0.364278102088816,-0.0785551591998959,-0.373246709565543,0.0694448247041211,0.348983650638563
"cos1",-31.5885865537359,0.33771321679901,-0.0882810852233704,0.168748667526796,-0.235224967867302,0.309532476446551,0.692692476128917,-0.0473927383781415,0.260771780711961,-0.110894170969307,0.328805402291791,-0.167495721954652,-0.00167169346773979
"sin2",1.48959056716498,0.106558567963819,-0.196949115689542,0.12000930597071,-0.0509340804747037,-0.136657899464231,-0.227815980950182,0.155282923330502,-0.36612444213887,0.1343050529191,0.698430845843108,-0.0198491028266267,0.444844834441915
"cos2",-1.15295620624509,-0.0415960182345455,0.042301396215038,0.696996947887496,0.338717457353764,-0.124051439863204,-0.271117558868508,-0.0339836514517438,0.46144113878953,-0.217632396293359,0.177227471660833,-0.00890132871554698,-0.118815520225237
"sin3",-0.60453124009919,-0.0391345048238299,-0.472378494075085,0.0259055749802614,0.00757397878217292,0.461555866632251,-0.160010724204819,0.624861309119365,0.244764593531879,0.205644108040822,-0.165956578090878,0.11867238245459,0.0410579321510423
"cos3",-0.672020440121541,-0.47553657677673,0.327419982658598,0.414713617167576,0.00287748311468689,0.321601322699207,0.174461018497675,0.0782692919349086,-0.36531431888248,0.386785314357164,0.00726913374933044,-0.233179394042387,-0.131119846089462
"sin4",-0.491513280777613,0.077003499545715,0.191465669908231,0.170017711172879,-0.0869076987120363,-0.529744689139574,0.35194643357431,0.582855955138296,-0.098816283519748,0.00331382931513842,-0.0642821050864115,0.378466055006754,-0.139968613263409
"cos4",0.646170617233462,-0.152454763176126,0.469028792880913,0.039717797806408,-0.288609902577303,0.276504729299594,-0.0733871950790724,-0.0488075471169497,0.213337963791744,-0.133833220037915,-0.018795710737057,0.490566636715553,0.532203263370379
"sin5",0.987949518277384,0.117953007618824,-0.0563237313089235,0.0845166943403783,-0.00839249605079403,-0.294733632978513,0.0952537236753004,-0.247318703698476,0.347697225938359,0.775964859492649,-0.157143999434175,0.000123025000290624,0.266241274796213
"cos5",-0.089571075034054,-0.162872770515657,0.316505556180062,-0.45060249920304,0.619671608137799,0.0219640127748537,0.187301462814042,0.242183743968881,0.263903114593413,0.0637133093312776,0.290729310536064,-0.134608988431095,0.125286097353569
"sin6",0.60122882305842,0.0886264773028523,-0.0714353307571461,-0.0599978882064868,0.223874449339556,0.227396475198051,0.0180937968440646,-0.271926094034352,-0.10556609588053,0.244787397087363,0.298065163316549,0.676543113242796,-0.435573169879901
"cos6",1.54928401934276e-05,5.01407679239332e-07,-5.09910462821823e-07,-8.40175663047542e-06,-4.08297576031106e-06,1.49534371800068e-06,3.26811150968913e-06,4.09646512270114e-07,-5.56231438197039e-06,2.62338943373354e-06,-2.13633946247051e-06,1.07298601849087e-07,1.43222877444652e-06
