"","mean","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"const",64.2344716072241,0.447522844018739,0.24713928393933,-0.320517282505351,0.0772209787518048,0.132906340979867,-0.715335513650236,0.131687226649394,0.198292606916056,0.0280665284243416,0.0980220367474468,0.0768628352067848,0.166182577749047
"sin1",-7.13731889167445,0.470026551524164,0.0435330791676676,-0.0329530092256196,-0.0118552939186498,-0.647021560035906,0.357129626815124,-0.0526439337714519,0.384670503631007,0.0285764873533128,0.0609077309697471,-0.099507466798099,0.254173386043029
"cos1",-23.5485344165906,0.564837609848629,0.0907805774348104,0.0114210661911853,0.0854723718867067,0.485679692704543,0.331436480859619,-0.40720805556432,-0.315663693852955,-0.197059961015631,-0.0033455507828292,-0.0390402022668278,0.117117731066202
"sin2",1.02881791447733,0.457987249139456,-0.375459679327545,0.18133367371239,0.0531589136861913,-0.164196144664076,-0.129454237536989,0.346631848480653,-0.283342232889103,0.0541476309657467,-0.407671206751035,-0.0944053884960557,-0.437463768225368
"cos2",-1.90187532233202,0.06550905235892,0.0119345384773394,0.109882379326077,0.319038600336806,-0.295705284389351,-0.0387912912767489,-0.0484448279110627,-0.42899394041412,0.159361549532666,0.55255839977416,0.515077310634116,-0.101763247762938
"sin3",0.168677419214088,0.0905829515911699,-0.685047799110518,0.198386074468104,-0.0204386440486538,0.32568394771179,0.0424667929505536,0.235484043622593,0.240478253611652,0.147352794298854,0.310321595984405,0.0818940799683417,0.36993851149077
"cos3",0.00458841472139365,-0.126963586108926,-0.0130395853889233,0.190739242127019,0.746401649868061,-0.0560275851292394,-0.0801218975184194,0.12110697695822,0.050735830959881,-0.493443054569755,0.023108633826638,-0.315318236773912,0.141308368227458
"sin4",-0.876942014962011,0.0871299122890754,0.133502219351455,0.600541251743745,-0.0132878135902856,0.103267529075053,-0.0991216156962041,-0.221771676220227,0.496902067495026,-0.16666191702944,-0.101810430874785,0.41269671191242,-0.297851342143639
"cos4",0.376350927614562,-0.00152218443141758,0.186646365254131,0.0113181214108163,0.488423973478221,0.209176425332818,0.172252703693538,-0.00882751347738696,0.200078346978132,0.750372584292448,-0.122052054283454,-0.136661599383902,-0.127701162188541
"sin5",0.223607701905528,0.0239806171010825,0.438167284059208,0.54776974265626,-0.188405717255409,0.00812773317929456,-0.00763887014371179,0.394362758408931,-0.274120039990695,0.136280796716961,-0.0959066936439973,-0.0490283655391023,0.459264011135558
"cos5",0.112297241270041,0.0226099036403163,0.174136588383375,-0.325615729000915,0.11055255746152,0.176176075936253,0.415260512724872,0.584302754319042,0.121204936632995,-0.22595100708228,-0.122068688124505,0.469926131918185,-0.0674754006888809
"sin6",0.0997840235731019,0.112728982127629,0.207940332263998,0.0922095962712228,-0.194918086016766,0.136675158575595,0.111451991739053,0.274328672150666,0.107550446684857,-0.0746628395733285,0.607420537768724,-0.435990445129328,-0.463692185576458
"cos6",2.55564350804444e-05,-7.89660724799116e-07,-1.43861588124743e-07,-1.32454670271255e-06,-3.84576242993759e-06,3.56449743629843e-06,4.67598874748143e-07,5.83964758080615e-07,5.17118861747873e-06,-1.92097965327321e-06,-6.66066216304835e-06,-6.20885675776768e-06,1.22667687977134e-06
