"","mean","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"const",27.4690191732226,0.61756554178058,0.394958257456941,-0.141792369173027,-0.39003496528079,0.175823011118388,-0.192111034881279,0.0898848881538435,0.203965939808129,0.354322791436535,-0.153413021877247,-0.123565104987564,-0.0924019302230134
"sin1",-9.28176092258534,0.319972920736175,0.324506269294517,0.536408477555061,-0.0196503335236841,-0.0735450328009591,0.388443199573461,-0.287213245861296,-0.18469698819345,-0.358672770710625,-0.280500728517886,0.149057968341292,0.0417888803244817
"cos1",-28.090093406058,0.371014737518274,0.0745301400098523,-0.136806362415859,0.670874525032646,0.195249882758467,-0.0419046137685386,-0.42113328403946,0.0346014899705377,0.075701184655024,0.39666179713843,0.0100606401111883,-0.0800201667461537
"sin2",2.62960242308804,-0.0303899657543863,-0.105916917185207,-0.0707046715232669,0.218551553932306,0.28840766497834,0.267895590263316,0.159475853941884,0.575626355783838,0.0730080440103864,-0.349497547286116,0.536344032871091,0.0906929695404617
"cos2",-0.458856473366648,-0.22761852481936,0.365485540844903,0.351200619911351,-0.00505052284901655,0.106512003275981,-0.420674433567804,0.0571038262787875,-0.18514721176145,0.283373729811051,0.237179202513367,0.515827466162914,0.250515469865177
"sin3",-0.379440628990576,0.153629508657852,0.1181368647224,0.0174052078215573,0.256234334318796,0.274956889192111,0.269607536063104,0.757832331856352,-0.374572561534931,-0.0643077986984673,0.133949834994515,-0.0655321216876147,-0.0848893880336164
"cos3",-0.998724686561113,-0.519974640809071,0.507129362780188,0.0532357746904279,0.0358140852784161,0.178015774181323,0.314063917443107,-0.137397041276273,0.157371534959363,0.23360928236939,0.0148292022388669,-0.270712273818216,-0.407776460333822
"sin4",-0.110289968015783,-0.0346122729066721,0.351597245167456,0.0728445169221707,0.415096638312165,-0.409165453102924,-0.39295424075692,0.269513963600195,0.33929837990229,-0.27716316835884,-0.219536279111419,-0.238550338611565,0.0778292403736538
"cos4",0.605678862896468,-0.145581181559839,0.372371321578584,-0.556031720205507,-0.118770491830854,0.281681134822175,0.0396013358739681,-0.126311658638421,-0.109302261091717,-0.41626753071464,-0.00641850711546395,-0.00543907308083762,0.484463032701905
"sin5",0.920942400339189,0.0634913076372254,0.0261673766310516,0.182737788402667,-0.30668124291022,0.0362839086849333,0.0610435456971795,0.126054501220259,0.477606907866498,-0.417984806523558,0.655912510714485,0.0592660555501408,-0.101743404868793
"cos5",-0.105879963702162,0.0689005082623022,0.229835522888023,-0.382208178360818,-0.0223881606979828,-0.682768074080868,0.341592009854941,0.0675162805660483,-0.0623257954119754,0.180672426405799,0.190782852778233,0.362200879047549,-0.0656782656457166
"sin6",0.696919638955501,0.0264288520116687,-0.0377386781480063,0.219118883330342,0.041457523532386,-0.0974206888696722,0.337634600447654,0.0339740066777,0.182561828900108,0.371869594696637,0.170357089076204,-0.373432577691237,0.695279875146516
"cos6",6.16588034805031e-06,2.74376445396257e-06,-4.40564420780622e-06,-4.23345058508092e-06,6.0880128604158e-08,-1.28391943802598e-06,5.07090342666514e-06,-6.88342255148093e-07,2.23180577573917e-06,-3.41585012711186e-06,-2.85901099487316e-06,-6.21789929982902e-06,-3.0197693344716e-06
