"","entity.cik","entity.name","period.start","period.end","period.fiscal.year","location","CurrentRatio","DERatio","NetMargin","OperatingMargin","QuickRatio","ROA1","ROC1","ROE1","eps","const","sin1","cos1","sin2","cos2","sin3","cos3","sin4","cos4","sin5","cos5","sin6","cos6","BurntArea"
"1",1441693,"MARRONE BIO INNOVATIONS INC","1/1/20","31/12/20",2020,"CA",1.414066369,0.365456861,-0.525564184,-0.448089853,1.140911342,-0.248383561,-0.107011343,-0.642088507,-0.14,55.3716435920348,-10.3265871619311,-20.2268040479666,3.21291402202991,-1.46441813297411,1.9892601161542,0.527986758468245,1.1448050299084,-0.591143085868621,-0.838410349741651,0.139803632987269,-0.715451878109486,1.96781074474644e-05,4092150.5
"2",1441693,"MARRONE BIO INNOVATIONS INC","1/1/19","31/12/19",2019,"CA",1.029926488,0.502886493,-1.265618085,-0.952745719,0.643443206,-0.511228461,-0.348309199,-1.578020205,-0.32,51.3703175514161,-9.15242301701944,-20.1248607113989,2.02960636101161,0.165109432182263,-1.99532229266384,0.778845420925663,0.904742455693513,1.53235882099991,2.98491415947586,-0.826636835979174,0.217595350272284,-2.2186567305819e-06,259148
"3",1441693,"MARRONE BIO INNOVATIONS INC","1/1/18","31/12/18",2018,"CA",2.662426009,0.913651824,-0.952544769,-0.919132893,1.935860058,-0.434062748,-0.180256405,-1.562538652,-0.2,54.572879494611,-8.67515191714571,-20.0343016556267,3.1622912345729,1.07268097910273,0.294448602541231,0.0490747673129293,1.9374711438845,0.545827559258528,0.72814975662486,-0.921695609485126,0.808327942584464,-1.44141424412838e-05,1823153.2
"4",1441693,"MARRONE BIO INNOVATIONS INC","1/1/17","31/12/17",2017,"CA",0.868921007,-0.481866103,-1.702262344,-1.265756592,0.422279793,-0.837780728,-0.176577358,0.610550631,-1.06,55.0448633396735,-8.52127700251302,-20.5617399442558,2.50807335384061,-0.18066578125296,-1.43442657369455,-1.81316830535012,-1.03343579444788,-0.299858146802831,-0.52122145129149,0.593238184474053,-0.155746015010775,2.42769505177504e-06,1266224
"5",1441693,"MARRONE BIO INNOVATIONS INC","1/1/16","31/12/16",2016,"CA",1.76241065,-0.69848264,-2.212718986,-1.684945165,1.206177454,-0.675706239,-0.217210708,1.02938643,-1.26,54.6724724160462,-6.44695083410027,-19.8118687354489,3.7095480637186,-0.703217688673468,0.342657344295359,-2.35241339222231,0.0477296723402229,-0.866914601410235,0.723448687542089,-1.37562718206592,-0.5219430676278,9.4494823065042e-06,560815
"6",1441693,"MARRONE BIO INNOVATIONS INC","1/1/15","31/12/15",2015,"CA",2.794925675,-10.63748764,-4.461585552,-4.025813692,2.089501128,-0.614148678,-0.312060224,21.62611276,-1.79,55.9123321191309,-6.19403751142696,-18.9677567898024,6.37581762894543,-2.24188203312141,2.98028173625083,-2.43757254744829,-0.14813876081891,1.54256502068687,1.5225329945194,0.881254175578728,-0.636456192638246,3.01252726517312e-05,893362
"7",1441693,"MARRONE BIO INNOVATIONS INC","1/1/14","31/12/14",2014,"CA",1.753829883,0.290903072,-5.654443958,-5.312281086,1.348599449,-0.669314089,-0.544064678,-1.554542445,-2.32,57.0188239100329,-7.56944052454798,-18.2886366846413,2.96122895301108,-0.365220649773598,1.26930441615654,-0.821280660484531,1.12818803287143,1.01388387690243,-0.0110594422826414,0.144136257181445,0.809348558661139,4.90764968589969e-06,555044
"8",1441693,"MARRONE BIO INNOVATIONS INC","1/1/13","31/12/13",2013,"CA",3.847456536,0.314621711,-3.699029126,-3.755505565,3.028589826,-0.446837724,-0.27120341,-0.800440675,-3.74,53.1863728231521,-6.86588473677288,-21.639017259611,2.15881694408386,-1.1978388784443,-1.12554421618098,-1.0631903942421,-1.04298172891592,0.790776351745521,0.0478845943740782,-1.00797974916457,1.03265935885926,1.60959507585681e-05,577675
"9",1441693,"MARRONE BIO INNOVATIONS INC","1/1/12","31/12/12",2012,"CA",0.705442684,-0.104596819,-5.433333333,-3.338655462,0.580304626,-1.148499023,-0.918586062,0.522499226,-32.48,53.2034046560932,-9.57179289419181,-19.9047715635217,3.20209544257629,-1.42800213401315,1.27074779193018,0.865447950871942,0.882115055472966,-0.9975539574033,0.966290027320793,-0.275727618566157,0.630740743121852,1.91887677417994e-05,869599
"10",1441693,"MARRONE BIO INNOVATIONS INC","1/1/11","31/12/11",2011,"CA",NA,NA,-2.509998096,-2.49933346,NA,NA,NA,0.386510264,-10.64,49.4180076161514,-10.4389478475107,-19.0629770821072,4.7009790298584,-1.42764858062517,0.496232497636477,0.571865373742033,0.461740385750575,1.82854273591544,0.595946079327396,0.0559769158505487,0.325576532637871,1.9184016870488e-05,126854
"11",1159275,"KIWA BIO-TECH PRODUCTS GROUP CORP","1/1/19","31/12/19",2019,"CA",1.602045029,0,-0.165512244,-0.0295783,1.599834684,-0.275674324,-0.275674324,-0.685090211,-0.29,51.3703175514161,-9.15242301701944,-20.1248607113989,2.02960636101161,0.165109432182263,-1.99532229266384,0.778845420925663,0.904742455693513,1.53235882099991,2.98491415947586,-0.826636835979174,0.217595350272284,-2.2186567305819e-06,259148
"12",1159275,"KIWA BIO-TECH PRODUCTS GROUP CORP","1/1/18","31/12/18",2018,"CA",1.601761386,0,0.011217504,0.084480001,1.518715028,0.010575515,0.010575515,0.027016118,0.02,54.572879494611,-8.67515191714571,-20.0343016556267,3.1622912345729,1.07268097910273,0.294448602541231,0.0490747673129293,1.9374711438845,0.545827559258528,0.72814975662486,-0.921695609485126,0.808327942584464,-1.44141424412838e-05,1823153.2
"13",1159275,"KIWA BIO-TECH PRODUCTS GROUP CORP","1/1/17","31/12/17",2017,"CA",2.149435707,0,0.307412553,0.104002538,1.839981861,0.265390946,0.265390946,0.497527701,0.51,55.0448633396735,-8.52127700251302,-20.5617399442558,2.50807335384061,-0.18066578125296,-1.43442657369455,-1.81316830535012,-1.03343579444788,-0.299858146802831,-0.52122145129149,0.593238184474053,-0.155746015010775,2.42769505177504e-06,1266224
"14",1159275,"KIWA BIO-TECH PRODUCTS GROUP CORP","1/1/16","31/12/16",2016,"CA",0.433023508,0,0.092613717,0.090711198,0.433023508,0.146430808,0.146430808,-0.209947946,0.17,54.6724724160462,-6.44695083410027,-19.8118687354489,3.7095480637186,-0.703217688673468,0.342657344295359,-2.35241339222231,0.0477296723402229,-0.866914601410235,0.723448687542089,-1.37562718206592,-0.5219430676278,9.4494823065042e-06,560815
"15",1159275,"KIWA BIO-TECH PRODUCTS GROUP CORP","1/1/15","31/12/15",2015,"CA",0.004566714,0,NA,NA,0.004566714,-10.72549641,-10.72549641,0.061020747,-0.34,55.9123321191309,-6.19403751142696,-18.9677567898024,6.37581762894543,-2.24188203312141,2.98028173625083,-2.43757254744829,-0.14813876081891,1.54256502068687,1.5225329945194,0.881254175578728,-0.636456192638246,3.01252726517312e-05,893362
"16",1159275,"KIWA BIO-TECH PRODUCTS GROUP CORP","1/1/14","31/12/14",2014,"CA",0.00172419,0,NA,NA,0.00172419,-28.74491164,-28.74491164,0.059723676,-0.35,57.0188239100329,-7.56944052454798,-18.2886366846413,2.96122895301108,-0.365220649773598,1.26930441615654,-0.821280660484531,1.12818803287143,1.01388387690243,-0.0110594422826414,0.144136257181445,0.809348558661139,4.90764968589969e-06,555044
