"","mean","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"const",64.2085212319668,0.530540530122425,0.159188818881108,-0.0365638038119642,-0.261356723424422,-0.0631514352344559,0.468925649008539,-0.562557484292748,0.162396722372683,0.201246095918711,0.0914900766538493,-0.0870797913404732,0.0191079894894188
"sin1",-6.97252023577263,0.307150529020519,0.0722294037019812,-0.0375601438881392,-0.147206771778599,0.794520073140183,-0.189602347557876,0.219422011084443,-0.193268980187495,0.222423658686513,0.177871899651968,-0.20091867550715,0.0563182246422979
"cos1",-22.0709258428051,0.679611557590109,0.0905429845792323,0.130305872944323,0.140841106953132,-0.381440064177135,-0.399888224554428,0.135043491154563,-0.307287175749386,-0.180393765361337,-0.151874373600432,-0.0407898786219979,0.133317077248589
"sin2",0.882460903416598,0.309258241151086,-0.374979299342344,0.164457917616398,0.0458215800754124,0.167975776753401,-0.0483734144689885,0.202745228146324,0.762590105300434,-0.192733924314452,-0.0987727975010635,0.181568231930908,0.0391055300648452
"cos2",-1.50438827388784,0.0747198997171017,0.131834589316027,-0.180581979284837,0.481733185480178,-0.0649170772868545,-0.368354160738886,-0.177041794769089,0.216913125875666,0.428765419268401,0.303763498983146,0.151082513822051,-0.441732695505457
"sin3",0.267373916606175,0.0677565798050371,-0.741148527028818,0.0890258868173311,0.148198211136974,-0.195495586386255,0.203023866164946,0.120204777489035,-0.217008145947829,0.342105385965202,0.307065789609207,-0.239297652354569,0.0815585024581771
"cos3",0.0356437781493779,0.0253896281267494,0.0793022531840523,-0.207010872170096,0.634984499013952,0.181878161235764,0.276319003898715,-0.0263559311843967,-0.025135936568753,0.193378270529397,-0.42466640285786,0.0626238019084033,0.463239621123227
"sin4",-0.711981568452829,0.0601469998909318,-0.120977601933909,0.565660564035914,0.227336138545995,0.267612963794808,0.206723815377074,-0.200192937587449,-0.304001889380263,-0.12406541948426,-0.231358973152355,0.233726376877933,-0.489591817108749
"cos4",0.351394083537926,0.0938681216761293,0.255950861377678,-0.0319174969946121,0.353865260770135,0.0188418316867172,0.394185743831128,0.254438050888292,-0.0039189487453657,-0.482760622474425,0.584254121114084,-0.0596078131890551,-0.0313576098375743
"sin5",-0.0235323259055886,-0.183645874678355,0.277576979421595,0.651514840099401,0.148015483005413,-0.0499905281933175,-0.11858965419342,-0.0728860602445565,0.248038624108935,0.155156444674869,0.0533065040822341,-0.538098468571147,0.207320717080842
"cos5",0.102241328893202,0.0946308099986478,0.259237166543761,0.0259148295645399,-0.121234051195404,-0.194284540037257,0.340737116938985,0.637081995879233,0.0801300830953237,0.382009483408496,-0.26361910779524,-0.0583082585769393,-0.351430121426696
"sin6",-0.0248815458605938,-0.0272843435291434,0.152527601241511,0.351715183213716,-0.131694677222311,-0.0575126098851773,0.0192616409196114,0.116409981908727,-0.0717856371852089,0.289160160988268,0.305040286263604,0.69446094218142,0.391945773651283
"cos6",2.0215205910589e-05,-9.00690332826309e-07,-1.58916353701276e-06,2.17677544560296e-06,-5.80691923781344e-06,7.82524925039128e-07,4.44022319133807e-06,2.13410127174424e-06,-2.6147191880531e-06,-5.1684339721507e-06,-3.66163295385153e-06,-1.82118231387608e-06,5.32474439980646e-06
