Unnamed: 0,period.fiscal-year,period.start,period.end,revenue,net_income,entity.name,entity.cik,operating_income,asset,current_asset,inventory,current_liability,debt,equity,eps,location,ROA1,ROE1,ROC1,OperatingMargin,NetMargin,CurrentRatio,QuickRatio,DERatio
0,2020,1/10/19,30/9/20,4131600000.0,387400000.0,Scotts Miracle-Gro Co,825542.0,585200000.0,3380500000.0,1216600000.0,621900000.0,950400000.0,1455100000.0,697200000,6.96,OH,0.11459843218458808,0.5556511761331039,0.5450377163141548,0.14164004259850904,0.09376512731145319,1.2800925925925926,0.625736531986532,2.0870625358577164
1,2019,1/10/18,30/9/19,3156000000.0,460700000.0,Scotts Miracle-Gro Co,825542.0,409600000.0,3028700000.0,1041700000.0,540300000.0,620500000.0,1523500000.0,718700000,8.3,OH,0.15211146696602504,0.6410185056351746,0.6551325651269522,0.12978453738910012,0.14597591888466413,1.6788074133763093,0.808058017727639,2.1197996382357034
2,2018,1/10/17,30/9/18,2663400000.0,63700000.0,Scotts Miracle-Gro Co,825542.0,198900000.0,3054500000.0,885700000.0,481400000.0,612700000.0,1883800000.0,354600000,1.13,OH,0.02085447700114585,0.179639029892837,0.6375838926174496,0.07467898175264699,0.023916798077645116,1.4455687938632282,0.6598661661498286,5.312464749012972
3,2017,1/10/16,30/9/17,2642100000.0,218300000.0,Scotts Miracle-Gro Co,825542.0,433400000.0,2747000000.0,881700000.0,407500000.0,544500000.0,1258000000.0,648800000,3.68,OH,0.07946851110302147,0.3364673242909988,0.5374226428831452,0.16403618333901063,0.08262367056508081,1.6192837465564738,0.87089072543618,1.9389642416769421
4,2016,1/10/15,30/9/16,2506200000.0,315300000.0,SCOTTS MIRACLE-GRO CO,825542.0,447600000.0,2755800000.0,1032900000.0,394700000.0,707100000.0,1030900000.0,715200000,5.16,OH,0.11441323753537992,0.4408557046979866,0.4884969881704042,0.17859707924347618,0.12580799616949964,1.460755197284684,0.902559751096026,1.4414149888143177
5,2015,1/10/14,30/9/15,2371100000.0,159800000.0,SCOTTS MIRACLE-GRO CO,825542.0,253800000.0,2527200000.0,1119200000.0,395800000.0,618600000.0,1025000000.0,620700000,2.62,OH,0.06323203545425768,0.2574512647011439,0.4688192465970244,0.10703892708025811,0.06739488001349585,1.8092466860653087,1.1694148076301325,1.6513613661994522
6,2014,1/10/13,30/9/14,2189300000.0,166500000.0,SCOTTS MIRACLE-GRO CO,825542.0,283700000.0,2058300000.0,935000000.0,385100000.0,544700000.0,692400000.0,553700000,2.7,OH,0.08089199825098382,0.3007043525374752,0.41728610989651654,0.12958479879413512,0.07605170602475678,1.7165412153478978,1.009546539379475,1.2504966588405273
7,2013,1/10/12,30/9/13,2166200000.0,161100000.0,SCOTTS MIRACLE-GRO CO,825542.0,310500000.0,1937200000.0,881000000.0,324900000.0,509800000.0,478100000.0,710500000,2.61,OH,0.08316126367953748,0.22674173117522872,0.32996076811893454,0.14333856522943403,0.07436986427845997,1.728128677912907,1.0908199293840721,0.6729064039408867
8,2012,1/10/11,30/9/12,,106500000.0,SCOTTS MIRACLE-GRO CO,825542.0,241200000.0,2074400000.0,1000000000.0,414900000.0,433600000.0,781100000.0,601900000,1.75,OH,0.05134014654839954,0.17693969097856788,0.4278827612803702,,,2.3062730627306274,1.34940036900369,1.2977238743977404
16,2011,1/10/10,30/9/11,,167900000.0,SCOTTS MIRACLE-GRO CO,825542.0,274800000.0,2052200000.0,992500000.0,387000000.0,468600000.0,791800000.0,559800000,2.6,OH,0.08181463794951759,0.29992854590925333,0.4676444790956047,,,2.118011096884336,1.2921468203158344,1.4144337263308324
17,2010,1/10/09,30/9/10,,204100000.0,SCOTTS MIRACLE-GRO CO,825542.0,374400000.0,2164000000.0,1118100000.0,352900000.0,736800000.0,436700000.0,764500000,3.08,OH,0.09431608133086876,0.26697187704381947,0.29611829944547136,,,1.5175081433224755,1.0385450597176982,0.5712230215827339
18,2009,1/10/08,30/9/09,,153300000.0,SCOTTS MIRACLE-GRO CO,825542.0,260500000.0,2220100000.0,1090900000.0,458900000.0,756800000.0,,584500000,2.36,OH,0.06905094365118689,0.2622754491017964,,,,1.4414640591966172,0.8350951374207188,
19,2008,1/10/07,30/9/08,,-10900000.0,SCOTTS MIRACLE-GRO CO,825542.0,139800000.0,,,,,,436700000,-0.17,OH,,-0.024959926723150904,,,,,,
20,2007,1/10/06,30/9/07,,,,,,,,,,,479300000,,OH,,,,,,,,
