Unnamed: 0,period.fiscal-year,period.start,period.end,revenue,net_income,operating_income,asset,current_asset,inventory,current_liability,debt,entity.name,entity.cik,equity,eps,location,ROA1,ROE1,ROC1,OperatingMargin,NetMargin,CurrentRatio,QuickRatio,DERatio
0.0,2020.0,1/1/20,31/12/20,8514272.0,-1758716.0,-2362624.0,4813266.0,3683293.0,327109.0,5903689.0,0.0,"SURNA
INC.",1482541.0,-1333698.0,-0.01,CO,-0.3653893219281876,1.3186763420204575,-0.3653893219281876,-0.27748984293665974,-0.20656093674244844,0.6238968550003227,0.5684892954218964,-0.0
1.0,2019.0,1/1/19,31/12/19,15224454.0,-1338566.0,-1310589.0,4047318.0,2561268.0,1231243.0,3998740.0,0.0,"SURNA
INC.",1482541.0,-355631.0,-0.01,CO,-0.33072913964259787,3.7639182186029903,-0.33072913964259787,-0.0860844664774185,-0.08792210216537158,0.6405187634104743,0.3326110224720787,-0.0
2.0,2018.0,1/1/18,31/12/18,9581968.0,-4743745.0,-4820494.0,2753221.0,1527808.0,935886.0,2558885.0,0.0,Surna Inc.,1482541.0,194336.0,-0.02,CO,-1.7229801022148241,-24.410016672155443,-1.7229801022148241,-0.503079743117489,-0.4950700106700419,0.5970600476379361,0.23132028207598232,0.0
3.0,2017.0,1/1/17,31/12/17,7210241.0,-4918699.0,-4241660.0,4828823.0,3707418.0,522622.0,3398941.0,0.0,Surna Inc.,1482541.0,1412486.0,-0.03,CO,-1.0186124030638521,-3.482299293585919,-1.0186124030638521,-0.5882826940181334,-0.6821823292730437,1.0907567974848638,0.9369965527498124,0.0
4.0,2016.0,1/1/16,31/12/16,7579863.0,-3272613.0,-532917.0,2117821.0,1356811.0,747905.0,4216880.0,0.0,Surna Inc.,1482541.0,-2111044.0,-0.02,CO,-1.5452736562721778,1.5502343863983887,-1.5452736562721778,-0.07030694354238329,-0.4317509432558346,0.32175708106467343,0.1443972795052266,-0.0
5.0,2015.0,1/1/15,31/12/15,7865243.0,-5296022.0,-3113843.0,3102734.0,2292740.0,1261802.0,5312971.0,0.0,Surna Inc.,1482541.0,-2847297.0,-0.04,CO,-1.7068888277241943,1.8600174130060896,-1.7068888277241943,-0.3958991476804976,-0.673344993918179,0.43153632873207853,0.1940417141369678,-0.0
6.0,2014.0,1/1/14,31/12/14,1838912.0,-2991969.0,-3192464.0,2321292.0,1505913.0,264031.0,2285300.0,0.0,Surna Inc.,1482541.0,-883752.0,-0.03,CO,-1.2889240130065498,3.385530103467941,-1.2889240130065498,-1.7360613232172066,-1.6270321798976786,0.6589563733426683,0.5434218702139763,-0.0
7.0,2013.0,1/1/13,31/12/13,50.0,-193156.0,-193156.0,4409.0,4409.0,0.0,2641766.0,0.0,Surna Inc.,1482541.0,-2637357.0,0.0,CO,-43.80948060784758,0.07323847321390316,-43.80948060784758,-3863.12,-3863.12,0.001668959324936425,0.001668959324936425,-0.0
8.0,2012.0,1/1/12,31/12/12,310.0,-767365.0,-778972.0,18115.0,1447.0,0.0,2455370.0,0.0,Surna Inc.,1482541.0,-2437255.0,-0.01,CO,-42.36075075903947,0.31484805652260434,-42.36075075903947,-2512.8129032258066,-2475.3709677419356,0.0005893205504669358,0.0005893205504669358,-0.0
9.0,2011.0,1/12/11,31/12/11,335.0,-86070.0,-84176.0,39118.0,9118.0,0.0,1709008.0,0.0,Surna Inc.,1482541.0,-1669890.0,0.0,CO,-2.200265862262897,0.051542317158615236,-2.200265862262897,-251.27164179104477,-256.92537313432837,0.0053352588168106875,0.0053352588168106875,-0.0
10.0,2011.0,1/12/10,30/11/11,938.0,-1593872.0,-1583872.0,39883.0,8772.0,0.0,1620769.0,0.0,Surna Inc.,1482541.0,-1580886.0,-0.02,CO,-39.963693804377804,1.008214381049614,-39.963693804377804,-1688.5628997867805,-1699.2238805970148,0.005412245668568439,0.005412245668568439,-0.0
,,,,,,,,,,,,,,,,,,,,,,,,
