Unnamed: 0,period.fiscal-year,period.start,period.end,revenue,net_income,operating_income,asset,current_asset,inventory,current_liability,debt,entity.name,entity.cik,equity,eps,location,ROA1,ROE1,ROC1,OperatingMargin,NetMargin,CurrentRatio,QuickRatio,DERatio
0,2020,1/1/20,31/12/20,23851000,-44836000,-43832000,63327000.0,39590000.0,1383000.0,6945000.0,1518000.0,"Calyxt, Inc.",1705843,36875000,-1.32,MN,-0.7080076428695501,-1.2158915254237288,-0.6840368247351051,-1.837742652299694,-1.8798373233826673,5.700503959683226,5.501367890568755,0.041166101694915254
1,2019,1/1/19,31/12/19,7296000,-39612000,-39673000,88098000.0,63522000.0,2594000.0,7196000.0,0.0,"Calyxt, Inc.",1705843,62508000,-121.0,MN,-0.449635633045018,-0.6337108850067191,-0.449635633045018,-5.4376370614035086,-5.4292763157894735,8.827404113396332,8.46692607003891,0.0
2,2018,1/1/18,31/12/18,236000,-27897000,-28115000,118791000.0,95522000.0,0.0,7004000.0,0.0,"Calyxt, Inc.",1705843,93397000,-0.91,MN,-0.2348410233098467,-0.2986926774949945,-0.2348410233098467,-119.13135593220339,-118.20762711864407,13.638206739006282,13.638206739006282,0.0
3,2017,1/1/17,31/12/17,508000,-25980000,-25789000,72167000.0,57457000.0,0.0,4254000.0,0.0,"Calyxt, Inc.",1705843,57476000,-1.12,MN,-0.35999833719012847,-0.4520147539842717,-0.35999833719012847,-50.76574803149607,-51.14173228346457,13.506582040432534,13.506582040432534,0.0
4,2016,1/1/16,31/12/16,399000,-12086000,-12109000,16623000.0,5465000.0,0.0,2865000.0,0.0,"Calyxt, Inc.",1705843,13119000,-0.62,MN,-0.7270649100643687,-0.9212592423202988,-0.7270649100643687,-30.348370927318296,-30.290726817042607,1.9075043630017452,1.9075043630017452,0.0
5,2015,1/1/15,31/12/15,1272000,-5889000,-5814000,,,,,,"CALYXT, INC.",1705843,24257000,-0.88,MN,,-0.24277528136208104,,-4.570754716981132,-4.629716981132075,,,
