Date,High,Low,Open,Close,Volume,Adj Close
2000-07-13,12.600000381469727,11.0,11.0,11.899999618530273,147100.0,11.125572204589844
2000-07-14,13.199999809265137,11.600000381469727,11.600000381469727,13.199999809265137,48300.0,12.340970993041992
2000-07-17,13.800000190734863,12.199999809265137,13.25,13.199999809265137,19900.0,12.340970993041992
2000-07-18,13.100000381469727,12.399999618530273,12.600000381469727,13.0,7400.0,12.153987884521484
2000-07-19,13.800000190734863,12.800000190734863,13.100000381469727,13.350000381469727,13200.0,12.481210708618164
2000-07-20,14.399999618530273,13.449999809265137,13.699999809265137,14.300000190734863,13500.0,13.369385719299316
2000-07-21,14.449999809265137,12.800000190734863,14.449999809265137,13.199999809265137,9300.0,12.340970993041992
2000-07-24,13.199999809265137,13.199999809265137,13.199999809265137,13.199999809265137,0.0,12.340970993041992
2000-07-25,13.0,12.149999618530273,12.800000190734863,12.399999618530273,3600.0,11.593033790588379
2000-07-26,12.899999618530273,12.050000190734863,12.899999618530273,12.050000190734863,1700.0,11.265811920166016
2000-07-27,12.050000190734863,12.050000190734863,12.050000190734863,12.050000190734863,0.0,11.265811920166016
2000-07-28,12.899999618530273,11.699999809265137,12.399999618530273,12.899999618530273,6100.0,12.060494422912598
2000-07-31,13.050000190734863,12.449999809265137,12.899999618530273,12.5,2300.0,11.68652629852295
2000-08-01,13.199999809265137,12.350000381469727,12.399999618530273,13.0,2600.0,12.153987884521484
2000-08-02,13.300000190734863,12.699999809265137,13.300000190734863,13.0,3100.0,12.153987884521484
2000-08-03,13.199999809265137,12.149999618530273,13.0,12.399999618530273,2500.0,11.593033790588379
2000-08-04,12.75,12.300000190734863,12.5,12.75,800.0,11.920256614685059
2000-08-07,12.399999618530273,12.100000381469727,12.600000381469727,12.100000381469727,1300.0,11.312557220458984
2000-08-08,12.0,11.850000381469727,12.0,11.949999809265137,1500.0,11.172318458557129
2000-08-09,11.949999809265137,11.949999809265137,11.949999809265137,11.949999809265137,0.0,11.172318458557129
2000-08-10,12.600000381469727,11.300000190734863,11.800000190734863,12.300000190734863,7200.0,11.499542236328125
2000-08-11,12.5,12.350000381469727,12.399999618530273,12.5,600.0,11.68652629852295
2000-08-14,12.25,11.899999618530273,12.25,11.899999618530273,400.0,11.125572204589844
2000-08-15,12.0,11.949999809265137,11.800000190734863,12.0,100.0,11.21906566619873
2000-08-16,12.0,11.600000381469727,12.0,12.0,800.0,11.21906566619873
2000-08-17,12.0,11.600000381469727,11.699999809265137,11.649999618530273,1800.0,10.891840934753418
2000-08-18,11.5,11.399999618530273,11.649999618530273,11.399999618530273,400.0,10.658111572265625
2000-08-21,11.300000190734863,10.800000190734863,11.300000190734863,11.300000190734863,1300.0,10.564620018005371
2000-08-22,10.899999618530273,10.050000190734863,10.899999618530273,10.5,2300.0,9.816681861877441
2000-08-23,10.5,10.300000190734863,10.5,10.350000381469727,1000.0,9.676445007324219
2000-08-24,10.100000381469727,9.5,10.100000381469727,9.75,3200.0,9.115490913391113
2000-08-25,9.649999618530273,9.350000381469727,9.600000381469727,9.350000381469727,2100.0,8.741522789001465
2000-08-28,9.300000190734863,8.75,9.300000190734863,9.050000190734863,6500.0,8.461045265197754
2000-08-29,8.899999618530273,8.5,8.899999618530273,8.5,1400.0,7.946837425231934
2000-08-30,9.300000190734863,8.300000190734863,8.300000190734863,9.300000190734863,3400.0,8.694774627685547
2000-08-31,9.5,9.300000190734863,9.449999809265137,9.300000190734863,100.0,8.694774627685547
2000-09-01,9.25,9.199999809265137,9.199999809265137,9.199999809265137,1300.0,8.60128402709961
2000-09-04,9.100000381469727,8.399999618530273,9.100000381469727,8.850000381469727,3600.0,8.274060249328613
2000-09-05,8.699999809265137,8.5,8.699999809265137,8.600000381469727,1200.0,8.04033088684082
2000-09-06,8.699999809265137,8.5,8.5,8.649999618530273,1700.0,8.087076187133789
2000-09-07,8.699999809265137,8.300000190734863,8.600000381469727,8.300000190734863,2700.0,7.759853839874268
2000-09-08,8.5,8.25,8.5,8.350000381469727,1300.0,7.806600093841553
2000-09-11,8.300000190734863,8.25,8.199999809265137,8.25,1000.0,7.713106632232666
2000-09-12,8.350000381469727,8.149999618530273,8.199999809265137,8.300000190734863,300.0,7.759853839874268
2000-09-13,8.300000190734863,8.199999809265137,8.300000190734863,8.199999809265137,300.0,7.666360855102539
2000-09-14,8.699999809265137,8.100000381469727,8.199999809265137,8.699999809265137,700.0,8.133821487426758
2000-09-15,8.800000190734863,8.550000190734863,8.550000190734863,8.699999809265137,700.0,8.133821487426758
2000-09-18,8.550000190734863,8.300000190734863,8.600000381469727,8.300000190734863,300.0,7.759853839874268
2000-09-19,8.350000381469727,8.300000190734863,8.300000190734863,8.300000190734863,300.0,7.759853839874268
2000-09-20,8.25,8.149999618530273,8.300000190734863,8.149999618530273,300.0,7.619614124298096
2000-09-21,8.149999618530273,7.400000095367432,8.149999618530273,7.400000095367432,1100.0,6.918423652648926
2000-09-22,7.599999904632568,7.25,7.5,7.300000190734863,800.0,6.8249311447143555
2000-09-25,7.5,7.400000095367432,7.400000095367432,7.5,300.0,7.011915683746338
2000-09-26,7.699999809265137,7.599999904632568,7.5,7.599999904632568,800.0,7.105408191680908
2000-09-27,7.650000095367432,7.5,7.599999904632568,7.5,500.0,7.011915683746338
2000-09-28,7.5,7.300000190734863,7.5,7.300000190734863,600.0,6.8249311447143555
2000-09-29,7.349999904632568,7.300000190734863,7.349999904632568,7.300000190734863,600.0,6.8249311447143555
2000-10-02,7.300000190734863,7.099999904632568,7.300000190734863,7.150000095367432,900.0,6.684692859649658
2000-10-03,7.150000095367432,7.150000095367432,7.150000095367432,7.150000095367432,0.0,6.684692859649658
2000-10-04,6.900000095367432,6.5,6.900000095367432,6.599999904632568,1100.0,6.170485496520996
2000-10-05,6.650000095367432,6.300000190734863,6.599999904632568,6.5,2500.0,6.076993942260742
