Date,High,Low,Open,Close,Volume,Adj Close
2017-08-28,5.747000217437744,5.747000217437744,5.747000217437744,5.747000217437744,0,5.747000217437744
2017-08-29,5.860000133514404,5.427999973297119,5.860000133514404,5.427999973297119,0,5.427999973297119
2017-08-30,5.9770002365112305,5.9770002365112305,5.9770002365112305,5.9770002365112305,0,5.9770002365112305
2017-08-31,6.135000228881836,6.135000228881836,6.135000228881836,6.135000228881836,0,6.135000228881836
2017-09-01,6.248000144958496,6.248000144958496,6.248000144958496,6.248000144958496,0,6.248000144958496
2017-09-04,6.303999900817871,6.303999900817871,6.303999900817871,6.303999900817871,0,6.303999900817871
2017-09-05,6.293000221252441,6.293000221252441,6.293000221252441,6.293000221252441,0,6.293000221252441
2017-09-06,6.270999908447266,6.260000228881836,6.270999908447266,6.260000228881836,0,6.260000228881836
2017-09-07,6.239999771118164,6.239999771118164,6.239999771118164,6.239999771118164,0,6.239999771118164
2017-09-08,6.413000106811523,6.057000160217285,6.39900016784668,6.057000160217285,0,6.057000160217285
2017-09-11,6.25,6.164999961853027,6.243000030517578,6.164999961853027,0,6.164999961853027
2017-09-12,6.35099983215332,5.870999813079834,6.248000144958496,6.35099983215332,0,6.35099983215332
2017-09-13,6.389999866485596,6.195000171661377,6.386000156402588,6.195000171661377,0,6.195000171661377
2017-09-14,6.348999977111816,6.335000038146973,6.348999977111816,6.339000225067139,0,6.339000225067139
2017-09-15,6.392000198364258,6.363999843597412,6.38700008392334,6.392000198364258,0,6.392000198364258
2017-09-18,6.564000129699707,6.36299991607666,6.552999973297119,6.36299991607666,0,6.36299991607666
2017-09-19,6.646999835968018,6.249000072479248,6.646999835968018,6.408999919891357,0,6.408999919891357
2017-09-20,6.710000038146973,6.639999866485596,6.639999866485596,6.710000038146973,0,6.710000038146973
2017-09-21,6.670000076293945,6.271999835968018,6.670000076293945,6.409999847412109,0,6.409999847412109
2017-09-22,6.580999851226807,6.396999835968018,6.580999851226807,6.396999835968018,0,6.396999835968018
2017-09-25,6.511000156402588,6.216000080108643,6.479000091552734,6.236000061035156,0,6.236000061035156
2017-09-26,6.4720001220703125,6.327000141143799,6.442999839782715,6.327000141143799,0,6.327000141143799
2017-09-27,6.515999794006348,6.392000198364258,6.497000217437744,6.406000137329102,0,6.406000137329102
2017-09-28,6.645999908447266,6.568999767303467,6.645999908447266,6.579999923706055,0,6.579999923706055
2017-09-29,6.806000232696533,6.360000133514404,6.806000232696533,6.360000133514404,0,6.360000133514404
2017-10-02,6.5960001945495605,6.433000087738037,6.585999965667725,6.442999839782715,0,6.442999839782715
2017-10-03,6.442999839782715,6.442999839782715,6.442999839782715,6.442999839782715,0,6.442999839782715
2017-10-04,6.716000080108643,6.4720001220703125,6.552000045776367,6.4720001220703125,0,6.4720001220703125
2017-10-05,6.666999816894531,6.421999931335449,6.650000095367432,6.421999931335449,0,6.421999931335449
2017-10-06,6.709000110626221,6.703000068664551,6.706999778747559,6.706999778747559,0,6.706999778747559
2017-10-09,6.676000118255615,6.664000034332275,6.670000076293945,6.664000034332275,0,6.664000034332275
2017-10-10,6.576000213623047,6.330999851226807,6.573999881744385,6.330999851226807,0,6.330999851226807
2017-10-11,6.5320000648498535,6.478000164031982,6.5320000648498535,6.482999801635742,0,6.482999801635742
2017-10-12,6.508999824523926,6.249000072479248,6.488999843597412,6.249000072479248,0,6.249000072479248
2017-10-13,6.500999927520752,6.48199987411499,6.48199987411499,6.500999927520752,0,6.500999927520752
2017-10-16,6.513999938964844,5.732999801635742,5.732999801635742,6.27400016784668,0,6.27400016784668
2017-10-17,6.565000057220459,6.557000160217285,6.557000160217285,6.563000202178955,0,6.563000202178955
2017-10-18,6.664000034332275,6.400000095367432,6.585999965667725,6.400000095367432,0,6.400000095367432
2017-10-19,6.533999919891357,6.205999851226807,6.533999919891357,6.205999851226807,0,6.205999851226807
2017-10-20,6.525000095367432,6.488999843597412,6.49399995803833,6.525000095367432,0,6.525000095367432
2017-10-23,6.465000152587891,6.236999988555908,6.447000026702881,6.236999988555908,0,6.236999988555908
2017-10-24,6.354000091552734,6.090000152587891,6.3379998207092285,6.090000152587891,0,6.090000152587891
2017-10-25,6.14900016784668,5.861000061035156,6.140999794006348,5.861000061035156,0,5.861000061035156
2017-10-26,6.072000026702881,5.835000038146973,6.0320000648498535,5.835000038146973,0,5.835000038146973
2017-10-27,6.068999767303467,5.750999927520752,6.056000232696533,5.750999927520752,0,5.750999927520752
2017-10-30,6.006999969482422,5.785999774932861,6.006999969482422,5.785999774932861,0,5.785999774932861
2017-10-31,5.785999774932861,5.785999774932861,5.785999774932861,5.785999774932861,0,5.785999774932861
2017-11-01,5.822000026702881,5.822000026702881,5.822000026702881,5.822000026702881,0,5.822000026702881
2017-11-02,5.843999862670898,5.51800012588501,5.833000183105469,5.775000095367432,0,5.775000095367432
2017-11-03,5.933000087738037,5.9029998779296875,5.923999786376953,5.9029998779296875,0,5.9029998779296875
2017-11-06,6.241000175476074,6.211999893188477,6.215000152587891,6.241000175476074,0,6.241000175476074
2017-11-07,6.479000091552734,6.210000038146973,6.455999851226807,6.269999980926514,0,6.269999980926514
2017-11-08,6.380000114440918,5.98199987411499,6.375999927520752,5.98199987411499,0,5.98199987411499
2017-11-09,6.269000053405762,5.951000213623047,6.264999866485596,6.015999794006348,0,6.015999794006348
2017-11-10,6.229000091552734,6.2210001945495605,6.22599983215332,6.224999904632568,0,6.224999904632568
2017-11-13,6.3460001945495605,5.982999801635742,6.3460001945495605,5.982999801635742,0,5.982999801635742
2017-11-14,6.239999771118164,5.916999816894531,6.239999771118164,5.916999816894531,0,5.916999816894531
