name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
"	StockholdersEquity","2,897,000,000","2,958,000,000","3,579,000,000","3,348,000,000","4,035,200,000","4,209,700,000","5,076,100,000","5,902,200,000","4,547,000,000","4,050,400,000","1,728,900,000","1,338,100,000","1,187,000,000","767,000,000","755,900,000","787,289,000","733,500,000","740,900,000",,
"		CapitalStock","2,000,000","2,000,000","2,000,000","2,000,000","2,400,000","500,000","600,000","600,000","700,000","700,000","500,000","500,000","600,000","600,000","600,000","734,310,000",,,,
"			PreferredStock",0,0,0,0,,0,0,0,0,0,0,,,,,"734,302,000",,,,
"			CommonStock","2,000,000","2,000,000","2,000,000","2,000,000","2,400,000","500,000","600,000","600,000","700,000","700,000","500,000","500,000","600,000","600,000","600,000","8,000",,,,
"		AdditionalPaidInCapital","1,303,000,000","1,368,000,000","1,397,000,000","1,380,000,000","1,377,400,000","1,415,900,000","1,594,300,000","2,492,400,000","2,804,800,000","2,732,200,000","723,500,000","709,400,000","790,800,000","751,200,000","743,000,000","5,555,000",,,,
"		RetainedEarnings","1,958,000,000","2,463,000,000","2,443,000,000","2,365,000,000","3,057,900,000","3,175,300,000","3,725,600,000","3,461,100,000","2,841,000,000","1,370,800,000","1,048,100,000","703,400,000","416,800,000","48,600,000","19,700,000","59,780,000",,,,
"		TreasuryStock",0,"504,000,000",,"1,000,000","152,700,000","222,200,000","201,800,000","2,300,000","1,000,200,000",,,,,,,,,,,
"		GainsLossesNotAffectingRetainedEarnings","-366,000,000","-371,000,000","-263,000,000","-398,000,000","-249,800,000","-159,800,000","-42,600,000","-49,600,000","-99,300,000","-53,300,000","-43,200,000","-75,200,000","-21,200,000","-33,400,000","-7,400,000","-12,356,000",,,,
"			ForeignCurrencyTranslationAdjustments",,,,,,,,,,,,,"1,000,000",,,,,,,
"			OtherEquityAdjustments",,,,,,,,,,,,,"-22,200,000",,,,,,,
"	MinorityInterest","2,740,000,000","2,773,000,000","3,105,000,000","3,144,000,000","352,000,000","362,800,000","362,300,000","380,000,000","385,900,000","383,000,000","16,000,000","12,600,000","17,300,000","13,600,000","13,600,000","12,772,000",,,,
TotalCapitalization,"6,854,000,000","7,656,000,000","8,271,000,000","9,126,000,000","9,627,900,000","8,802,200,000","8,174,200,000","7,502,200,000","6,164,800,000","6,004,500,000","1,733,600,000","1,338,100,000","1,191,900,000","771,200,000","760,100,000","1,026,193,000","733,500,000","740,900,000",,
PreferredStockEquity,,,,,,,,,,,,,,,,"734,302,000",,,,
CommonStockEquity,"2,897,000,000","2,958,000,000","3,579,000,000","3,348,000,000","4,035,200,000","4,209,700,000","5,076,100,000","5,902,200,000","4,547,000,000","4,050,400,000","1,728,900,000","1,338,100,000","1,187,000,000","767,000,000","755,900,000","52,987,000","733,500,000","740,900,000",,
CapitalLeaseObligations,"283,000,000",,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"422,000,000","490,000,000","1,079,000,000","875,000,000","1,489,400,000","2,075,100,000","2,934,500,000","3,788,100,000","2,482,500,000","1,964,700,000","1,728,000,000","1,337,200,000","1,186,100,000","766,100,000","755,000,000","785,962,000","733,500,000","740,900,000",,
WorkingCapital,"309,000,000","569,000,000","885,000,000","1,969,000,000","-88,100,000","1,634,800,000","1,801,800,000","1,857,400,000","767,400,000","394,800,000","803,300,000","615,100,000","649,800,000","279,700,000","235,000,000","363,994,000",,,,
InvestedCapital,"6,854,000,000","7,656,000,000","8,271,000,000","9,126,000,000","9,627,900,000","8,802,200,000","8,174,200,000","7,507,200,000","6,164,800,000","6,009,400,000","1,733,600,000","1,342,200,000","1,191,900,000","771,200,000","760,100,000","311,808,000","733,500,000","740,900,000",,
TangibleBookValue,"422,000,000","490,000,000","1,079,000,000","875,000,000","1,489,400,000","2,075,100,000","2,934,500,000","3,788,100,000","2,482,500,000","1,964,700,000","1,728,000,000","1,337,200,000","1,186,100,000","766,100,000","755,000,000","51,660,000","733,500,000","740,900,000",,
TotalDebt,"4,240,000,000","4,698,000,000","4,692,000,000","5,778,000,000","5,592,700,000","4,592,500,000","3,098,100,000","1,605,000,000","1,617,800,000","1,959,000,000","4,700,000","4,100,000","4,900,000","4,200,000","4,200,000","258,821,000",,,,
NetDebt,"3,670,000,000","4,016,000,000","3,857,000,000","4,614,000,000","5,306,700,000","2,595,900,000","1,387,300,000",,"410,800,000","1,161,300,000",,,,,,"208,818,000",,,,
ShareIssued,"216,023,826","233,800,903","233,287,799","233,141,771","235,493,395","245,904,140","283,668,560","314,808,140","359,679,190","356,335,925","242,849,925","242,011,255","281,282,010","275,860,505","275,138,615","275,000,000","275,000,000","275,000,000",,
OrdinarySharesNumber,"216,023,826","222,818,495","233,287,089","233,114,169","233,081,556","241,673,050","279,240,970","314,753,440","327,102,935","356,335,925","242,849,925","242,011,255","281,282,010","275,860,505","275,138,615","275,000,000","275,000,000","275,000,000",,
TreasurySharesNumber,,"10,982,408",710,"27,602","2,411,839","4,231,090","4,427,590","54,700","32,576,255",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ROA,0.026366132,0.040502793,0.022904984,0.026591399,-0.018306787,0.054941949,0.122620875,0.137159232,0.181835171,0.171508162,0.039869841,0.146538939,0.286731446,0.185192547,0.025805952,-0.031756372,0.043783626,-0.012998022,-0.021260498,
Operating Margin,0.14500485,0.203485839,0.163016482,0.055447942,0.160922659,0.30777801,0.336460617,0.428041719,0.481585845,0.458338116,0.231349306,0.260619537,0.293336054,0.218231944,0.03657348,0.071211486,0.090409123,-0.004028487,-0.018538606,
Net Margin,0.14500485,0.203485839,0.163016482,0.055447942,0.160922659,0.30777801,0.336460617,0.428041719,0.481585845,0.458338116,0.231349306,0.260619537,0.293336054,0.218231944,0.03657348,0.071211486,0.090409123,-0.004028487,-0.018538606,
Return On Equity,0.109423542,0.166666667,0.08102822,0.10692951,-0.068645916,0.166258878,0.273891373,0.24814476,0.406575764,0.380011851,0.201978136,0.273223227,0.576748104,0.485919166,0.044053446,-0.049537082,0.092340832,-0.024834661,#DIV/0!,
Current Ratio,1.464661654,1.807092199,2.525862069,3.870262391,0.927501646,2.668674084,3.175298805,2.954746369,1.744181536,1.417071625,2.674239266,1.751864075,2.032575878,1.791454443,1.688947523,1.856853647,#DIV/0!,#DIV/0!,#DIV/0!,
Quick ratio,0.936842105,1.368794326,2.051724138,3.376093294,0.663183015,2.461569868,2.844138597,2.662281625,1.449185415,1.131523347,2.241142143,1.032392128,1.664389004,1.293152235,0.952799765,1.307076457,#DIV/0!,#DIV/0!,#DIV/0!,
