Date,average_price,return
1989-01-01,6.278293984276908,0.59040627062712
1990-01-01,4.834173110162788,-0.23001803957105457
1991-01-01,6.766442977392626,0.39971052405377555
1992-01-01,8.444402127754032,0.24798245636113947
1993-01-01,10.081167782719428,0.193828483082997
1994-01-01,11.684560911996025,0.15904835271416112
1995-01-01,6.731122066104223,-0.42393025148307667
1996-01-01,5.495775866696215,-0.18352752888390117
1997-01-01,5.344671326663654,-0.027494669305609343
1998-01-01,5.247356068520319,-0.01820790319843354
1999-01-01,4.222557797318413,-0.195298023961024
2000-01-01,3.3294011401751686,-0.21152029173181586
2001-01-01,3.970425867265271,0.19253454303087555
2002-01-01,4.730403522650401,0.19140960712826097
2003-01-01,3.6641843063490733,-0.2253970958705728
2004-01-01,10.394204485984076,1.8367035107850984
2005-01-01,7.816761251479861,-0.2479692638315644
2006-01-01,18.433028304719354,1.3581413979133152
2007-01-01,13.885924320296937,-0.24668241751998154
2008-01-01,4.89547214277177,-0.6474507544581602
2009-01-01,2.7830801787120953,-0.4314991286751881
2010-01-01,7.109545423870995,1.554560044030433
2011-01-01,6.78367042730725,-0.045836263380438905
2012-01-01,3.912312175750732,-0.423275022323909
2013-01-01,4.600885500037481,0.17600163109545786
2014-01-01,8.645981832156105,0.8791995219367383
2015-01-01,15.837239148124816,0.8317455964599663
2016-01-01,32.527173284500364,1.053841138614851
2017-01-01,54.81889195841147,0.6853260342955596
2018-01-01,78.02639776587012,0.42334868470280457
2019-01-01,60.20149415636819,-0.22844709123940612
2020-01-01,37.30587292094476,-0.3803164947360614
