Date,average_price,return
2011-05-01,106.32757713681175,0.02687111475505477
2011-06-01,119.27364314686169,0.12175642818788414
2011-07-01,133.87909278869628,0.12245328688292768
2011-08-01,129.45634261421534,-0.03303540592003744
2011-09-01,142.41263689313615,0.10008234449764304
2011-10-01,135.47264898390998,-0.04873154560317436
2011-11-01,135.71653638567244,0.0018002704131918948
2011-12-01,136.07934933617003,0.002673314248652507
2012-01-01,163.0521553039551,0.19821380760097201
2012-02-01,169.58578567504884,0.040070800406863845
2012-03-01,153.17166484485972,-0.09678948483124036
2012-04-01,162.61034088134767,0.061621554130445295
2012-05-01,142.22672341086647,-0.12535252899663107
2012-06-01,132.37911950974237,-0.06923877359303436
2012-07-01,148.7385755266462,0.12358033561100903
2012-08-01,158.50645645805028,0.06567147020749962
2012-09-01,161.34155353746917,0.01788631922491569
2012-10-01,166.01134091331846,0.028943488354131953
2012-11-01,160.81975664411272,-0.03127246753531431
2012-12-01,160.6161666870117,-0.0012659511576773367
2013-01-01,174.75282505580358,0.08801516472709492
2013-02-01,166.240089818051,-0.04871300498309102
2013-03-01,162.23169403076173,-0.024112088676542645
2013-04-01,156.84715201637962,-0.03319044436139038
2013-05-01,167.1339971368963,0.06558515719458156
2013-06-01,151.72063980102538,-0.09222155635544417
2013-07-01,147.20713528719816,-0.029748783815745056
2013-08-01,129.63156127929688,-0.11939349253425582
2013-09-01,124.25980415344239,-0.04143865176691655
2013-10-01,121.82644321607506,-0.019582848644783685
2013-11-01,120.34082336425782,-0.012194559839379924
2013-12-01,110.65669577462333,-0.08047250566270223
2014-01-01,119.44149780273438,0.07938789394184717
2014-02-01,126.39323304828845,0.05820200996671468
2014-03-01,146.1967046828497,0.15668142318185152
2014-04-01,147.3920411609468,0.008176220392177653
2014-05-01,140.4644281296503,-0.04700126938151167
2014-06-01,131.5561777750651,-0.0634199738197259
2014-07-01,129.8956721912731,-0.0126220266647693
2014-08-01,117.27035958426339,-0.09719579100694567
2014-09-01,106.44191596621559,-0.09233742999028782
2014-10-01,91.36104616911516,-0.14168168301186035
2014-11-01,85.28501651161595,-0.06650569265868612
2014-12-01,70.34347187389027,-0.1751954241070074
2015-01-01,80.93980522155762,0.150637053665252
2015-02-01,93.81774420487254,0.1591051392830013
2015-03-01,104.27733993530273,0.11148845902315953
2015-04-01,104.41173807779948,0.0012888528090583705
2015-05-01,112.85340270996093,0.08084976639189147
2015-06-01,102.1589469909668,-0.09476414057695219
2015-07-01,98.55409240722656,-0.03528672416777149
2015-08-01,89.89716048467727,-0.08783939571762028
2015-09-01,87.44649178641183,-0.0272608020659691
2015-10-01,81.96812716397372,-0.06264819217469604
2015-11-01,70.47318305969239,-0.14023675423602383
2015-12-01,64.23317787863992,-0.08854439249277334
2016-01-01,50.190970972964635,-0.21861298739112947
2016-02-01,49.86201076507568,-0.006554171029409828
2016-03-01,63.14554058421742,0.2664058190859359
2016-04-01,65.06133633568173,0.030339367336782958
2016-05-01,74.36226835704986,0.14295636310604332
2016-06-01,74.25725416703658,-0.001412197238377046
2016-07-01,69.94965801239013,-0.05800909558218792
2016-08-01,59.5795550139054,-0.14825094636842803
2016-09-01,48.56240027291434,-0.18491502224915482
2016-10-01,45.201075962611604,-0.06921660155619433
2016-11-01,41.81418882097517,-0.07492934779778082
2016-12-01,50.79902103969029,0.2148752007884959
2017-01-01,57.80774402618408,0.13796964671854087
2017-02-01,52.8596305847168,-0.08559603085749258
2017-03-01,42.511385876199476,-0.19576838873159452
2017-04-01,42.33102316605417,-0.004242691844263808
2017-05-01,41.44396539167924,-0.020955264201746832
2017-06-01,33.93397469954057,-0.18120830430107593
2017-07-01,33.18986978530884,-0.021928021129862172
2017-08-01,27.141923904418945,-0.18222264564493573
2017-09-01,28.46835422515869,0.048870165777886936
2017-10-01,29.14752344651656,0.023856989272588735
2017-11-01,29.23912157331194,0.0031425697954564798
2017-12-01,31.011052989959715,0.060601390236877294
2018-01-01,33.84276544480097,0.09131300558410774
2018-02-01,28.647340372989053,-0.1535165641320264
2018-03-01,31.71636118207659,0.1071310903256223
2018-04-01,27.660363242739724,-0.12788345788006014
2018-05-01,26.582770694385875,-0.03895800423505626
2018-06-01,26.368263426281157,-0.008069409715444781
2018-07-01,32.469374247959685,0.2313808354780608
2018-08-01,32.34139193659244,-0.003941631593817672
2018-09-01,33.60317009373715,0.039014342970102076
2018-10-01,35.74780439293903,0.06382238024624923
2018-11-01,35.14342317127046,-0.01690680677966187
2018-12-01,30.548335727892425,-0.13075241478281757
2019-01-01,32.807373591831755,0.07394962148058022
2019-02-01,33.645729767648795,0.025553894872760267
2019-03-01,37.19342985607329,0.10544280397317146
2019-04-01,34.5956662495931,-0.06984469075674662
2019-05-01,34.8694541237571,0.007913935583397544
2019-06-01,34.303721809387206,-0.016224295119792363
2019-07-01,35.47032234885476,0.034007987411684065
2019-08-01,36.06833457946777,0.01685950933096958
2019-09-01,35.7844856262207,-0.007869754912627897
2019-10-01,34.54695676720661,-0.03458283212284893
2019-11-01,30.264999866485596,-0.12394599413125798
2019-12-01,29.190476099650066,-0.03550384178343974
2020-01-01,28.90476199558803,-0.009787922029317733
2020-02-01,25.152631558870013,-0.12981011354775154
2020-03-01,11.940908952192826,-0.525262041697506
2020-04-01,9.333333333333334,-0.21837329380027118
2020-05-01,9.025000047683715,-0.03303570917674487
2020-06-01,10.318181774832986,0.14328883327609165
2020-07-01,9.04090911691839,-0.1237885400536346
2020-08-01,9.461904843648275,0.046565640831635946
2020-09-01,8.485714253925142,-0.1031706200658364
