Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34
name,2020/12/31,2019/12/31,2018/12/31,2017/12/31,2016/12/31,2015/12/31,2014/12/31,2013/5/31,2012/5/31,2011/5/31,2010/5/31,2009/5/31,2008/5/31,2007/5/31,2006/5/31,2005/5/31,2003/12/31,2002/12/31,2001/12/31,2000/12/31,1999/12/31,1998/12/31,1997/12/31,1997/6/30,1996/6/30,1995/6/30,1994/6/30,1993/6/30,1992/6/30,1991/6/30,1990/6/30,1989/6/30,1988/6/30
