Unnamed: 0,CurrentRatio,DERatio,NetMargin,OperatingMargin,QuickRatio,ROA1,ROC1,ROE1,asset,current_asset,current_liability,debt,entity.cik,entity.name,eps,equity,inventory,net_income,operating_income,period.end,period.fiscal-year,revenue
0.0,4.168144911774082,0.14577984656757806,0.10200469760139158,0.13713810391862885,1.5239738228731083,0.11005933301507195,0.21446088794926005,0.153680016455513,366575000.0,222283000.0,53329000.0,38271000.0,835011.0,"MGP INGREDIENTS, INC.",2.37,262526000,141011000.0,40345000.0,54241000.0,1/1/21,2020.0,395521000.0
1.0,4.687771981168088,0.17597513893457523,0.10694289376834967,0.1302347379012805,1.203079272172032,0.12025220321329709,0.2462856133194047,0.16790308339537058,322597000.0,184206000.0,39295000.0,40658000.0,835011.0,"MGP INGREDIENTS, INC.",2.27,231044000,136931000.0,38793000.0,47242000.0,1/1/20,2019.0,362745000.0
2.0,4.127352320956677,0.10444745607895116,0.0991361087402184,0.1333407783795857,1.2239809945813203,0.13416723043484519,0.2098800973039886,0.18508645211252922,277892000.0,154623000.0,37463000.0,21040000.0,835011.0,"MGP Ingredients, Inc.",2.17,201441000,108769000.0,37284000.0,50148000.0,1/1/19,2018.0,376089000.0
3.0,3.2405483405483406,0.1268713328987139,0.12037196933066242,0.12349761690958072,1.0003126503126503,0.17402466628940447,0.26309876502113777,0.24786937711136134,240328000.0,134742000.0,41580000.0,21407000.0,835011.0,"MGP Ingredients, Inc.",2.44,168730000,93149000.0,41823000.0,42909000.0,1/1/18,2017.0,347448000.0
4.0,2.997729422894986,0.11086047083914363,0.0979818577717171,0.13188777834683893,0.8661440735234491,0.13838889480597863,0.21036141584123264,0.2131627156645613,225336000.0,110901000.0,36995000.0,16218000.0,835011.0,"MGP Ingredients, Inc.",1.82,146292000,78858000.0,31184000.0,41975000.0,1/1/17,2016.0,318263000.0
5.0,2.4210721967021587,0.06524621212121212,0.07994713129265821,0.10027350093405453,0.8624040784896843,0.13478976892594308,0.17379445216406772,0.22547348484848484,194310000.0,91180000.0,37661000.0,7579000.0,835011.0,MGP INGREDIENTS INC,1.48,116160000,58701000.0,26191000.0,32850000.0,1/1/16,2015.0,327604000.0
6.0,2.674808117601145,0.07349207109663201,0.07554171466131467,0.05302757152930891,1.5547027448939768,0.14777018381549792,0.19564335424273632,0.22684808125329373,160215000.0,82245000.0,30748000.0,7670000.0,835011.0,MGP INGREDIENTS INC,1.32,104365000,34441000.0,23675000.0,16619000.0,1/1/15,2014.0,313403000.0
7.0,2.1050073206442166,0.044250824111858635,-0.015247599485250446,-0.016082830132647,1.0825475841874086,-0.03257141724322503,-0.008709500492304846,-0.06040219109591559,151329000.0,71886000.0,34150000.0,3611000.0,835011.0,MGP INGREDIENTS INC,-0.29,81603000,34917000.0,-4929000.0,-5199000.0,1/1/14,2013.0,323264000.0
8.0,2.6230559940882068,0.059520656017137526,0.004857403502475062,-0.002823515336414076,1.3959557959087703,0.009952748956616065,0.04162504366584748,0.018703859398574177,163171000.0,78091000.0,29771000.0,5168000.0,835011.0,MGP INGREDIENTS INC,0.09,86827000,36532000.0,1624000.0,-944000.0,1/1/13,2012.0,334335000.0
9.0,1.3191935238545909,0.08115598720833826,0.0725626522382866,0.02157434004489537,0.793902418414426,0.06287058767890184,0.10337733584776274,0.12596233566267914,169157000.0,78058000.0,59171000.0,6852000.0,835011.0,MGP INGREDIENTS INC,0.59,84430000,31082000.0,10635000.0,3162000.0,1/1/12,2011.0,146563000.0
10.0,1.591589130894481,0.10242293678023352,-0.005290323100540314,0.0025988258947817994,1.1401459082258405,-0.009620245744891304,0.04681169083329059,-0.017460570759860634,136483000.0,60213000.0,37832000.0,7702000.0,835011.0,MGP INGREDIENTS INC,-0.08,75198000,17079000.0,-1313000.0,645000.0,30/6/11,2011.0,248189000.0
11.0,2.0636263643286235,0.028605187953396352,0.04326363685875695,0.03592099855919909,1.4497842457060666,0.07204577685432538,0.08921209722634478,0.1200538579907672,121284000.0,48780000.0,23638000.0,2082000.0,835011.0,MGP INGREDIENTS INC,0.52,72784000,14510000.0,8738000.0,7255000.0,30/6/10,2010.0,201971000.0
12.0,1.6305782621858915,0.15077327656377185,-0.23687511137307582,-0.27074966074047674,1.2188313654253708,-0.4762767687346691,-0.40990959953697326,-1.0820080145263289,145132000.0,80787000.0,49545000.0,9632000.0,835011.0,MGP INGREDIENTS INC,-4.17,63884000,20400000.0,-69123000.0,-79008000.0,30/6/09,2009.0,291812000.0
0.0,1.2800925925925926,2.0870625358577164,0.09376512731145319,0.14164004259850904,0.625736531986532,0.11459843218458808,0.5450377163141548,0.5556511761331039,3380500000.0,1216600000.0,950400000.0,1455100000.0,825542.0,Scotts Miracle-Gro Co,6.96,697200000,621900000.0,387400000.0,585200000.0,30/9/20,2020.0,4131600000.0
1.0,1.6788074133763093,2.1197996382357034,0.14597591888466413,0.12978453738910012,0.808058017727639,0.15211146696602504,0.6551325651269522,0.6410185056351746,3028700000.0,1041700000.0,620500000.0,1523500000.0,825542.0,Scotts Miracle-Gro Co,8.3,718700000,540300000.0,460700000.0,409600000.0,30/9/19,2019.0,3156000000.0
2.0,1.4455687938632282,5.312464749012972,0.023916798077645116,0.07467898175264699,0.6598661661498286,0.02085447700114585,0.6375838926174496,0.179639029892837,3054500000.0,885700000.0,612700000.0,1883800000.0,825542.0,Scotts Miracle-Gro Co,1.13,354600000,481400000.0,63700000.0,198900000.0,30/9/18,2018.0,2663400000.0
3.0,1.6192837465564738,1.9389642416769421,0.08262367056508081,0.16403618333901063,0.87089072543618,0.07946851110302147,0.5374226428831452,0.3364673242909988,2747000000.0,881700000.0,544500000.0,1258000000.0,825542.0,Scotts Miracle-Gro Co,3.68,648800000,407500000.0,218300000.0,433400000.0,30/9/17,2017.0,2642100000.0
4.0,1.460755197284684,1.4414149888143177,0.12580799616949964,0.17859707924347618,0.902559751096026,0.11441323753537992,0.4884969881704042,0.4408557046979866,2755800000.0,1032900000.0,707100000.0,1030900000.0,825542.0,SCOTTS MIRACLE-GRO CO,5.16,715200000,394700000.0,315300000.0,447600000.0,30/9/16,2016.0,2506200000.0
5.0,1.8092466860653087,1.6513613661994522,0.06739488001349585,0.10703892708025811,1.1694148076301325,0.06323203545425768,0.4688192465970244,0.2574512647011439,2527200000.0,1119200000.0,618600000.0,1025000000.0,825542.0,SCOTTS MIRACLE-GRO CO,2.62,620700000,395800000.0,159800000.0,253800000.0,30/9/15,2015.0,2371100000.0
6.0,1.7165412153478978,1.2504966588405273,0.07605170602475678,0.12958479879413512,1.009546539379475,0.08089199825098382,0.41728610989651654,0.3007043525374752,2058300000.0,935000000.0,544700000.0,692400000.0,825542.0,SCOTTS MIRACLE-GRO CO,2.7,553700000,385100000.0,166500000.0,283700000.0,30/9/14,2014.0,2189300000.0
7.0,1.728128677912907,0.6729064039408867,0.07436986427845997,0.14333856522943403,1.0908199293840721,0.08316126367953748,0.32996076811893454,0.22674173117522872,1937200000.0,881000000.0,509800000.0,478100000.0,825542.0,SCOTTS MIRACLE-GRO CO,2.61,710500000,324900000.0,161100000.0,310500000.0,30/9/13,2013.0,2166200000.0
8.0,2.3062730627306274,1.2977238743977404,,,1.34940036900369,0.05134014654839954,0.4278827612803702,0.17693969097856788,2074400000.0,1000000000.0,433600000.0,781100000.0,825542.0,SCOTTS MIRACLE-GRO CO,1.75,601900000,414900000.0,106500000.0,241200000.0,30/9/12,2012.0,
16.0,2.118011096884336,1.4144337263308324,,,1.2921468203158344,0.08181463794951759,0.4676444790956047,0.29992854590925333,2052200000.0,992500000.0,468600000.0,791800000.0,825542.0,SCOTTS MIRACLE-GRO CO,2.6,559800000,387000000.0,167900000.0,274800000.0,30/9/11,2011.0,
17.0,1.5175081433224755,0.5712230215827339,,,1.0385450597176982,0.09431608133086876,0.29611829944547136,0.26697187704381947,2164000000.0,1118100000.0,736800000.0,436700000.0,825542.0,SCOTTS MIRACLE-GRO CO,3.08,764500000,352900000.0,204100000.0,374400000.0,30/9/10,2010.0,
18.0,1.4414640591966172,,,,0.8350951374207188,0.06905094365118689,,0.2622754491017964,2220100000.0,1090900000.0,756800000.0,,825542.0,SCOTTS MIRACLE-GRO CO,2.36,584500000,458900000.0,153300000.0,260500000.0,30/9/09,2009.0,
19.0,,,,,,,,-0.024959926723150904,,,,,825542.0,SCOTTS MIRACLE-GRO CO,-0.17,436700000,,-10900000.0,139800000.0,30/9/08,2008.0,
20.0,,,,,,,,,,,,,,,,479300000,,,,30/9/07,2007.0,
