name,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989,09/30/1988,09/30/1987,09/30/1986,09/30/1985
			TaxesReceivable,"42,374,000","33,828,000","34,343,000","78,726,000","37,971,000",,,,,,"47,739,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"2,367,000","2,151,000",,,"50,200,000",,,,"942,000",,,,,"1,990,000",,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,"-942,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"104,180,000","149,653,000","158,134,000","137,204,000","124,325,000","128,729,000","106,241,000","88,866,000","78,777,000","54,407,000","43,402,000","44,723,000","33,098,000","29,145,000","26,165,000","21,313,000","20,826,000","22,533,000","22,511,000","28,934,000","25,598,000","25,200,000","25,400,000","19,600,000","16,900,000","21,300,000","21,000,000","17,600,000","17,600,000","16,700,000","10,100,000","8,800,000","7,700,000","8,600,000","6,700,000","8,600,000"
			RawMaterials,"104,180,000","149,653,000","158,134,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"23,412,000","19,878,000","17,933,000","7,930,000","31,899,000","14,955,000","13,750,000","19,254,000","16,992,000","49,736,000","64,171,000","63,549,000","16,103,000","9,599,000","11,090,000","16,126,000","22,156,000","45,721,000","16,753,000","32,281,000","24,829,000",,,,,,,,,,,,,,,
		RestrictedCash,"45,577,000","31,291,000","39,830,000","32,439,000","27,566,000","29,998,000","28,244,000","23,691,000","28,989,000",,,,"10,274,000","6,203,000",,"2,195,000",,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,"4,528,000","10,571,000","6,484,000","6,458,000","9,913,000","29,099,000","36,652,000","37,131,000","37,364,000","19,855,000","14,282,000","12,861,000","21,939,000","11,559,000","10,168,000","8,765,000","4,346,000",,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,"0","17,200,000","16,519,000","25,736,000","17,555,000","19,855,000","14,282,000","12,861,000","21,939,000","11,559,000","10,168,000","8,765,000","4,346,000",,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,"3,000","45,416,000","8,097,000","7,206,000","3,705,000","7,619,000","7,529,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"13,421,000","5,037,000","2,151,000","8,293,000","8,689,000","15,265,000","19,150,000","16,276,000","8,903,000","584,538,000","10,270,000","1,023,000","24,887,000","13,072,000","9,263,000",,,,,,,"14,000,000","15,000,000","11,700,000","5,200,000","14,700,000","3,600,000","14,900,000","22,000,000","46,500,000","63,800,000","36,500,000","7,700,000","3,300,000","3,700,000","9,000,000"
	TotalNonCurrentAssets,"3,866,294,000","4,724,429,000","5,099,317,000","5,204,721,000","5,259,333,000","5,713,005,000","5,444,495,000","5,006,616,000","4,825,857,000","4,047,578,000","3,612,566,000","3,638,092,000","2,897,398,000","2,386,405,000","1,706,021,000","1,163,553,000","1,160,958,000","1,218,304,000","1,048,562,000","1,033,095,000","994,348,000","949,100,000","906,100,000","875,600,000","707,500,000","595,200,000","501,900,000","460,400,000","452,400,000","433,000,000","382,200,000","422,900,000","414,700,000","412,400,000","431,400,000","464,600,000"
		NetPPE,"3,675,123,000","4,473,147,000","4,788,494,000","4,977,215,000","5,122,581,000","5,545,095,000","5,166,486,000","4,654,408,000","4,351,571,000","3,677,070,000","3,275,020,000","3,265,907,000","2,682,251,000","2,152,616,000","1,483,134,000","981,965,000","998,674,000","1,058,205,000","897,445,000","818,404,000","673,605,000","691,200,000","692,400,000","539,000,000","463,500,000","423,800,000","400,700,000","358,800,000","364,600,000","336,500,000","282,700,000","292,500,000","280,900,000","272,000,000","273,100,000","301,600,000"
			GrossPPE,"8,487,394,000","9,089,197,000","9,077,359,000","8,816,929,000","8,424,700,000","8,538,184,000","7,835,011,000","6,957,373,000","6,306,098,000","5,341,061,000","4,683,694,000","4,546,337,000","3,754,251,000","3,057,271,000","2,303,716,000","1,737,989,000","1,683,112,000","1,679,210,000","1,439,322,000","1,686,567,000","1,480,390,000","1,448,300,000","1,378,600,000","1,160,900,000","1,070,400,000","1,010,800,000","943,200,000","873,300,000","848,800,000","783,400,000","703,400,000","694,400,000","650,300,000","621,300,000","602,900,000","586,700,000"
				Properties,"7,928,515,000","8,499,633,000","8,442,081,000","8,197,572,000","7,881,544,000","7,985,052,000","7,191,281,000","6,493,606,000","62,177,000","61,476,000","61,735,000","61,114,000","0","0",,"0","0","0","0","0","0",,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,"60,811,000","59,467,000",,"57,489,000","56,307,000","56,247,000","48,925,000","572,252,000","508,373,000",,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,,,,,,,"5,743,354,000","4,834,985,000","4,285,277,000","4,076,371,000","3,263,818,000","2,651,680,000","1,911,039,000","1,549,112,000","1,531,937,000","1,490,389,000","1,235,784,000","1,028,015,000","891,749,000",,,,,,,,,,,,,,,
				OtherProperties,"509,287,000","471,803,000","471,310,000","450,031,000","444,843,000","457,614,000","354,853,000","310,515,000","284,813,000","211,897,000","182,087,000","176,797,000","150,200,000","131,482,000","172,074,000","96,614,000","93,640,000","87,570,000","82,310,000","86,300,000","80,268,000",,,,,,,,,,,,,,,
				ConstructionInProgress,"49,592,000","117,761,000","163,968,000","169,326,000","98,313,000","95,518,000","288,877,000","153,252,000","215,754,000","232,703,000","154,595,000","232,055,000","279,422,000","214,642,000","220,603,000","34,774,000","1,228,000","45,004,000","72,303,000",,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-4,812,271,000","-4,616,050,000","-4,288,865,000","-3,839,714,000","-3,302,119,000","-2,993,089,000","-2,668,525,000","-2,302,965,000","-1,954,527,000","-1,663,991,000","-1,408,674,000","-1,280,430,000","-1,072,000,000","-904,655,000","-820,582,000","-756,024,000","-684,438,000","-621,005,000","-541,877,000","-868,163,000","-806,785,000","-757,100,000","-686,200,000","-621,900,000","-606,900,000","-587,000,000","-542,500,000","-514,500,000","-484,200,000","-446,900,000","-420,700,000","-401,900,000","-369,400,000","-349,300,000","-329,800,000","-285,100,000"
		GoodwillAndOtherIntangibleAssets,"126,680,000","169,502,000","137,984,000","102,490,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,"45,653,000","82,786,000","64,777,000","51,705,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"81,027,000","86,716,000","73,207,000","50,785,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentProperties,"15,801,000","28,937,000","68,888,000","23,836,000","22,152,000","22,140,000","22,058,000","21,695,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"31,585,000","31,991,000","98,696,000","84,026,000","84,955,000","104,354,000","236,644,000","316,154,000","451,144,000","347,924,000","320,712,000","356,404,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"17,105,000","20,852,000","5,255,000","17,154,000","29,645,000","41,416,000","19,307,000","14,359,000","23,142,000","22,584,000","16,834,000","15,781,000","215,147,000","233,789,000","222,887,000","181,588,000","162,284,000","160,099,000","151,117,000","214,691,000","320,743,000","257,900,000","213,700,000","336,600,000","244,000,000","171,400,000","101,200,000","101,600,000","87,800,000","96,500,000","99,500,000","130,400,000","133,800,000","140,400,000","158,300,000","163,000,000"
TotalLiabilitiesNetMinorityInterest,"1,511,107,000","1,827,292,000","1,832,132,000","2,275,397,000","2,271,094,000","2,254,560,000","1,830,884,000","1,821,100,000","1,886,087,000","1,733,844,000","1,457,905,000","1,478,015,000","1,322,571,000","1,069,853,000","752,820,000","584,112,000","492,734,000","498,584,000","332,143,000","338,030,000","303,789,000","261,600,000","297,300,000","253,000,000","175,900,000","147,800,000","100,500,000","102,000,000","92,200,000","84,100,000","103,400,000","147,800,000","145,700,000","150,500,000","155,000,000","188,100,000"
	CurrentLiabilities,"219,136,000","410,238,000","377,168,000","344,385,000","330,120,000","351,228,000","507,526,000","452,273,000","381,164,000","416,729,000","232,638,000","301,906,000","308,957,000","226,612,000","264,548,000","89,481,000","59,903,000","88,618,000","72,899,000","121,221,000","78,894,000","71,900,000","125,500,000","95,200,000","62,600,000","69,600,000","46,700,000","46,400,000","35,900,000","34,000,000","53,900,000","53,900,000","26,500,000","23,800,000","23,500,000","33,000,000"
		PayablesAndAccruedExpenses,"156,283,000","332,958,000","331,092,000","286,431,000","262,656,000","237,104,000","434,944,000","303,137,000","259,217,000","296,750,000","204,686,000","196,906,000","282,224,000","226,612,000","235,827,000","89,481,000","59,903,000","58,618,000","72,899,000","121,221,000","78,894,000","25,700,000","41,900,000","42,600,000","25,600,000","26,400,000","22,600,000","23,800,000","16,300,000","14,000,000","16,300,000","18,300,000",,,,
			Payables,"103,456,000","192,989,000","190,722,000","179,277,000","126,865,000","149,696,000","235,180,000","182,707,000","196,587,000","103,852,000","125,468,000","70,218,000","153,851,000","124,556,000","138,750,000","44,854,000","28,012,000","29,630,000","41,045,000","67,595,000","32,279,000","25,700,000","41,900,000","42,600,000","25,600,000","26,400,000","22,600,000","23,800,000","16,300,000","14,000,000","16,300,000","18,300,000",,,,
				AccountsPayable,"36,468,000","123,146,000","132,664,000","135,628,000","95,422,000","110,704,000","182,031,000","144,379,000","159,420,000","103,852,000","80,534,000","70,218,000","153,851,000","124,556,000","138,750,000","44,854,000","28,012,000","29,630,000","41,045,000","67,595,000","32,279,000","25,700,000","41,900,000","42,600,000","25,600,000","26,400,000","22,600,000","23,800,000","16,300,000","14,000,000","16,300,000","18,300,000",,,,
				TotalTaxPayable,"39,762,000","69,843,000","58,058,000","43,649,000","31,443,000","38,992,000","53,149,000","38,328,000","37,167,000",,"44,934,000",,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"0","19,277,000","7,375,000","8,011,000","0","0","10,611,000","0","1,325,000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,"27,226,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"52,827,000","139,969,000","140,370,000","107,154,000","135,791,000","87,408,000","199,764,000","120,430,000","62,630,000","192,898,000","79,218,000","126,688,000","128,373,000","102,056,000","97,077,000","44,627,000","31,891,000","28,988,000","31,854,000","53,626,000","46,615,000",,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"36,518,000","37,117,000","15,887,000","22,159,000","14,801,000","10,796,000","8,118,000","7,028,000","52,187,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"11,364,000",,,,,"39,094,000","40,000,000","115,000,000","40,000,000","115,000,000",,"105,000,000","26,733,000",,"28,721,000",,,"30,000,000",,,,"5,000,000","44,800,000","5,000,000","5,000,000","21,700,000",,"5,700,000","1,100,000","1,900,000","20,700,000","21,800,000","2,800,000","2,900,000","4,000,000","4,800,000"
			CurrentDebt,,,,,,"39,094,000","40,000,000","115,000,000","40,000,000","115,000,000",,"105,000,000","26,733,000",,"28,721,000",,,"30,000,000",,,,"5,000,000","44,800,000","5,000,000","5,000,000","21,700,000",,"5,700,000","1,100,000","1,900,000","20,700,000","21,800,000","2,800,000","2,900,000","4,000,000","4,800,000"
				CurrentNotesPayable,,,,,,,,,,,,"0","1,733,000",,"3,721,000",,,"30,000,000",,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,"39,094,000","40,000,000",,,,,"105,000,000","25,000,000",,"25,000,000",,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"11,364,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"14,971,000","40,163,000","30,189,000","35,721,000","52,604,000","60,857,000","21,247,000","23,898,000","24,631,000",,"19,960,000",,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"14,971,000","40,163,000","30,189,000","35,721,000","52,604,000","60,857,000","21,247,000","23,898,000","11,280,000",,"6,438,000",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,"74,000","59,000","3,377,000","3,217,000","3,210,000","5,129,000","4,979,000","7,992,000",,,,,,,,,,,"41,200,000","38,800,000","47,600,000","32,000,000","21,500,000","24,100,000","16,900,000","18,500,000","18,100,000","16,900,000","13,800,000","23,700,000","20,900,000","19,500,000","28,200,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,291,971,000","1,417,054,000","1,454,964,000","1,931,012,000","1,940,974,000","1,903,332,000","1,323,358,000","1,368,827,000","1,504,923,000","1,317,115,000","1,225,267,000","1,176,109,000","1,013,614,000","843,241,000","488,272,000","494,631,000","432,831,000","409,966,000","259,244,000","216,809,000","224,895,000","189,700,000","171,800,000","157,800,000","113,300,000","78,200,000","53,800,000","55,600,000","56,300,000","50,100,000","49,500,000","93,900,000","119,200,000","126,700,000","131,500,000","155,100,000"
		LongTermDebtAndCapitalLeaseObligation,"514,613,000","479,356,000","493,968,000","492,902,000","491,847,000","492,443,000","40,000,000","80,000,000","195,000,000","235,000,000","360,000,000","420,000,000","475,000,000","445,000,000","175,000,000","200,000,000","200,000,000","200,000,000","100,000,000","50,000,000","50,000,000","50,000,000","50,000,000",,,,,"3,600,000","8,300,000","5,700,000","5,600,000","49,100,000","70,700,000","74,700,000","79,300,000","85,500,000"
			LongTermDebt,"480,727,000","479,356,000","493,968,000","492,902,000","491,847,000","492,443,000","40,000,000","80,000,000","195,000,000","235,000,000","360,000,000","420,000,000","475,000,000","445,000,000","175,000,000","200,000,000","200,000,000","200,000,000","100,000,000","50,000,000","50,000,000","50,000,000","50,000,000",,,,,"3,600,000","8,300,000","5,700,000","5,600,000","49,100,000","70,700,000","74,700,000","79,300,000","85,500,000"
			LongTermCapitalLeaseObligation,"33,886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"663,835,000","816,082,000","855,874,000","1,340,378,000","1,367,237,000","1,334,534,000","1,219,077,000","1,232,829,000","1,247,354,000","975,280,000","771,383,000","681,542,000","479,963,000","363,534,000","269,919,000","246,975,000","194,573,000","181,737,000","131,401,000","144,439,000","156,650,000","116,600,000","103,500,000","141,300,000","98,300,000","66,000,000","44,500,000","44,700,000","39,100,000","42,000,000","40,500,000","42,100,000","43,300,000","46,900,000","45,500,000","61,500,000"
			NonCurrentDeferredTaxesLiabilities,"650,675,000","806,611,000","853,136,000","1,332,689,000","1,342,456,000","1,295,065,000","1,215,259,000","1,222,981,000","1,221,224,000","975,280,000","771,383,000","681,542,000","479,963,000","363,534,000","269,919,000","246,975,000","194,573,000","181,737,000","131,401,000","144,439,000","156,650,000","116,600,000","103,500,000","141,300,000","98,300,000","66,000,000","44,500,000","44,700,000","39,100,000","42,000,000","40,500,000","42,100,000","43,300,000","46,900,000","45,500,000","61,500,000"
			NonCurrentDeferredRevenue,"2,955,000","9,471,000","2,738,000","7,689,000","24,781,000","39,469,000","3,818,000","9,848,000","6,766,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,"12,385,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,"91,412,000","88,886,000","74,431,000","67,026,000","61,413,000","49,276,000","38,781,000","35,611,000","40,142,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"54,043,000","51,768,000","35,051,000","37,989,000","39,762,000","28,430,000","25,305,000","23,404,000","40,142,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,"13,389,000","15,341,000","14,254,000","4,012,000","3,890,000","4,720,000","3,989,000","495,000","2,490,000","2,550,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"8,722,000","17,389,000","16,437,000","26,694,000","16,587,000","22,359,000","21,511,000","19,892,000","7,552,000","104,285,000","93,884,000","74,567,000","58,651,000","34,707,000","43,353,000","47,656,000","38,258,000","28,229,000","27,843,000","22,370,000","18,245,000","23,100,000","18,300,000","16,500,000","15,000,000","12,200,000","9,300,000","7,300,000","8,900,000","2,400,000","3,400,000","2,700,000","5,200,000","5,100,000","6,700,000","8,100,000"
TotalEquityGrossMinorityInterest,"3,318,514,000","4,012,223,000","4,382,735,000","4,164,591,000","4,560,925,000","4,897,452,000","4,890,977,000","4,443,727,000","3,834,998,000","3,270,047,000","2,807,465,000","2,683,009,000","2,265,474,000","1,815,516,000","1,381,892,000","1,079,238,000","914,110,000","917,251,000","895,170,000","1,026,477,000","955,703,000","848,100,000","793,100,000","780,600,000","646,000,000","562,400,000","524,300,000","508,900,000","493,300,000","491,100,000","479,500,000","443,400,000","430,800,000","420,800,000","408,200,000","427,900,000"
	StockholdersEquity,"3,318,514,000","4,012,223,000","4,382,735,000","4,164,591,000","4,560,925,000","4,897,452,000","4,890,977,000","4,443,727,000","3,834,998,000","3,270,047,000","2,807,465,000","2,683,009,000","2,265,474,000","1,815,516,000","1,381,892,000","1,079,238,000","914,110,000","917,251,000","895,170,000","1,026,477,000","955,703,000","848,100,000","793,100,000","780,600,000","646,000,000","562,400,000","524,300,000","508,900,000","493,300,000","491,100,000","479,500,000","443,400,000","430,800,000","420,800,000","408,200,000","427,900,000"
		CapitalStock,"11,215,000","11,208,000","11,201,000","11,196,000","11,140,000","11,099,000","11,051,000","10,874,000","10,760,000","10,724,000","10,706,000","10,706,000","10,706,000","10,706,000","10,706,000","5,353,000","5,353,000","5,353,000","5,353,000","5,353,000","5,353,000","5,400,000",,,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"11,215,000","11,208,000","11,201,000","11,196,000","11,140,000","11,099,000","11,051,000","10,874,000","10,760,000","10,724,000","10,706,000","10,706,000","10,706,000","10,706,000","10,706,000","5,353,000","5,353,000","5,353,000","5,353,000","5,353,000","5,353,000","5,400,000",,,,,,,,,,,,,,
		AdditionalPaidInCapital,"521,628,000","510,305,000","500,393,000","487,248,000","448,452,000","420,141,000","383,972,000","288,758,000","236,240,000","210,909,000","191,900,000","176,039,000","169,497,000","143,146,000","135,500,000","112,297,000","85,466,000","83,302,000","82,489,000","80,324,000","66,090,000","61,400,000",,,,,,,,,,,,,,
		RetainedEarnings,"3,010,012,000","3,714,307,000","4,027,779,000","3,855,686,000","4,289,807,000","4,649,952,000","4,525,797,000","4,102,663,000","3,505,295,000","2,954,210,000","2,547,917,000","2,414,942,000","2,082,518,000","1,645,766,000","1,215,127,000","939,380,000","828,763,000","840,776,000","838,929,000","943,105,000","813,885,000","746,000,000","716,900,000","629,600,000","557,500,000","495,700,000","496,300,000","482,400,000","468,000,000","467,600,000","456,000,000","429,900,000","417,500,000","407,100,000","394,500,000","396,300,000"
		TreasuryStock,"198,153,000","194,962,000","173,188,000","191,839,000","188,270,000","182,363,000","112,969,000","91,098,000","84,104,000","4,704,000","27,165,000","31,129,000","35,654,000","59,987,000","49,086,000","25,202,000","41,724,000","45,838,000","47,591,000","49,802,000","32,412,000","35,300,000",,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-26,188,000","-28,635,000","16,550,000","2,300,000","-204,000","-1,377,000","83,126,000","132,530,000","166,807,000","98,908,000","84,107,000","112,451,000","38,407,000","75,885,000","69,645,000","47,410,000","36,252,000","33,658,000","15,990,000","47,497,000","102,787,000","70,700,000",,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,"-100,000","76,200,000","151,000,000","88,500,000","66,700,000","28,000,000","26,500,000","25,300,000","23,500,000","23,500,000","13,500,000","13,300,000","13,700,000","13,700,000","31,600,000"
TotalCapitalization,"3,799,241,000","4,491,579,000","4,876,703,000","4,657,493,000","5,052,772,000","5,389,895,000","4,930,977,000","4,523,727,000","4,029,998,000","3,505,047,000","3,167,465,000","3,103,009,000","2,740,474,000","2,260,516,000","1,556,892,000","1,279,238,000","1,114,110,000","1,117,251,000","995,170,000","1,076,477,000","1,005,703,000","898,100,000","843,100,000","780,600,000","646,000,000","562,400,000","524,300,000","512,500,000","501,600,000","496,800,000","485,100,000","492,500,000","501,500,000","495,500,000","487,500,000","513,400,000"
CommonStockEquity,"3,318,514,000","4,012,223,000","4,382,735,000","4,164,591,000","4,560,925,000","4,897,452,000","4,890,977,000","4,443,727,000","3,834,998,000","3,270,047,000","2,807,465,000","2,683,009,000","2,265,474,000","1,815,516,000","1,381,892,000","1,079,238,000","914,110,000","917,251,000","895,170,000","1,026,477,000","955,703,000","848,100,000","793,100,000","780,600,000","646,000,000","562,400,000","524,300,000","508,900,000","493,300,000","491,100,000","479,500,000","443,400,000","430,800,000","420,800,000","408,200,000","427,900,000"
CapitalLeaseObligations,"45,250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"3,191,834,000","3,842,721,000","4,244,751,000","4,062,101,000","4,560,925,000","4,897,452,000","4,890,977,000","4,443,727,000","3,834,998,000","3,270,047,000","2,807,465,000","2,683,009,000","2,265,474,000","1,815,516,000","1,381,892,000","1,079,238,000","914,110,000","917,251,000","895,170,000","1,026,477,000","955,703,000","848,100,000","793,100,000","780,600,000","646,000,000","562,400,000","524,300,000","508,900,000","493,300,000","491,100,000","479,500,000","443,400,000","430,800,000","420,800,000","408,200,000","427,900,000"
WorkingCapital,"744,191,000","704,848,000","738,382,000","890,882,000","1,242,566,000","1,087,779,000","769,840,000","805,938,000","514,064,000","539,584,000","420,166,000","221,026,000","381,690,000","272,352,000","164,143,000","410,316,000","185,983,000","108,913,000","105,852,000","210,191,000","186,250,000","88,700,000","58,800,000","62,800,000","51,800,000","45,400,000","76,200,000","104,100,000","97,200,000","108,200,000","146,800,000","114,400,000","135,300,000","135,100,000","108,300,000","118,400,000"
InvestedCapital,"3,799,241,000","4,491,579,000","4,876,703,000","4,657,493,000","5,052,772,000","5,428,989,000","4,970,977,000","4,638,727,000","4,069,998,000","3,620,047,000","3,167,465,000","3,208,009,000","2,767,207,000","2,260,516,000","1,585,613,000","1,279,238,000","1,114,110,000","1,147,251,000","995,170,000","1,076,477,000","1,005,703,000","903,100,000","887,900,000","785,600,000","651,000,000","584,100,000","524,300,000","518,200,000","502,700,000","498,700,000","505,800,000","514,300,000","504,300,000","498,400,000","491,500,000","518,200,000"
TangibleBookValue,"3,191,834,000","3,842,721,000","4,244,751,000","4,062,101,000","4,560,925,000","4,897,452,000","4,890,977,000","4,443,727,000","3,834,998,000","3,270,047,000","2,807,465,000","2,683,009,000","2,265,474,000","1,815,516,000","1,381,892,000","1,079,238,000","914,110,000","917,251,000","895,170,000","1,026,477,000","955,703,000","848,100,000","793,100,000","780,600,000","646,000,000","562,400,000","524,300,000","508,900,000","493,300,000","491,100,000","479,500,000","443,400,000","430,800,000","420,800,000","408,200,000","427,900,000"
TotalDebt,"525,977,000","479,356,000","493,968,000","492,902,000","491,847,000","531,537,000","80,000,000","195,000,000","235,000,000","350,000,000","360,000,000","525,000,000","501,733,000","445,000,000","203,721,000","200,000,000","200,000,000","230,000,000","100,000,000","50,000,000","50,000,000","55,000,000","94,800,000","5,000,000","5,000,000","21,700,000",,"9,300,000","9,400,000","7,600,000","26,300,000","70,900,000","73,500,000","77,600,000","83,300,000","90,300,000"
